META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-13 22:19:36 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; ; ; ; ; 1; ; 10/11; ; ; ; ; ; ; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; 10/11; ; ; ; ; 
Draw; ; ; ; ; 53/20; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 51/20; ; ; ; ; 
Real Sociedad; ; ; ; ; 63/20; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 59/20; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-14 02:19:29 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; ; ; ; ; 1; ; 10/11; ; ; ; ; ; ; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; 10/11; ; ; ; ; 
Draw; ; ; ; ; 53/20; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 51/20; ; ; ; ; 
Real Sociedad; ; ; ; ; 63/20; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 59/20; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-14 10:19:27 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; ; ; ; ; 1; ; 10/11; ; ; ; ; ; ; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; 10/11; ; ; ; ; 
Draw; ; ; ; ; 53/20; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 51/20; ; ; ; ; 
Real Sociedad; ; ; ; ; 63/20; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 59/20; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-14 14:19:37 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; ; ; ; ; 1; ; 10/11; ; ; ; ; ; ; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; 10/11; ; ; ; ; 
Draw; ; ; ; ; 53/20; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 51/20; ; ; ; ; 
Real Sociedad; ; ; ; ; 63/20; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 59/20; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-14 18:19:27 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; ; ; ; ; 1; ; 10/11; ; ; ; ; ; ; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; 10/11; ; ; ; ; 
Draw; ; ; ; ; 53/20; ; 5/2; ; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; 51/20; ; ; ; ; 
Real Sociedad; ; ; ; ; 63/20; ; 14/5; ; ; ; ; ; ; ; ; ; 14/5; ; 14/5; ; ; 14/5; ; 59/20; ; ; ; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-14 22:19:15 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; 1; ; 21/20; ; 1; 1; 20/21; 1; ; 21/20; ; ; ; ; ; 1; 10/11; 19/20; 10/11; ; ; 21/20; 21/20; 21/20; 19/20; ; 8/11; ; 
Draw; 5/2; ; 5/2; ; 53/20; 13/5; 5/2; 5/2; ; 12/5; ; ; ; ; ; 5/2; 5/2; 5/2; 5/2; ; ; 5/2; 5/2; 51/20; 28/11; ; 19/10; ; 
Real Sociedad; 13/5; ; 12/5; ; 63/20; 11/4; 13/5; 13/5; ; 12/5; ; ; ; ; ; 13/5; 14/5; 28/11; 14/5; ; ; 5/2; 13/5; 49/20; 13/5; ; 19/10; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-15 02:19:10 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; 1; ; 21/20; ; 1; 1; 20/21; 1; ; 21/20; ; ; ; 11/10; ; 1; 10/11; 19/20; 10/11; 30/29; ; 21/20; 21/20; 21/20; 19/20; ; 8/11; ; 
Draw; 5/2; ; 5/2; ; 53/20; 13/5; 5/2; 5/2; ; 12/5; ; ; ; 5/2; ; 5/2; 5/2; 5/2; 5/2; 13/5; ; 5/2; 13/5; 51/20; 28/11; ; 19/10; ; 
Real Sociedad; 13/5; ; 12/5; ; 63/20; 11/4; 13/5; 13/5; ; 12/5; ; ; ; 49/20; ; 13/5; 14/5; 28/11; 14/5; 11/5; ; 5/2; 5/2; 49/20; 13/5; ; 21/10; ; 
META; spain/la-liga-primera/villarreal-v-real-sociedad; 2018-01-15 10:19:16 GMT+2; 2018-01-27 19:45; Nothing; Xlenovo
Villarreal; 1; ; 21/20; ; 1; 1; 20/21; 1; ; 21/20; ; ; ; 11/10; 21/20; 1; 10/11; 19/20; 10/11; 30/29; ; 21/20; 21/20; 21/20; 19/20; ; 8/11; ; 
Draw; 5/2; ; 5/2; ; 53/20; 13/5; 5/2; 5/2; ; 12/5; ; ; ; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; ; 5/2; 13/5; 51/20; 28/11; ; 2; ; 
Real Sociedad; 13/5; ; 12/5; ; 63/20; 11/4; 13/5; 13/5; ; 12/5; ; ; ; 49/20; 5/2; 13/5; 14/5; 28/11; 14/5; 11/5; ; 5/2; 5/2; 49/20; 13/5; ; 21/10; ; 
