META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-01 18:19:44 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 97/50; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-01 22:19:29 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 177/100; ; ; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 93/50; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-02 02:19:20 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 177/100; ; ; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 93/50; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-02 10:19:46 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Athletic Bilbao; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 177/100; ; ; ; ; ; ; ; ; 
Leganes; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 93/50; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 57/25; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-02 18:20:01 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Leganes; 8/5; 8/5; ; ; ; 15/8; 8/5; 17/10; ; ; ; ; ; ; 13/8; ; 9/5; 17/11; 189/100; 14/9; ; ; 13/8; ; ; ; ; 
Athletic Bilbao; 15/8; 15/8; ; ; ; 17/10; 15/8; 9/5; ; ; ; ; ; ; 19/10; ; 28/17; 24/13; 179/100; 5/3; ; ; 15/8; ; ; ; ; 
Draw; 2; 2; ; ; ; 21/10; 2; 2; ; ; ; ; ; ; 21/10; ; 2; 2; 111/50; 28/13; ; ; 85/40; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-02 22:20:25 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Leganes; 8/5; 6/4; ; ; ; 33/20; 8/5; 17/10; 17/10; ; ; ; ; ; 13/8; ; 8/5; 8/5; 189/100; 14/9; 17/10; ; 13/8; ; ; ; ; 
Athletic Bilbao; 15/8; 2; ; ; ; 39/20; 15/8; 9/5; 17/10; ; ; ; ; ; 19/10; ; 24/13; 9/5; 179/100; 5/3; 17/10; ; 15/8; ; ; ; ; 
Draw; 2; 2; ; ; ; 21/10; 2; 2; 21/10; ; ; ; ; ; 21/10; ; 2; 2; 111/50; 28/13; 21/10; ; 85/40; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-03 02:20:09 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Leganes; 8/5; 13/8; 17/11; ; ; 33/20; 8/5; 8/5; 17/10; 31/20; ; ; ; ; 13/8; ; 8/5; 17/11; 189/100; 16/11; 17/10; ; 8/5; ; ; ; ; 
Athletic Bilbao; 15/8; 19/10; 19/10; ; ; 39/20; 19/10; 15/8; 17/10; 19/10; ; ; ; ; 19/10; ; 24/13; 24/13; 179/100; 9/5; 17/10; ; 19/10; ; ; ; ; 
Draw; 2; 2; 2; ; ; 21/10; 2; 21/10; 21/10; 2; ; ; ; ; 21/10; ; 2; 2; 111/50; 28/13; 21/10; ; 85/40; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-athletic-bilbao; 2017-10-03 10:20:21 GMT+3; 2017-10-22 17:30; Nothing; Xlenovo
Leganes; 8/5; 13/8; 17/11; ; ; 33/20; 8/5; 8/5; 17/10; 31/20; ; ; ; ; 13/8; ; 8/5; 17/11; 171/100; 16/11; ; ; 8/5; ; ; ; ; 
Athletic Bilbao; 15/8; 19/10; 19/10; ; ; 39/20; 19/10; 15/8; 17/10; 19/10; ; ; ; ; 19/10; ; 24/13; 24/13; 41/20; 9/5; ; ; 19/10; ; ; ; ; 
