META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-13 18:16:32 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 4/5; 4/9
Draw; 14/5; 19/10
Espanyol; 18/5; 13/8
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-13 22:15:51 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 20/23; 4/5; 4/5; 8/11; 20/23; 4/5; 13/15; 10/11; 13/15; 1/2
Draw; 5/2; 14/5; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 11/4; 19/10
Espanyol; 3; 18/5; 16/5; 3; 31/10; 14/5; 16/5; 37/13; 2; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-14 02:15:38 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 10/11; 17/20; 9/10; 17/20; 4/5; 17/20; 17/20; 3/4; 13/15; 17/20; 13/15; 4/7
Draw; 13/5; 5/2; 13/5; 66/25; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 11/4; 45/17; 19/10
Espanyol; 3; 14/5; 3; 13/4; 3; 11/4; 3; 31/10; 3; 31/10; 58/19; 27/10; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-14 10:15:58 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 10/11; 20/23; 9/10; 20/23; 17/20; 4/5; 17/20; 20/23; 4/5; 10/11; 10/11; 9/10; 20/23; 10/11; 4/6; 5/6
Draw; 13/5; 5/2; 13/5; 66/25; 14/5; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 45/17; 14/5; 13/5; 2; 13/5
Espanyol; 3; 29/10; 13/4; 3; 11/4; 3; 14/5; 3; 29/10; 3; 29/10; 9/4; 14/5; ; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-14 14:16:16 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 10/11; 17/20; 43/50; 20/23; 17/20; 4/5; 17/20; 17/20; 5/6; 9/10; 10/11; 10/11; 13/15; 17/20; 10/11; 4/6; 8/11; 5/6
Draw; 13/5; 5/2; 13/5; 69/25; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 27/10; 13/5; 13/5; 45/17; 11/4; 45/17; 2; 21/10; 13/5
Espanyol; 3; 29/10; 33/10; 16/5; 3; 29/10; 3; 29/10; 3; 14/5; 31/10; 31/10; 37/13; 5/2; 23/10; 3; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-14 18:16:16 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 17/20; 20/23; 10/11; 9/10; 20/23; 5/6; 20/23; 9/10; 10/11; 10/11; 10/11; 13/15; 9/10; 20/23; 10/11; 8/11; 4/5; 10/11; 10/11
Draw; 13/5; 13/5; 13/5; 68/25; 11/4; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 11/4; 13/5; 2; 11/4; 27/10; 
Espanyol; 3; 14/5; 29/10; 31/10; 3; 29/10; 11/4; 29/10; 3; 14/5; 29/10; 3; 56/19; 37/13; 3; 56/19; 5/2; 13/5; 3; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-14 22:16:15 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 17/20; 10/11; 89/00; 9/10; 20/23; 5/6; 9/10; 20/23; 9/10; 10/11; 19/20; 10/11; 10/11; 10/11; 9/10; 9/10; 20/23; 19/20; 4/6; 4/5; 10/11; 10/11
Draw; 13/5; 13/5; 5/2; 68/25; 27/10; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; 28/11; 12/5; 14/5; 13/5; 11/4; 28/11; 2; 27/10; 13/5; 
Espanyol; 3; 14/5; 3; 16/5; 3; 11/4; 3; 29/10; 3; 14/5; 29/10; 3; 37/13; 29/10; 37/13; 56/19; 3; 29/10; 5/2; 13/5; 3; ; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-15 02:16:18 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 17/20; 10/11; 89/00; 9/10; 20/23; 5/6; 9/10; 20/23; 9/10; 10/11; 19/20; 10/11; 10/11; 10/11; 9/10; 9/10; 20/23; 19/20; 5/6; 4/5; 10/11; 10/11
Draw; 13/5; 13/5; 5/2; 68/25; 27/10; 13/5; 5/2; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5; 28/11; 12/5; 14/5; 13/5; 11/4; 28/11; 23/10; 2; 27/10; 13/5
Espanyol; 3; 29/10; 3; 16/5; 3; 11/4; 3; 29/10; 3; 14/5; 29/10; 3; 37/13; 29/10; 37/13; 56/19; 3; 37/13; 12/5; 13/5; 3; ; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-15 10:16:32 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 17/20; 10/11; 89/00; 20/23; 20/23; 4/5; 9/10; 20/23; 9/10; 20/23; 19/20; 10/11; 13/15; 10/11; 9/10; 9/10; 9/10; 10/11; 5/6; 5/6; 10/11; 10/11
Draw; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 5/2; 45/17; 5/2; 13/5; 11/4; 13/5; 13/5; 28/11; 12/5; 14/5; 13/5; 11/4; 13/5; 23/10; 19/10; 27/10; 13/5
Espanyol; 3; 29/10; 29/10; 16/5; 16/5; 29/10; 3; 29/10; 3; 14/5; 29/10; 3; 29/10; 37/13; 56/19; 29/10; 58/19; 5/2; 13/5; 3; ; ; 
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-15 14:16:50 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 17/20; 17/20; 19/20; 20/21; 10/11; 10/11; 5/6; 9/10; 19/20; 9/10; 1; 19/20; 19/20; 10/11; 19/20; 9/10; 19/20; 19/20; 5/6; 5/6; 20/21; 20/21; 
Draw; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 5/2; 45/17; 5/2; 13/5; 12/5; 13/5; 11/4; 5/2; 12/5; 11/4; 13/5; 27/10; 28/11; 23/10; 19/10; 13/5; 13/5
Espanyol; 3; 29/10; 27/10; 73/25; 3; 14/5; 11/4; 3; 27/10; 3; 11/4; 11/4; 11/4; 14/5; 29/10; 27/10; 56/19; 11/4; 37/13; 12/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-15 18:16:57 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 10/11; 17/20; 19/20; 1; 20/21; 19/20; 20/21; 5/6; 9/10; 19/20; 19/20; 1; 19/20; 19/20; 10/11; 39/40; 9/10; 20/21; 19/20; 10/11; 5/6; 20/21; 20/21; 
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 13/5; 5/2; 12/5; 45/17; 5/2; 13/5; 12/5; 5/2; 11/4; 28/11; 12/5; 27/10; 13/5; 27/10; 13/5; 12/5; 19/10; 13/5; 13/5
Espanyol; 14/5; 29/10; 27/10; 13/5; 73/25; 29/10; 11/4; 13/5; 3; 27/10; 11/4; 11/4; 27/10; 11/4; 37/13; 29/10; 13/5; 56/19; 11/4; 37/13; 13/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-15 22:16:36 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 10/11; 19/20; 19/20; 1; 24/25; 19/20; 20/21; 5/6; 1; 19/20; 19/20; 1; 19/20; 19/20; 10/11; 39/40; 1; 20/21; 1; 10/11; 5/6; 20/21; 20/21; 
Draw; 13/5; 13/5; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 11/4; 28/11; 12/5; 27/10; 5/2; 27/10; 28/11; 12/5; 19/10; 13/5; 13/5
Espanyol; 14/5; 13/5; 27/10; 13/5; 29/10; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 11/4; 27/10; 11/4; 14/5; 29/10; 13/5; 27/10; 11/4; 37/13; 13/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-16 02:16:27 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 10/11; 19/20; 19/20; 1; 24/25; 19/20; 20/21; 5/6; 1; 19/20; 19/20; 1; 19/20; 19/20; 10/11; 39/40; 1; 20/21; 1; 10/11; 5/6; 20/21; 20/21; 
Draw; 13/5; 13/5; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 11/4; 28/11; 12/5; 27/10; 5/2; 27/10; 28/11; 12/5; 19/10; 13/5; 13/5
Espanyol; 14/5; 13/5; 27/10; 13/5; 29/10; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 11/4; 27/10; 11/4; 14/5; 29/10; 13/5; 27/10; 11/4; 37/13; 13/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-16 10:16:34 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 1; 19/20; 19/20; 1; 97/00; 19/20; 20/21; 5/6; 1; 19/20; 19/20; 1; 19/20; 1; 10/11; 39/40; 1; 20/21; 1; 10/11; 5/6; 20/21; 20/21; 
Draw; 5/2; 13/5; 5/2; 5/2; 67/25; 13/5; 5/2; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 11/4; 28/11; 12/5; 27/10; 5/2; 27/10; 28/11; 12/5; 19/10; 13/5; 13/5
Espanyol; 13/5; 13/5; 27/10; 13/5; 29/10; 29/10; 11/4; 13/5; 11/4; 27/10; 11/4; 11/4; 27/10; 11/4; 14/5; 29/10; 13/5; 27/10; 11/4; 14/5; 13/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-16 14:16:48 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 1; 19/20; 19/20; 1; 49/50; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 1; 19/20; 1; 10/11; 39/40; 1; 20/21; 1; 20/21; 5/6; 20/21; 1; 
Draw; 5/2; 13/5; 5/2; 5/2; 133/0; 13/5; 12/5; 5/2; 28/11; 5/2; 13/5; 12/5; 5/2; 11/4; 5/2; 12/5; 27/10; 5/2; 27/10; 28/11; 12/5; 19/10; 13/5; 13/5
Espanyol; 13/5; 11/4; 27/10; 13/5; 72/25; 29/10; 11/4; 11/4; 11/4; 27/10; 11/4; 11/4; 27/10; 11/4; 11/4; 29/10; 13/5; 27/10; 11/4; 14/5; 13/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-17 10:27:20 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 1; 19/20; 19/20; 1; 99/100; 19/20; 20/21; 10/11; 1; 19/20; 1; 1; 19/20; 1; 10/11; 39/40; 1; 20/21; 1; 5/6; 20/21; 1; ; ; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 28/11; 5/2; 13/5; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 27/10; 5/2; 27/10; 28/11; 12/5; 19/10; 13/5; 5/2
Espanyol; 13/5; 13/5; 27/10; 13/5; 143/50; 29/10; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 11/4; 29/10; 13/5; 27/10; 27/10; 14/5; 13/5; 12/5; 14/5; 14/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-17 14:16:59 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 1; 1; 26/25; 1; 10/11; 1; 1; 1; 21/20; 1; 68/67; 1; 21/20; 20/21; 21/20; 1; ; ; ; ; ; ; ; 
Draw; 5/2; 13/5; 5/2; 5/2; 133/0; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; 11/4; 28/11; 12/5; 27/10; 5/2; 27/10; 28/11; 23/10; 13/5; 
Espanyol; 13/5; 13/5; 13/5; 13/5; 133/0; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 28/11; 27/10; 13/5; 45/17; 12/5; 13/5; 5/2
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-17 18:16:46 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 1; 1; 26/25; 1; 10/11; 1; 21/20; 1; 1; 21/20; 1; 42/41; 1; 21/20; 20/21; 21/20; 21/20; ; ; ; ; ; ; 
Draw; 5/2; 13/5; 5/2; 5/2; 133/0; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; 12/5; 5/2; 11/4; 28/11; 12/5; 27/10; 5/2; 27/10; 28/11; 23/10; 13/5; 13/5
Espanyol; 13/5; 13/5; 5/2; 13/5; 133/0; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 27/10; 13/5; 45/17; 23/10; 13/5; 13/5
META; spain/la-liga-primera/athletic-bilbao-v-espanyol; 2018-05-17 22:16:54 GMT+3; 2018-05-20 15:15; Nothing; Xlenovo
Athletic Bilbao; 1; 1; 26/25; 1; 10/11; 1; 21/20; 1; 1; 21/20; 1; 42/41; 1; 21/20; 10/11; 21/20; 21/20; ; ; ; ; ; ; 
