META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-14 18:19:32 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; 1/6; ; ; ; ; ; ; ; ; ; ; ; 3/19; ; 3/19; ; ; 2/13; ; 2/13; ; ; ; ; 
Draw; ; ; ; ; 77/10; ; ; ; ; ; ; ; ; ; ; ; 13/2; ; 13/2; ; ; 13/2; ; 6; ; ; ; ; 
Las Palmas; ; ; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; 13; ; 13; ; ; 16; ; 18; ; ; ; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-14 22:19:20 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; ; 2/11; ; 1/6; 1/6; 1/7; 1/7; ; 2/11; ; ; ; ; ; ; 3/19; 1/5; 3/19; 1/6; ; 1/6; 1/6; 1/6; 1/5; ; 1/50; ; 
Draw; 11/2; ; 11/2; ; 77/10; 13/2; 6; 6; ; 11/2; ; ; ; ; ; ; 13/2; 67/13; 13/2; 11/2; ; 11/2; 6; 11/2; 26/5; ; 2/11; ; 
Las Palmas; 12; ; 20; ; 22; 20; 16; 18; ; 20; ; ; ; ; ; ; 13; 45/4; 13; 13; ; 14; 19; 20; 23/2; ; 2/11; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-15 02:19:15 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; ; 1/6; ; 1/6; 1/6; 1/7; 1/7; ; 1/6; ; ; ; 1/6; ; 2/11; 3/19; 3/16; 3/19; 1/6; ; 1/6; 2/13; 1/6; 3/16; ; 1/50; ; 
Draw; 11/2; ; 6; ; 77/10; 13/2; 13/2; 6; ; 6; ; ; ; 6; ; 6; 13/2; 53/10; 13/2; 11/2; ; 6; 6; 11/2; 91/17; ; 21/10; ; 
Las Palmas; 12; ; 22; ; 22; 20; 16; 18; ; 20; ; ; ; 18; ; 16; 13; 47/4; 13; 13; ; 16; 22; 20; 47/4; ; 8/11; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-15 10:19:21 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; ; 1/6; ; 1/6; 1/6; 1/7; 1/7; ; 1/6; ; ; ; 1/6; 1/6; 2/11; 2/13; 3/16; 2/13; 1/6; ; 1/6; 2/13; 1/6; 3/16; ; 1/50; ; 
Draw; 11/2; ; 6; ; 77/10; 13/2; 13/2; 6; ; 6; ; ; ; 6; 13/2; 6; 13/2; 53/10; 13/2; 11/2; ; 6; 6; 11/2; 27/5; ; 21/10; ; 
Las Palmas; 12; ; 22; ; 22; 20; 16; 18; ; 20; ; ; ; 18; 14; 16; 27/2; 47/4; 27/2; 13; ; 16; 22; 20; 47/4; ; 8/11; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-15 14:19:00 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 2/13; 2/13; 1/6; 2/13; 1/8; 1/8; ; 2/13; ; 2/13; ; 1/6; 1/6; 1/6; 2/13; 1/7; 2/13; 1/7; ; 2/13; 1/7; 2/13; 1/7; ; 2/13; ; 
Draw; 11/2; 6; 6; 13/2; 77/10; 7; 13/2; 13/2; ; 6; ; 6; ; 6; 13/2; 13/2; 13/2; 25/4; 13/2; 61/10; ; 6; 13/2; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 22; 16; 22; 22; 18; 19; ; 22; ; 20; ; 18; 16; 16; 27/2; 63/4; 27/2; 14; ; 16; 22; 22; 16; ; 8/11; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-15 18:21:39 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 2/13; 2/13; 17/100; 2/13; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/6; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 2/13; ; 
Draw; 11/2; 6; 13/2; 13/2; 15/2; 7; 13/2; 13/2; 13/2; 6; ; 6; ; 6; 13/2; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 6; 13/2; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 22; 16; 22; 22; 18; 19; 17; 22; ; 20; ; 18; 16; 14; 27/2; 63/4; 27/2; 14; 17; 16; 22; 22; 16; ; 4/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-15 22:20:00 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 2/13; 2/13; 17/100; 2/13; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/6; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 2/13; ; 
Draw; 11/2; 6; 13/2; 13/2; 15/2; 7; 13/2; 13/2; 13/2; 6; ; 6; ; 6; 13/2; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 6; 13/2; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 22; 16; 22; 22; 18; 19; 17; 22; ; 20; ; 18; 16; 14; 27/2; 63/4; 27/2; 14; 17; 16; 22; 22; 16; ; 4/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-16 02:19:33 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 2/13; 2/13; 17/100; 2/13; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/7; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 2/13; ; 
Draw; 11/2; 6; 13/2; 13/2; 15/2; 13/2; 13/2; 13/2; 13/2; 6; ; 6; ; 6; 13/2; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 6; 13/2; 11/2; 25/4; ; 2; ; 
Las Palmas; 12; 16; 22; 16; 22; 20; 18; 19; 17; 22; ; 20; ; 18; 16; 14; 27/2; 63/4; 27/2; 14; 17; 16; 22; 22; 16; ; 4/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-16 10:20:01 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 2/13; 2/13; 17/100; 2/13; 1/9; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/7; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 2/13; ; 
Draw; 11/2; 6; 13/2; 13/2; 15/2; 13/2; 7; 13/2; 13/2; 6; ; 6; ; 6; 13/2; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 6; 13/2; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 22; 16; 22; 20; 20; 19; 17; 22; ; 20; ; 18; 16; 14; 27/2; 63/4; 27/2; 14; 17; 16; 22; 22; 16; ; 4/5; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-16 14:21:43 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 2/13; 2/13; 17/100; 2/13; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/7; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 2/13; ; 
Draw; 11/2; 6; 13/2; 13/2; 15/2; 13/2; 13/2; 13/2; 13/2; 6; ; 6; ; 6; 13/2; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 6; 13/2; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 22; 16; 22; 20; 18; 19; 17; 22; ; 20; ; 18; 16; 14; 27/2; 63/4; 27/2; 14; 17; 16; 22; 22; 16; ; 5/6; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-16 18:21:44 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 1/6; 2/13; 2/11; 1/6; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/7; 2/13; 1/8; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/8; ; 2/13; ; 
Draw; 11/2; 6; 6; 13/2; 73/10; 13/2; 13/2; 6; 13/2; 6; ; 6; ; 6; 7; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 13/2; 7; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 20; 16; 20; 19; 18; 18; 17; 20; ; 18; ; 17; 14; 13; 27/2; 65/4; 27/2; 14; 17; 16; 19; 22; 33/2; ; 5/6; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-16 22:20:43 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 1/6; 2/13; 2/11; 1/6; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/7; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 1/6; ; 
Draw; 11/2; 6; 6; 13/2; 73/10; 13/2; 13/2; 6; 13/2; 6; ; 6; ; 6; 7; 11/2; 13/2; 25/4; 13/2; 61/10; 13/2; 13/2; 7; 11/2; 25/4; ; 21/10; ; 
Las Palmas; 12; 16; 20; 16; 20; 19; 18; 18; 17; 20; ; 18; ; 17; 14; 13; 27/2; 63/4; 27/2; 14; 17; 16; 19; 22; 63/4; ; 5/6; ; 
META; spain/la-liga-primera/atletico-madrid-v-las-palmas; 2018-01-17 02:19:55 GMT+2; 2018-01-28 15:15; Nothing; Xlenovo
Atletico Madrid; 1/5; 1/6; 1/6; 2/13; 2/11; 1/6; 1/8; 1/8; 2/13; 2/13; ; 2/13; ; 1/6; 1/6; 1/7; 2/13; 1/7; 2/13; 1/7; 2/13; 2/13; 1/7; 2/13; 1/7; ; 1/6; ; 
