META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-10 18:20:03 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 17/50; 3/10; 3/10
Draw; 51/10; 9/2; 9/2
Las Palmas; 43/5; 15/2; 17/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-10 22:19:28 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 17/50; 3/10; 3/10
Draw; 51/10; 9/2; 9/2
Las Palmas; 43/5; 15/2; 17/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-11 02:19:12 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 17/50; 3/10; 3/10
Draw; 51/10; 9/2; 9/2
Las Palmas; 43/5; 15/2; 17/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-11 10:19:14 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 17/50; 3/10; 3/10
Draw; 51/10; 9/2; 9/2
Las Palmas; 43/5; 15/2; 17/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-11 14:19:17 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 8/25; 3/10; 2/7
Draw; 11/2; 9/2; 19/4
Las Palmas; 43/5; 15/2; 17/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-11 18:18:49 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 8/25; 3/10; 2/7
Draw; 28/5; 9/2; 19/4
Las Palmas; 42/5; 15/2; 17/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-11 22:18:33 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 2/7; 3/11; 3/10; 2/9; 3/11
Draw; 57/10; 63/13; 9/2; 21/4; 49/10
Las Palmas; 21/2; 15/2; 15/2; 11; 15/2
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-12 02:18:56 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 2/7; 4/17; 3/10; 2/9; 4/17
Draw; 11/2; 57/10; 94/19; 9/2; 21/4; 5
Las Palmas; 12; 21/2; 9; 15/2; 11; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-12 10:18:56 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 27/00; 1/5; 4/17; 1/5; 2/9; 2/9; 4/17
Draw; 11/2; 29/5; 11/2; 94/19; 11/2; 11/2; 21/4; 5
Las Palmas; 12; 23/2; 11; 11; 11; 11; ; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-12 14:19:31 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 1/4; 27/00; 1/5; 1/4; 4/17; 1/5; 2/9; 2/9; 4/17
Draw; 11/2; 5; 29/5; 11/2; 5; 94/19; 11/2; 11/2; 21/4; 5
Las Palmas; 12; 23/2; 11; 10; 11; 11; 11; ; ; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-12 18:19:34 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 1/4; 1/4; 27/00; 1/5; 1/4; 2/9; 3/14; 1/5; 2/9; 2/9; 2/9; 2/9
Draw; 11/2; 5; 29/5; 11/2; 5; 21/4; 11/2; 27/5; 11/2; 21/4; 53/10; ; 
Las Palmas; 12; 10; 23/2; 11; 10; 10; 10; 11; 41/5; 11; 11; 10; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-12 22:19:34 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 1/4; 1/4; 27/00; 1/5; 2/9; 2/9; 2/9; 3/14; 1/5; 2/9; 2/9; 2/9; 2/9; 3/14
Draw; 11/2; 5; 29/5; 11/2; 27/5; 11/2; 6; 21/4; 11/2; 27/5; 27/5; 11/2; 21/4; 53/10; 
Las Palmas; 12; 10; 23/2; 11; 21/2; 11; 10; 10; 11; 41/5; 10; 12; 11; 10; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-13 02:19:22 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 2/9; 1/4; 1/4; 2/11; 2/9; 2/9; 2/9; 3/14; 1/5; 2/9; 2/9; 2/9; 2/11; 3/14
Draw; 11/2; 11/2; 5; 6; 27/5; 11/2; 6; 53/10; 11/2; 27/5; 27/5; 11/2; 6; 91/17; 
Las Palmas; 12; 11; 10; 13; 11; 21/2; 12; 10; 41/4; 11; 41/5; 10; 12; 14; 41/4
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-13 10:19:29 GMT+2; 2018-03-31 17:30; Nothing; Xlenovo
Real Madrid; 1/5; 2/9; 1/4; 1/4; 2/11; 2/9; 2/9; 2/9; 3/14; 1/5; 2/9; 2/9; 2/9; 2/11; 3/14
