META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 02:20:10 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 10:20:07 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 14:20:14 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 18:19:41 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-01 22:19:26 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-02 02:19:17 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-02 10:19:44 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; ; ; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; 13/18; ; ; 71/100; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 3; ; ; ; ; ; ; ; ; 
Celta Vigo; ; ; ; ; ; 21/5; ; ; ; ; ; ; ; ; ; ; 4; ; ; 23/5; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-02 18:19:59 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 17/20; ; ; ; 5/6; 9/10; 5/6; ; ; ; ; ; ; 10/11; ; 4/5; 13/15; 49/50; 11/13; ; ; 17/20; ; ; ; ; 
Atletico Madrid; 17/20; 10/11; ; ; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; ; ; 
Celta Vigo; 7/2; 10/3; ; ; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-07 22:20:52 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; ; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; ; ; 
Celta Vigo; 7/2; 10/3; ; ; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-08 02:20:21 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; ; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; ; ; 
Celta Vigo; 7/2; 10/3; ; ; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 16/5; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-08 10:20:58 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; ; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 23/10; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; ; ; 
Celta Vigo; 7/2; 10/3; ; ; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-08 14:21:04 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; ; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; ; ; 
Celta Vigo; 7/2; 10/3; ; ; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-08 18:20:37 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 9/10; ; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; 13/8; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 10/3; ; ; 12/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-08 22:20:35 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; ; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; ; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; ; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; 14/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-09 02:20:12 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; 10/11; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; 11/5; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; 7/4; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; 16/5; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-09 10:20:21 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; 10/11; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; ; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; 11/5; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; ; ; 7/4; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; 16/5; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; ; ; 27/10; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-09 14:20:24 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; ; 10/11; 10/11; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; ; 23/10; 23/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 13/8; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; ; 7/2; 10/3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 12/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-09 18:20:57 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 10/11; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 23/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 17/10; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-09 22:20:32 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 17/10; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 16/5; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-10 02:20:19 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 13/8; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 12/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-10 10:20:21 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 20/23; 9/10; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 13/8; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 7/2; 10/3; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-10 14:20:43 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 13/8; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-10 18:20:11 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-10 22:20:33 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-11 02:20:10 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-11 10:20:32 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-11 14:21:50 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 13/4; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-11 18:20:09 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; ; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; ; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; ; 3; 7/2; 16/5; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-11 22:20:45 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 16/5; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-12 02:21:21 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 9/10; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 13/15; 49/50; 11/13; 9/10; 9/10; 17/20; 9/10; ; 4/6; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 9/4; 61/25; 12/5; 23/10; 23/10; 12/5; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 16/5; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 16/5; 71/20; 31/10; 17/5; 10/3; 18/5; 10/3; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-12 14:20:55 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; ; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; ; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-12 18:20:37 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 17/20; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-12 22:21:09 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 4/7; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 5/2; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-13 02:20:50 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 8/13; ; 
Draw; 23/10; 23/10; ; 9/4; ; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; ; 9/5; ; 
Celta Vigo; 7/2; 10/3; ; 16/5; ; 15/4; 10/3; 7/2; 7/2; ; 7/2; ; ; 18/5; 7/2; 3; 7/2; 57/17; 77/20; 31/10; 17/5; 7/2; 18/5; 7/2; 17/5; ; 13/5; ; 
META; spain/la-liga-primera/celta-vigo-v-atletico-madrid; 2017-10-13 10:21:46 GMT+3; 2017-10-22 15:15; Nothing; Xlenovo
Atletico Madrid; 17/20; 10/11; ; 19/20; ; 9/10; 20/23; 5/6; 9/10; ; 10/11; ; ; 9/10; 10/11; 17/20; 11/13; 5/6; 10/11; 11/13; 9/10; 9/10; 17/20; 17/20; 13/15; ; 8/13; ; 
