META; english/non-league/national-league/solihull-moors-v-york; 2017-04-10 16:43:53 GMT+3; 2017-04-14 15:00; e70300-dr003
York; 1; 6/5; ; ; 1; ; 1; ; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; 1; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 5/2; ; 12/5; ; 5/2; 12/5; 47/20; ; ; 12/5; 23/10; 12/5; 9/4; 23/10; 13/5; ; 9/4; ; 9/4; ; ; ; 
Solihull Moors; 11/4; 2; ; ; 11/4; ; 27/10; ; 11/4; ; 5/2; 23/10; 11/4; ; ; 13/5; 13/5; 23/10; 13/5; 13/5; 61/20; ; 13/5; ; 13/5; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-york; 2017-04-11 12:58:25 GMT+3; 2017-04-14 15:00; e70300-dr003
York; 1; 1; 19/20; ; 1; ; 1; 10/11; 1; ; 19/20; 10/11; 19/20; ; ; 1; 1; 19/20; 1; 1; 1; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; 5/2; ; 5/2; ; 5/2; 12/5; 12/5; ; 5/2; 5/2; 47/20; ; ; 12/5; 23/10; 12/5; 9/4; 23/10; 13/5; ; 9/4; ; 9/4; ; ; ; 
Solihull Moors; 11/4; 5/2; 5/2; ; 13/5; ; 27/10; 13/5; 11/4; ; 5/2; 12/5; 11/4; ; ; 27/10; 13/5; 23/10; 13/5; 13/5; 61/20; ; 13/5; ; 13/5; ; ; ; 
META; english/non-league/national-league/solihull-moors-v-york; 2017-04-12 12:29:49 GMT+3; 2017-04-14 15:00; e70300-dr003
York; 17/20; 1; 10/11; 10/11; 10/11; ; 19/20; 5/6; 10/11; 20/21; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 19/20; 5/6; 10/11; 1; 15/16; 5/6; ; 5/6; ; ; 10/11; 
Draw; 5/2; 23/10; 5/2; 5/2; 13/5; ; 13/5; 5/2; 13/5; 13/5; 5/2; 9/4; 51/20; 12/5; 13/5; 5/2; 5/2; 12/5; 12/5; 5/2; 11/4; 27/11; 27/11; ; 27/11; ; ; 23/10; 
Solihull Moors; 16/5; 5/2; 13/5; 13/5; 29/10; ; 11/4; 11/4; 13/5; 13/5; 5/2; 13/5; 53/20; 13/5; 13/5; 11/4; 11/4; 23/10; 14/5; 11/4; 143/50; 40/17; 56/19; ; 56/19; ; ; 13/5; 
