META; english/non-league/national-league/eastleigh-v-chester; 2016-11-20 16:26:05 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 4/5; ; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 18/5; ; 18/5; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-20 20:25:24 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; ; ; 3/4; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 5/2; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; ; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-21 00:23:53 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; ; ; 3/4; ; 3/4; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 5/2; ; 11/4; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; ; ; 10/3; ; 16/5; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-21 04:23:47 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; ; ; 3/4; ; 3/4; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 5/2; ; 11/4; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; ; ; 10/3; ; 16/5; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-21 08:24:02 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; ; ; 3/4; ; 3/4; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 5/2; ; 11/4; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; ; ; 10/3; ; 16/5; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-21 12:24:23 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 4/5; ; ; ; 3/4; ; 4/5; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 5/2; ; 5/2; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; ; ; 10/3; ; 10/3; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-21 16:24:24 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; ; ; 3/4; ; 4/5; ; ; 4/5; 14/19; ; ; ; 14/19; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 5/2; ; 5/2; ; ; 5/2; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; ; ; 10/3; ; 10/3; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-21 20:24:26 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; 4/5; ; 3/4; ; 4/5; ; ; 4/5; 10/13; ; ; ; 10/13; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; 5/2; ; 5/2; ; 5/2; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; 7/2; ; 10/3; ; 10/3; ; ; 7/2; 57/17; ; ; ; 57/17; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-22 00:23:31 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; 4/5; ; 3/4; ; 4/5; ; ; 4/5; 10/13; ; ; ; 10/13; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; 5/2; ; 5/2; ; 5/2; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; 7/2; ; 10/3; ; 10/3; ; ; 7/2; 57/17; ; ; ; 57/17; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-22 04:24:09 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; 4/5; ; 3/4; ; 4/5; ; ; 4/5; 10/13; ; ; ; 10/13; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; 5/2; ; 5/2; ; 5/2; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; 7/2; ; 10/3; ; 10/3; ; ; 7/2; 57/17; ; ; ; 57/17; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-22 08:24:18 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; ; 4/5; ; 3/4; ; 4/5; ; 3/4; ; 4/5; ; ; 4/5; 10/13; ; ; ; 10/13; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 13/5; ; 13/5; ; 5/2; ; 5/2; ; 5/2; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; ; 
Chester; 7/2; ; ; ; 7/2; ; 18/5; ; 7/2; ; 10/3; ; 10/3; ; ; 7/2; 57/17; ; ; ; 57/17; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-chester; 2016-11-22 12:24:47 GMT+2; 2016-11-26 15:00; e70300-dr003
Eastleigh; 4/5; ; ; 3/4; 4/5; ; 4/5; 8/11; 4/5; ; 3/4; ; 4/5; ; ; 4/5; 10/13; 4/5; 3/4; 4/5; 10/13; ; ; 4/5; ; ; ; ; 
Draw; 5/2; ; ; 9/4; 5/2; ; 5/2; 5/2; 5/2; ; 5/2; ; 5/2; ; ; 5/2; 27/11; 23/10; 23/10; 23/10; 27/11; ; ; 23/10; ; ; ; ; 
