META; english/non-league/national-league/lincoln-v-woking; 2017-02-05 16:25:17 GMT+2; 2017-02-11 15:00; e70300-dr003
Draw; 10/3; 3; 16/5; 3; 10/3; ; 33/10; ; 3; ; 16/5; 3; 16/5; ; ; 16/5; 41/13; 3; 3; 41/13; ; ; 3; ; ; ; ; 
Woking; 5; 5; 19/4; 9/2; 5; ; 21/4; ; 5; ; 24/5; 9/2; 5; ; ; 5; 63/13; 9/2; 23/5; 63/13; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-07 00:22:14 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 1/2; 4/9; 1/2; ; 1/2; ; 1/2; ; 1/2; 1/2; 1/2; ; ; 1/2; 17/35; 10/21; 1/2; 17/35; ; ; 1/2; ; ; ; ; 
Draw; 10/3; 3; 16/5; 3; 10/3; ; 10/3; ; 3; ; 16/5; 3; 16/5; ; ; 16/5; 41/13; 3; 3; 41/13; ; ; 3; ; ; ; ; 
Woking; 5; 5; 19/4; 9/2; 5; ; 21/4; ; 5; ; 24/5; 9/2; 5; ; ; 5; 63/13; 9/2; 23/5; 63/13; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-07 04:22:28 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 1/2; 4/9; 1/2; ; 1/2; 4/9; 1/2; ; 1/2; 1/2; 1/2; ; ; 1/2; 17/35; 10/21; 1/2; 17/35; ; ; 1/2; ; ; ; ; 
Draw; 10/3; 3; 16/5; 3; 10/3; ; 10/3; 16/5; 3; ; 16/5; 3; 16/5; ; ; 16/5; 31/10; 3; 3; 31/10; ; ; 3; ; ; ; ; 
Woking; 5; 5; 19/4; 9/2; 5; ; 21/4; 5; 5; ; 24/5; 9/2; 5; ; ; 5; 24/5; 9/2; 23/5; 24/5; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-07 08:22:37 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 1/2; 4/9; 1/2; ; 1/2; 4/9; 1/2; ; 1/2; 1/2; 1/2; ; ; 1/2; 17/35; 10/21; 1/2; 17/35; ; ; 1/2; ; ; ; ; 
Draw; 10/3; 3; 16/5; 3; 10/3; ; 10/3; 16/5; 3; ; 16/5; 3; 16/5; ; ; 16/5; 31/10; 3; 3; 31/10; ; ; 3; ; ; ; ; 
Woking; 5; 5; 19/4; 9/2; 5; ; 21/4; 5; 5; ; 24/5; 9/2; 5; ; ; 5; 24/5; 9/2; 23/5; 24/5; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-07 12:24:00 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 1/2; 4/9; 1/2; ; 1/2; 4/9; 1/2; ; 1/2; 1/2; 1/2; ; ; 1/2; 10/21; 10/21; 1/2; 10/21; ; ; 1/2; ; ; ; ; 
Draw; 10/3; 3; 16/5; 3; 10/3; ; 10/3; 16/5; 3; ; 16/5; 3; 16/5; ; ; 16/5; 13/4; 3; 3; 13/4; ; ; 3; ; ; ; ; 
Woking; 5; 5; 19/4; 9/2; 5; ; 21/4; 5; 5; ; 24/5; 9/2; 5; ; ; 5; 19/4; 9/2; 23/5; 19/4; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-07 16:23:25 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 8/15; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; ; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 10/3; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; ; 3; 
Woking; 5; 5; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 63/13; 9/2; 23/5; 63/13; 57/10; 41/10; 19/4; ; ; ; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-07 20:23:19 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; ; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 16/5; 16/5; 3; 3; 16/5; 7/2; 13/4; 3; ; ; ; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 24/5; 9/2; 23/5; 24/5; 57/10; 41/10; 19/4; ; ; ; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-08 00:22:23 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 16/5; 16/5; 3; 3; 16/5; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 41/10; 19/4; ; ; 22/5; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-08 04:22:23 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; 1/2; ; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 16/5; 16/5; 3; 3; 16/5; 7/2; 13/4; 3; ; ; 3; ; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 41/10; 19/4; ; ; 22/5; ; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-08 08:22:02 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 16/5; 16/5; 3; 3; 16/5; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 41/10; 19/4; ; ; 23/5; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-08 12:24:54 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; ; ; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 16/5; 16/5; 3; 3; ; ; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 19/4; 9/2; 23/5; ; ; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-08 16:23:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; ; 8/15; 1/2; 10/21; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; ; 16/5; 16/5; 16/5; 3; 3; 16/5; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; ; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-08 20:23:51 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; ; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; ; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; ; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 00:22:20 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 04:22:12 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 08:22:12 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 12:31:49 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 4/9; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 14/5; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 13:58:06 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 16:23:28 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 10/21; 1/2; 1/2; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 20:22:09 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 8/15; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 3; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 16/5; 16/5; 10/3; 33/10; 3; 3; 33/10; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 5; 9/2; 9/2; 9/2; 4; 19/4; 24/5; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 24/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 00:21:52 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 57/17; 3; 3; 57/17; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 04:22:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 33/10; 3; 3; 33/10; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 08:21:50 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 1/2; 1/2; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 57/17; 3; 3; 57/17; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 12:22:35 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 9/20; 4/9; 40/85; 8/15; 1/2; 12/25; 9/20; 4/9; 1/2; 10/21; 1/2; 4/9; 12/25; 1/2; 1/2; 4/9; 5/12; 10/21; 1/2; 5/12; 53/100; 5/11; 1/2; ; ; 4/9; 4/9; 
Draw; 7/2; 7/2; 16/5; 16/5; 7/2; 3; 18/5; 16/5; 7/2; 7/2; 13/4; 3; 10/3; 17/5; 10/3; 7/2; 18/5; 3; 3; 18/5; 7/2; 38/11; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 4; 5; 4; 21/4; 9/2; 5; 5; 5; 9/2; 5; 5; 19/4; 5; 60/11; 9/2; 23/5; 60/11; 57/10; 22/5; 19/4; ; ; 26/5; 24/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 16:25:12 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 9/20; 4/9; 40/85; 1/2; 1/2; 12/25; 9/20; 4/9; 1/2; 10/21; 1/2; 4/9; 9/20; 1/2; 1/2; 4/9; 5/12; 10/21; 1/2; 5/12; 53/100; 17/35; 1/2; ; ; 4/9; 4/9; 
Draw; 7/2; 7/2; 16/5; 10/3; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 13/4; 3; 7/2; 17/5; 10/3; 7/2; 18/5; 3; 3; 62/17; 7/2; 17/5; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 5; 4; 11/2; 5; 5; 5; 5; 9/2; 21/4; 5; 19/4; 5; 11/2; 9/2; 23/5; 11/2; 57/10; 24/5; 19/4; ; ; 26/5; 24/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 20:22:55 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 9/20; 4/9; 40/85; 1/2; 1/2; 12/25; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 18/35; 10/21; 1/2; 10/21; 53/100; 17/35; 1/2; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 10/3; 10/3; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 10/3; 3; 10/3; 7/2; 10/3; 7/2; 16/5; 3; 3; 33/10; 7/2; 17/5; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 5; 4; 11/2; 5; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 19/4; 11/2; 23/5; 9/2; 23/5; 94/19; 57/10; 24/5; 19/4; ; ; 26/5; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-11 00:23:22 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 9/20; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 5/12; 10/21; 1/2; 5/12; 53/100; 17/35; 1/2; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 10/3; 10/3; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 10/3; 3; 10/3; 7/2; 10/3; 7/2; 62/17; 3; 3; 62/17; 7/2; 17/5; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 11/2; 4; 11/2; 5; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 19/4; 11/2; 61/11; 9/2; 23/5; 61/11; 57/10; 24/5; 19/4; ; ; 11/2; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-11 04:22:34 GMT+2; 2017-02-11 15:00; e70300-dr003
Lincoln; 9/20; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 10/21; 4/9; 2/5; 53/100; 17/35; 5/11; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 10/3; 17/5; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 10/3; 3; 10/3; 18/5; 15/4; 7/2; 37/10; 3; 7/2; 37/10; 7/2; 17/5; 7/2; ; ; 7/2; 3; 
