META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-13 00:24:15 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-13 04:23:30 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-13 08:23:44 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-13 12:25:05 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; 7/2; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-13 16:25:48 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; ; ; 8/11; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; ; 14/5; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; 7/2; 10/3; ; ; 18/5; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-13 20:24:59 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; 8/11; 4/6; 8/11; ; 7/10; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; 5/2; 5/2; 14/5; ; 14/5; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; 7/2; 10/3; 7/2; 10/3; 18/5; ; 15/4; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-14 00:23:10 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; 8/11; 4/6; 8/11; ; 7/10; ; ; ; ; ; 8/11; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; 5/2; 5/2; 14/5; ; 14/5; ; ; ; ; ; 27/10; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Southport; 7/2; 10/3; 7/2; 10/3; 18/5; ; 15/4; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-14 04:22:59 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; 8/11; 4/6; 8/11; ; 7/10; ; ; ; ; ; 8/11; ; ; 8/11; ; 7/10; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; 11/4; 11/4; 13/5; 5/2; 14/5; ; 14/5; ; ; ; ; ; 27/10; ; ; 14/5; ; 11/4; ; ; ; ; ; 11/4; ; ; ; ; 
Southport; 7/2; 10/3; 7/2; 10/3; 18/5; ; 15/4; ; ; ; ; ; 7/2; ; ; 7/2; ; 33/10; ; ; ; ; ; 33/10; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-14 08:22:57 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; 8/11; 4/6; 8/11; ; 7/10; ; ; ; ; ; 8/11; ; ; 8/11; 9/13; 7/10; ; 4/6; 9/13; ; ; 7/10; ; ; ; ; 
Draw; 11/4; 11/4; 13/5; 5/2; 29/10; ; 14/5; ; ; ; ; ; 27/10; ; ; 14/5; 27/10; 11/4; ; 11/4; 27/10; ; ; 11/4; ; ; ; ; 
Southport; 7/2; 10/3; 7/2; 10/3; 7/2; ; 19/5; ; ; ; ; ; 7/2; ; ; 7/2; 13/4; 33/10; ; 3; 13/4; ; ; 33/10; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-southport; 2016-11-14 12:23:18 GMT+2; 2016-11-19 15:00; e70300-dr003
Boreham Wood; 8/11; 2/3; 8/11; 7/10; 8/11; ; 7/10; ; 8/11; ; 7/10; ; 8/11; ; ; 8/11; 9/13; 7/10; 4/6; ; ; ; ; 7/10; ; ; ; ; 
Draw; 11/4; 11/4; 13/5; 12/5; 14/5; ; 14/5; ; 14/5; ; 13/5; ; 27/10; ; ; 11/4; 45/17; 11/4; 13/5; ; ; ; ; 11/4; ; ; ; ; 
