META; english/non-league/national-league/dover-v-north-ferriby-utd; 2016-08-10 16:20:52 GMT+3; 2016-08-13 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
North Ferriby Utd; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/dover-v-north-ferriby-utd; 2016-08-10 20:21:16 GMT+3; 2016-08-13 15:00; e70300-dr003
Dover; 4/7; 4/9; 8/15; 8/15; 8/15; 11/20; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 8/15; ; ; ; 5/9; 8/13; ; ; 1/16; ; 
Draw; 11/4; 3; 29/10; 13/5; 14/5; 13/5; 3; 11/4; ; ; ; 13/5; ; ; ; ; 14/5; ; ; ; 14/5; 3; ; ; 1/4; ; 
North Ferriby Utd; 5; 11/2; 19/4; 9/2; 5; 9/2; 21/4; 9/2; ; ; ; 4; ; ; ; ; 5; ; ; ; 94/19; 53/10; ; ; 1/16; ; 
META; english/non-league/national-league/dover-v-north-ferriby-utd; 2016-08-11 00:21:19 GMT+3; 2016-08-13 15:00; e70300-dr003
Dover; 4/7; 4/9; 8/15; 8/15; 8/15; 11/20; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 8/15; ; ; ; 5/9; 8/13; ; ; 1/14; ; 
Draw; 11/4; 3; 29/10; 13/5; 14/5; 13/5; 3; 11/4; ; ; ; 13/5; ; ; ; ; 14/5; ; ; ; 37/13; 3; ; ; 4/11; ; 
North Ferriby Utd; 5; 11/2; 19/4; 9/2; 5; 9/2; 21/4; 9/2; ; ; ; 4; ; ; ; ; 5; ; ; ; 49/10; 53/10; ; ; 4/11; ; 
META; english/non-league/national-league/dover-v-north-ferriby-utd; 2016-08-11 04:21:48 GMT+3; 2016-08-13 15:00; e70300-dr003
Dover; 4/7; 4/9; 8/15; 1/2; 8/15; 11/20; 8/15; 8/15; ; ; ; 8/15; ; ; ; ; 8/15; ; ; ; 5/9; 8/13; ; ; 4/9; ; 
Draw; 11/4; 3; 29/10; 11/4; 29/10; 13/5; 3; 11/4; ; ; ; 13/5; ; ; ; ; 14/5; ; ; ; 37/13; 3; ; ; 5/2; ; 
North Ferriby Utd; 5; 11/2; 19/4; 9/2; 5; 9/2; 21/4; 9/2; ; ; ; 4; ; ; ; ; 5; ; ; ; 49/10; 53/10; ; ; 4; ; 
META; english/non-league/national-league/dover-v-north-ferriby-utd; 2016-08-11 08:21:45 GMT+3; 2016-08-13 15:00; e70300-dr003
Dover; 4/7; 4/9; 8/15; 1/2; 8/15; 11/20; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 1/2; ; 8/15; 6/11; ; 8/15; 5/9; 8/13; ; ; 4/9; ; 
