META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-05 00:23:27 GMT+2; 2017-03-11 15:00; e70300-dr003
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-10 16:20:58 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 27/20; 13/10; 27/20; ; 7/5; 13/10; 13/10; 7/5; 5/4; 13/10; 29/20; 25/18; 23/18; ; ; ; 13/10; 
Dagenham & Redbridge; 2; 9/5; 37/20; 19/10; 19/10; 7/4; 19/10; 9/5; 15/8; 19/10; 9/5; 9/5; 15/8; ; 15/8; 15/8; 19/10; 17/11; 19/10; 19/10; 101/50; 20/11; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 23/10; 21/10; 47/20; ; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 5/2; 40/17; 11/5; ; ; ; 11/5; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-10 20:21:15 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 11/8; 13/10; 27/20; ; 11/8; 13/10; 13/10; 7/5; 5/4; 13/10; 71/50; 4/3; 23/18; ; ; ; 13/10; 
Dagenham & Redbridge; 2; 9/5; 9/5; 19/10; 19/10; 7/4; 19/10; 9/5; 15/8; 19/10; 19/10; 7/4; 15/8; ; 9/5; 15/8; 19/10; 17/11; 19/10; 19/10; 101/50; 37/19; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 47/20; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 12/5; 12/5; 11/5; 47/20; ; 12/5; 12/5; 40/17; 23/10; 11/5; 40/17; 64/25; 40/17; 11/5; ; ; ; 11/5; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-11 00:24:07 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 27/20; 7/5; 7/5; 13/10; 11/8; 11/8; 7/5; 13/10; 11/8; 13/10; 27/20; ; 11/8; 13/10; 13/10; ; 5/4; 13/10; 71/50; 4/3; 23/18; ; ; ; 13/10; 
Dagenham & Redbridge; 2; 9/5; 9/5; 19/10; 19/10; 7/4; 19/10; 9/5; 15/8; 19/10; 19/10; 9/5; 15/8; ; 9/5; 15/8; 19/10; ; 19/10; 19/10; 101/50; 37/19; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 47/20; 23/10; 12/5; 11/5; 12/5; 23/10; 23/10; 12/5; 12/5; 21/10; 47/20; ; 12/5; 12/5; 40/17; ; 11/5; 40/17; 64/25; 40/17; 11/5; ; ; ; 11/5; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-11 04:21:31 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 13/10; 7/5; 7/5; 6/5; 13/10; 13/10; 13/10; 13/10; 27/20; 5/4; 13/10; ; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 71/50; 4/3; 23/18; ; ; ; 5/4; 
Dagenham & Redbridge; 2; 9/5; 37/20; 19/10; 19/10; 9/5; 2; 15/8; 15/8; 19/10; 2; 9/5; 19/10; ; 2; 15/8; 37/19; 17/10; 19/10; 37/19; 101/50; 37/19; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 5/2; 12/5; 9/4; 12/5; ; 12/5; 12/5; 12/5; ; 11/5; 12/5; 64/25; 40/17; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-11 08:24:24 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 13/10; 13/10; 13/10; 7/5; 13/10; 6/5; 13/10; 13/10; 13/10; 13/10; 27/20; 5/4; 13/10; ; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 71/50; 39/29; 23/18; ; ; ; 6/5; 
Dagenham & Redbridge; 2; 9/5; 37/20; 19/10; 2; 7/4; 2; 15/8; 15/8; 19/10; 2; 9/5; 19/10; ; 2; 15/8; 19/10; 17/10; 19/10; 19/10; 101/50; 24/13; 37/19; ; ; ; 9/5; 
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 12/5; 5/2; 12/5; 9/4; 12/5; ; 12/5; 12/5; 27/11; ; 11/5; 27/11; 64/25; 27/11; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-11 12:22:08 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 6/5; 5/4; 5/4; 7/5; 13/10; 6/5; 13/10; 13/10; 13/10; 13/10; 27/20; 5/4; 13/10; ; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 71/50; 13/10; 23/18; ; ; ; 6/5; 
Dagenham & Redbridge; 11/5; 9/5; 37/20; 19/10; 2; 9/5; 19/10; 15/8; 15/8; 19/10; 2; 9/5; 19/10; ; 2; 15/8; 19/10; 17/10; 19/10; 19/10; 101/50; 15/8; 37/19; ; ; ; 9/5; 
Draw; 12/5; 5/2; 49/20; 23/10; 12/5; 9/4; 5/2; 23/10; 12/5; 5/2; 12/5; 23/10; 12/5; ; 12/5; 12/5; 27/11; ; 11/5; 27/11; 64/25; 27/11; 11/5; ; ; ; 11/5; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-03-11 16:21:18 GMT+2; 2017-03-11 15:00; e70300-dr003
Forest Green; 11/10; 23/20; 11/10; 6/5; 6/5; 21/20; 23/20; 13/10; 5/4; 23/20; 6/5; 11/10; 5/4; ; 6/5; 15/13; 15/13; 6/5; 5/4; 15/13; 133/100; 12/11; 23/18; ; ; ; 10/9; 
Dagenham & Redbridge; 12/5; 2; 21/10; 21/10; 21/10; 41/20; 11/5; 15/8; 2; 21/10; 21/10; 2; 2; ; 21/10; 11/5; 21/10; 9/5; 19/10; 21/10; 85/40; 23/10; 37/19; ; ; ; 2; 
Draw; 12/5; 5/2; 49/20; 5/2; 5/2; 9/4; 5/2; 23/10; 5/2; 5/2; 5/2; 12/5; 12/5; ; 12/5; 5/2; 27/11; ; 9/4; 27/11; 131/50; 27/11; 9/4; ; ; ; 9/4; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-05-02 19:01:34 GMT+3; 2017-05-04 19:00; e70300-dr003
Forest Green; 11/8; 6/4; 11/8; 6/4; 7/5; 5/4; 7/5; 13/10; 7/5; 11/8; 7/5; 7/5; 27/20; ; 11/8; 7/5; 7/5; 13/10; 11/8; 7/5; 29/20; 17/14; 11/8; ; 11/8; ; 11/8; 11/8; 
Dagenham & Redbridge; 7/4; 7/4; 9/5; 7/4; 9/5; 33/20; 9/5; 15/8; 9/5; 15/8; 15/8; 9/5; 9/5; ; 9/5; 9/5; 7/4; 28/17; 7/4; 7/4; 97/50; 9/5; 7/4; ; 7/4; ; 9/5; 7/4; 
Draw; 13/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 49/20; ; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 23/10; ; 23/10; ; 11/5; 21/10; 
META; english/non-league/national-league/dagenham-redbridge-v-forest-green; 2017-05-03 10:22:08 GMT+3; 2017-05-04 19:00; e70300-dr003
Forest Green; 11/8; 7/5; 11/8; 6/4; 7/5; 5/4; 7/5; 13/10; 7/5; 11/8; 7/5; 29/20; 27/20; ; 11/8; 7/5; 7/5; 13/10; 11/8; 7/5; 29/20; 17/14; 11/8; ; 11/8; ; 11/8; 11/8; 
Dagenham & Redbridge; 7/4; 9/5; 9/5; 7/4; 9/5; 33/20; 9/5; 9/5; 9/5; 17/10; 7/4; 15/8; 9/5; ; 9/5; 9/5; 7/4; 28/17; 7/4; 7/4; 97/50; 9/5; 7/4; ; 7/4; ; 9/5; 17/10; 
Draw; 13/5; 12/5; 23/10; 12/5; 23/10; 23/10; 5/2; 23/10; 12/5; 9/4; 23/10; 23/10; 49/20; ; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 23/10; ; 23/10; ; 23/10; 2; 
