META; english/non-league/national-league/forest-green-v-braintree-town; 2017-01-15 00:25:12 GMT+2; 2017-01-21 15:00; e70300-dr003
Forest Green; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-braintree-town; 2017-01-15 04:21:32 GMT+2; 2017-01-21 15:00; e70300-dr003
Forest Green; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-braintree-town; 2017-01-15 08:21:34 GMT+2; 2017-01-21 15:00; e70300-dr003
Forest Green; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-braintree-town; 2017-01-15 12:22:44 GMT+2; 2017-01-21 15:00; e70300-dr003
Forest Green; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-braintree-town; 2017-01-15 16:23:14 GMT+2; 2017-01-21 15:00; e70300-dr003
Forest Green; 4/9; 4/9; ; ; 9/20; ; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 10/3; ; ; 7/2; ; 18/5; ; 10/3; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 6; 9/2; ; ; 6; ; 6; ; 6; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
