META; english/non-league/national-league/eastleigh-v-torquay; 2016-10-23 00:22:28 GMT+3; 2016-10-25 19:45; e70300-dr003
Eastleigh; 4/7; 4/7; ; ; 4/7; ; 11/20; ; ; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; ; 3; ; 29/10; ; ; ; ; ; 57/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 5; 9/2; ; ; 5; ; 21/4; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-torquay; 2016-10-23 04:21:07 GMT+3; 2016-10-25 19:45; e70300-dr003
Eastleigh; 4/7; 4/7; ; ; 4/7; ; 4/7; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; ; 29/10; ; 29/10; ; ; ; 5/2; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 5; 9/2; ; ; 5; ; 5; ; ; ; 4; ; 21/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-torquay; 2016-10-23 08:22:26 GMT+3; 2016-10-25 19:45; e70300-dr003
Eastleigh; 4/7; 4/7; ; ; 4/7; ; 4/7; ; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; ; ; 6/11; ; ; ; ; 
Draw; 11/4; 11/4; ; ; 29/10; ; 29/10; ; ; ; 5/2; ; 27/10; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Torquay; 5; 9/2; ; ; 5; ; 5; ; ; ; 4; ; 21/4; ; ; ; ; ; ; ; ; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-torquay; 2016-10-23 12:22:40 GMT+3; 2016-10-25 19:45; e70300-dr003
Eastleigh; 4/7; 4/7; ; 8/15; 4/7; ; 11/20; 8/15; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; ; ; 6/11; ; ; ; ; 
Draw; 11/4; 11/4; ; 13/5; 29/10; ; 29/10; 11/4; ; ; 5/2; ; 27/10; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Torquay; 5; 9/2; ; 9/2; 5; ; 21/4; 9/2; ; ; 4; ; 21/4; ; ; ; ; ; ; ; ; ; ; 19/4; ; ; ; ; 
META; english/non-league/national-league/eastleigh-v-torquay; 2016-10-23 16:22:44 GMT+3; 2016-10-25 19:45; e70300-dr003
Eastleigh; 4/7; 4/7; ; 8/15; 4/7; ; 11/20; 8/15; ; ; 4/7; ; 11/20; ; ; ; ; ; ; ; ; ; ; 6/11; ; ; ; ; 
Draw; 11/4; 11/4; ; 13/5; 29/10; ; 29/10; 11/4; ; ; 5/2; ; 27/10; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Torquay; 5; 9/2; ; 9/2; 5; ; 21/4; 9/2; ; ; 4; ; 21/4; ; ; ; ; ; ; ; ; ; ; 19/4; ; ; ; ; 
