META; english/non-league/national-league/eastleigh-v-dagenham-redbridge; 2016-10-03 20:24:46 GMT+3; 2016-10-08 15:00; e70300-dr003
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/eastleigh-v-dagenham-redbridge; 2016-10-04 00:23:17 GMT+3; 2016-10-08 15:00; e70300-dr003
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/eastleigh-v-dagenham-redbridge; 2016-10-04 04:23:06 GMT+3; 2016-10-08 15:00; e70300-dr003
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/eastleigh-v-dagenham-redbridge; 2016-10-04 08:24:06 GMT+3; 2016-10-08 15:00; e70300-dr003
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/eastleigh-v-dagenham-redbridge; 2016-10-04 12:24:45 GMT+3; 2016-10-08 15:00; e70300-dr003
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/eastleigh-v-dagenham-redbridge; 2016-10-04 16:25:20 GMT+3; 2016-10-08 15:00; e70300-dr003
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
