META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-10 16:44:03 GMT+3; 2017-04-14 15:00; e70300-dr003
Tranmere; 4/6; 2/3; 13/20; ; 4/6; ; 13/20; ; 4/6; ; 4/6; 8/13; 13/20; ; ; 4/6; 11/17; 3/5; 8/13; 11/17; 18/25; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 11/4; 13/5; ; 14/5; ; 14/5; ; 14/5; ; 13/5; 13/5; 27/10; ; ; 11/4; 27/10; 13/5; 27/10; 27/10; 57/20; ; 27/10; ; 27/10; ; ; ; 
Aldershot; 4; 10/3; 19/5; ; 21/5; ; 21/5; ; 4; ; 4; 7/2; 4; ; ; 4; 50/13; 15/4; 7/2; 50/13; 22/5; ; 15/4; ; 15/4; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-11 12:58:31 GMT+3; 2017-04-14 15:00; e70300-dr003
Tranmere; 4/6; 2/3; 13/20; ; 8/13; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; 13/20; ; ; 4/6; 11/17; 3/5; 8/13; 11/17; 18/25; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 14/5; ; 13/5; 13/5; 27/10; ; ; 11/4; 27/10; 13/5; 27/10; 27/10; 57/20; ; 27/10; ; 27/10; ; ; ; 
Aldershot; 4; 10/3; 19/5; ; 9/2; ; 22/5; 4; 4; ; 4; 7/2; 4; ; ; 4; 50/13; 15/4; 7/2; 50/13; 22/5; ; 15/4; ; 15/4; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-12 12:30:00 GMT+3; 2017-04-14 15:00; e70300-dr003
Tranmere; 4/7; 2/3; 6/10; 6/10; 8/13; ; 3/5; 4/7; 4/7; 3/5; 6/10; 4/7; 3/5; 4/7; 13/20; 8/13; 4/7; 3/5; 4/7; 4/7; 67/100; 7/12; 3/5; ; 3/5; ; ; 4/7; 
Draw; 14/5; 11/4; 13/5; 5/2; 11/4; ; 14/5; 13/5; 14/5; 11/4; 13/5; 5/2; 14/5; 5/2; 13/5; 11/4; 27/10; 13/5; 27/10; 27/10; 29/10; 11/4; 27/10; ; 27/10; ; ; 5/2; 
Aldershot; 5; 10/3; 19/4; 9/2; 9/2; ; 19/4; 9/2; 19/4; 5; 9/2; 9/2; 9/2; 9/2; 17/4; 9/2; 49/10; 15/4; 21/5; 49/10; 49/10; 75/19; 21/5; ; 21/5; ; ; 22/5; 
