META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-16 04:22:19 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-16 08:22:37 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-16 12:23:53 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-16 16:24:24 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-16 20:23:55 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-17 00:22:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-17 04:20:51 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-17 08:20:42 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-17 12:21:46 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-17 16:22:00 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; 13/10; 6/5; 5/4; 5/4; 13/10; ; 13/10; 5/4; 13/10; 13/10; ; 6/5; ; 5/4; ; ; 13/10; 13/10; 5/4; 13/10; 5/4; 7/5; ; ; 1/10; ; 
Eastleigh; 21/10; 21/10; 2; 2; 2; ; 85/40; 2; 2; 2; ; 7/4; ; 21/10; ; ; 2; 2; 19/10; 2; 2; 20/9; ; ; 1/10; ; 
Draw; 9/4; 9/4; 9/4; 21/10; 9/4; ; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; ; ; 9/4; 21/10; 21/10; 21/10; 11/5; 40/17; ; ; 21/10; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-17 20:22:53 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; 13/10; 6/5; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; ; 6/5; ; 5/4; ; ; 13/10; 13/10; 5/4; 13/10; ; 7/5; ; ; 1/10; ; 
Eastleigh; 21/10; 21/10; 2; 2; 2; 2; 85/40; 2; 2; 2; ; 7/4; ; 21/10; ; ; 2; 2; 19/10; 2; ; 20/9; ; ; 1/10; ; 
Draw; 9/4; 9/4; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; 23/10; 21/10; ; 9/4; ; 11/5; ; ; 9/4; 21/10; 21/10; 21/10; ; 40/17; ; ; 21/10; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-18 00:21:12 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; 13/10; 6/5; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; ; 6/5; 13/10; 5/4; ; ; 13/10; 13/10; 5/4; 13/10; 13/10; 7/5; ; ; 10/9; ; 
Eastleigh; 21/10; 21/10; 2; 2; 2; 2; 85/40; 2; 2; 2; ; 7/4; 2; 21/10; ; ; 2; 2; 19/10; 2; 39/19; 20/9; ; ; 7/4; ; 
Draw; 9/4; 9/4; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; 23/10; 21/10; ; 9/4; 21/10; 11/5; ; ; 9/4; 21/10; 21/10; 21/10; 11/5; 40/17; ; ; 21/10; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-18 04:20:46 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; 13/10; 6/5; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; ; 6/5; 13/10; 5/4; 6/5; ; 13/10; 13/10; 5/4; 13/10; 13/10; 7/5; ; ; 10/9; ; 
Eastleigh; 21/10; 21/10; 2; 2; 2; 2; 85/40; 2; 2; 2; ; 7/4; 2; 21/10; 19/10; ; 2; 2; 19/10; 2; 39/19; 20/9; ; ; 7/4; ; 
Draw; 9/4; 9/4; 9/4; 21/10; 9/4; 11/5; 9/4; 9/4; 23/10; 21/10; ; 9/4; 21/10; 11/5; 11/5; ; 9/4; 21/10; 21/10; 21/10; 11/5; 40/17; ; ; 21/10; ; 
META; english/non-league/national-league/wrexham-v-eastleigh; 2016-08-18 08:20:35 GMT+3; 2016-08-20 15:00; e70300-dr003
Wrexham; 13/10; 6/5; 5/4; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 13/10; ; 6/5; 13/10; 5/4; 6/5; ; 13/10; 13/10; 5/4; 13/10; 13/10; 7/5; ; ; 10/9; ; 
