META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-28 00:22:58 GMT+3; 2016-08-29 15:00; e70300-dr003
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; 12/5; ; ; 11/5; 23/10; ; ; 23/10; 12/5; ; ; ; 27/11; 12/5; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-28 16:21:37 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 5/4; 11/8; ; 5/4; 7/5; 5/4; 13/10; 11/8; 7/5; 7/5; 13/10; 13/10; 7/5; 13/10; ; 27/20; 13/10; 7/5; 23/17; 7/5; 23/17; 52/35; 13/10; ; ; ; ; 
Dagenham & Redbridge; 2; 17/10; ; 7/4; 9/5; 17/10; 19/10; 15/8; 9/5; 7/4; 15/8; 13/8; 17/10; 15/8; ; 37/20; 9/5; 7/4; 17/11; 7/4; 9/5; 47/23; 24/13; ; ; ; ; 
Draw; 12/5; 23/10; ; 12/5; 23/10; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 5/2; ; ; ; ; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-28 20:21:48 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 11/8; 11/8; 27/20; 5/4; 7/5; 5/4; 13/10; 11/8; 7/5; 7/5; 13/10; 7/5; 7/5; 13/10; 13/10; 27/20; 11/8; 7/5; 23/17; 7/5; 7/5; 6/4; 13/10; ; ; 11/8; 13/10; 
Dagenham & Redbridge; 15/8; 9/5; 9/5; 7/4; 9/5; 17/10; 19/10; 15/8; 9/5; 7/4; 19/10; 15/8; 17/10; 15/8; 15/8; 37/20; 9/5; 7/4; 17/11; 7/4; 9/5; 83/41; 24/13; ; ; 7/4; 7/4; 
Draw; 12/5; 23/10; 47/20; 12/5; 23/10; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 12/5; 5/2; ; ; 23/10; 23/10; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-29 00:21:21 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 6/5; 5/4; 5/4; 6/5; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; 13/10; 27/20; 5/4; 5/4; 13/10; 27/20; 13/10; 7/5; 23/17; 7/5; 13/10; 6/4; 13/10; 13/10; ; 27/20; 13/10; 
Dagenham & Redbridge; 11/5; 15/8; 19/10; 9/5; 15/8; 17/10; 19/10; 15/8; 15/8; 7/4; 2; 19/10; 15/8; 39/20; 19/10; 37/20; 15/8; 7/4; 17/11; 7/4; 19/10; 83/41; 24/13; 15/8; ; 19/10; 9/5; 
Draw; 12/5; 23/10; 47/20; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 49/20; 9/4; 12/5; 12/5; 23/10; 12/5; 23/10; 40/17; 12/5; 5/2; 11/5; ; 12/5; 23/10; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-29 04:20:43 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 6/5; 5/4; 5/4; 6/5; 13/10; 5/4; 13/10; 11/8; 13/10; 7/5; 13/10; 27/20; 5/4; 5/4; 13/10; 27/20; 5/4; 7/5; 23/17; 7/5; 13/10; 17/12; 13/10; 13/10; ; 13/10; 13/10; 
Dagenham & Redbridge; 11/5; 15/8; 19/10; 9/5; 15/8; 17/10; 19/10; 15/8; 15/8; 7/4; 2; 19/10; 15/8; 39/20; 19/10; 37/20; 15/8; 7/4; 17/11; 7/4; 37/19; 33/16; 24/13; 15/8; ; 19/10; 9/5; 
Draw; 12/5; 23/10; 47/20; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 49/20; 9/4; 12/5; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 5/2; 11/5; ; 12/5; 23/10; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-29 08:20:51 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 13/10; 5/4; 13/10; 6/5; 13/10; 5/4; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 5/4; 5/4; 13/10; 27/20; 13/10; 13/10; 23/17; 13/10; 5/4; 17/12; 13/10; 13/10; ; 27/20; 5/4; 
Dagenham & Redbridge; 2; 15/8; 19/10; 9/5; 19/10; 17/10; 19/10; 15/8; 15/8; 2; 2; 2; 15/8; 39/20; 19/10; 37/20; 15/8; 2; 17/11; 2; 37/19; 33/16; 24/13; 15/8; ; 19/10; 9/5; 
Draw; 12/5; 23/10; 47/20; 23/10; 23/10; 23/10; 13/5; 23/10; 12/5; 21/10; 12/5; 12/5; 12/5; 49/20; 11/5; 12/5; 12/5; 21/10; 12/5; 21/10; 40/17; 5/2; 5/2; 23/10; ; 5/2; 23/10; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-29 12:21:07 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 11/8; 5/4; 27/20; 5/4; 13/10; 5/4; 11/8; 11/8; 7/5; 13/10; 7/5; 11/8; 7/5; 27/20; 11/8; 27/20; 13/10; 13/10; 23/17; 13/10; 23/17; 16/11; 13/10; 11/8; ; 7/5; 11/8; 
Dagenham & Redbridge; 15/8; 15/8; 9/5; 17/10; 15/8; 17/10; 15/8; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 19/10; 37/20; 15/8; 9/5; 17/11; 9/5; 9/5; 83/41; 24/13; 17/10; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 47/20; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; 49/20; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; ; 5/2; 23/10; 
META; english/non-league/national-league/sutton-v-dagenham-redbridge; 2016-08-29 16:21:08 GMT+3; 2016-08-29 15:00; e70300-dr003
Sutton; 13/10; 13/10; 13/10; 5/4; 5/4; 11/10; 13/10; 6/5; 13/10; 6/5; 13/10; 13/10; 11/8; 5/4; 13/10; 6/5; 13/10; 6/5; 11/10; 6/5; 5/4; 13/9; 17/13; 5/4; ; 27/20; 5/4; 
Dagenham & Redbridge; 15/8; 15/8; 15/8; 9/5; 19/10; 19/10; 19/10; 2; 2; 19/10; 19/10; 19/10; 19/10; 15/8; 2; 39/20; 15/8; 19/10; 19/10; 19/10; 19/10; 13/7; 28/15; 9/5; ; 15/8; 9/5; 
Draw; 5/2; 12/5; 47/20; 9/4; 12/5; 23/10; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 11/4; 27/11; 12/5; ; 13/5; 12/5; 
