META; english/non-league/national-league/north-ferriby-utd-v-forest-green; 2016-10-03 20:24:55 GMT+3; 2016-10-08 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
North Ferriby Utd; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/north-ferriby-utd-v-forest-green; 2016-10-04 00:23:25 GMT+3; 2016-10-08 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
North Ferriby Utd; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/north-ferriby-utd-v-forest-green; 2016-10-04 04:23:15 GMT+3; 2016-10-08 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
North Ferriby Utd; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/north-ferriby-utd-v-forest-green; 2016-10-04 08:24:15 GMT+3; 2016-10-08 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
