META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-15 00:25:21 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-15 04:21:45 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-15 08:21:43 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-15 12:22:55 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-15 16:23:27 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; 4/6; 8/13; ; ; 4/6; ; 13/20; ; 4/6; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; ; 14/5; ; 14/5; ; 11/4; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; 18/5; ; ; 4; ; 21/5; ; 4; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-15 20:22:44 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; 4/6; 8/13; ; 8/13; 4/6; ; 13/20; ; 4/6; ; 4/6; ; ; ; ; ; 8/13; ; ; 8/13; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; 5/2; 14/5; ; 14/5; ; 11/4; ; 13/5; ; ; ; ; ; 45/17; ; ; 45/17; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; 18/5; ; 15/4; 4; ; 17/4; ; 4; ; 4; ; ; ; ; ; 50/13; ; ; 50/13; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-16 00:22:11 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; 4/6; 8/13; 13/20; 8/13; 4/6; ; 13/20; ; 4/6; ; 4/6; ; ; ; ; 4/6; 11/18; ; ; 11/18; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; 13/5; 5/2; 29/10; ; 29/10; ; 11/4; ; 13/5; ; ; ; ; 14/5; 27/10; ; ; 27/10; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; 18/5; 19/5; 15/4; 4; ; 21/5; ; 4; ; 4; ; ; ; ; 4; 19/5; ; ; 19/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/southport-v-north-ferriby-utd; 2017-01-16 04:21:35 GMT+2; 2017-01-21 15:00; e70300-dr003
Southport; 4/6; 8/13; 13/20; 8/13; 4/6; ; 13/20; ; 4/6; ; 4/6; ; ; ; ; 4/6; 11/18; ; ; 11/18; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; 13/5; 5/2; 29/10; ; 29/10; ; 11/4; ; 13/5; ; ; ; ; 14/5; 27/10; ; ; 27/10; ; ; ; ; ; ; ; 
