META; english/non-league/national-league/woking-v-macclesfield; 2017-04-10 16:44:06 GMT+3; 2017-04-14 15:00; e70300-dr003
Macclesfield; 6/4; 5/4; 29/20; ; 6/4; ; 6/4; ; 6/4; ; 29/20; 11/8; 29/20; ; ; 16/11; 16/11; 23/17; 7/5; 16/11; 8/5; ; 16/11; ; 16/11; ; ; ; 
Woking; 7/4; 19/10; 17/10; ; 9/5; ; 9/5; ; 7/4; ; 17/10; 13/8; 7/4; ; ; 9/5; 17/10; 8/5; 7/4; 17/10; 47/25; ; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 9/4; ; 23/10; ; 23/10; ; 23/10; ; 9/4; 23/10; 23/10; ; ; 23/10; 11/5; 23/10; 11/5; 11/5; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/woking-v-macclesfield; 2017-04-11 12:58:33 GMT+3; 2017-04-14 15:00; e70300-dr003
Macclesfield; 6/4; 5/4; 29/20; ; 6/4; ; 6/4; 6/4; 6/4; ; 29/20; 11/8; 29/20; ; ; 16/11; 16/11; 23/17; 7/5; 16/11; 8/5; ; 16/11; ; 16/11; ; ; ; 
Woking; 7/4; 19/10; 17/10; ; 9/5; ; 9/5; 17/10; 7/4; ; 17/10; 13/8; 7/4; ; ; 9/5; 17/10; 8/5; 7/4; 17/10; 47/25; ; 7/4; ; 7/4; ; ; ; 
Draw; 23/10; 23/10; 9/4; ; 23/10; ; 23/10; 9/4; 23/10; ; 9/4; 23/10; 23/10; ; ; 23/10; 9/4; 23/10; 11/5; 9/4; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/woking-v-macclesfield; 2017-04-12 12:30:03 GMT+3; 2017-04-14 15:00; e70300-dr003
Macclesfield; 29/20; 5/4; 7/5; 7/5; 6/4; ; 29/20; 6/4; 6/4; 7/5; 7/5; 11/8; 29/20; 7/5; 6/4; 16/11; 7/5; 23/17; 7/5; 7/5; 8/5; 23/17; 10/7; ; 10/7; ; ; 11/8; 
Woking; 9/5; 19/10; 7/4; 17/10; 7/4; ; 9/5; 17/10; 7/4; 9/5; 17/10; 17/10; 7/4; 17/10; 7/4; 9/5; 7/4; 8/5; 17/10; 7/4; 47/25; 28/17; 17/10; ; 17/10; ; ; 13/8; 
Draw; 23/10; 23/10; 23/10; 23/10; 12/5; ; 12/5; 9/4; 23/10; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 9/4; ; 9/4; ; ; 11/5; 
