META; english/non-league/national-league/torquay-v-forest-green; 2016-12-18 00:24:33 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-forest-green; 2016-12-18 04:22:22 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-forest-green; 2016-12-18 08:35:20 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-forest-green; 2016-12-18 12:22:48 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; ; 3/4; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; 10/3; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-forest-green; 2016-12-18 16:24:40 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; 8/11; 3/4; ; ; ; ; 3/4; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 5/2; ; ; ; ; 27/10; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 7/2; 10/3; ; ; ; ; 18/5; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-forest-green; 2016-12-18 20:23:48 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; 8/11; 3/4; ; ; 8/11; ; 3/4; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 5/2; ; ; 11/4; ; 11/4; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 7/2; 10/3; ; ; 7/2; ; 7/2; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/torquay-v-forest-green; 2016-12-19 00:22:18 GMT+2; 2016-12-26 15:00; e70300-dr003
Forest Green; 8/11; 3/4; ; ; 8/11; ; 3/4; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
