META; english/non-league/national-league/forest-green-v-torquay; 2016-12-20 20:26:32 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; ; ; ; ; ; 7; ; 13/2; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-21 00:24:06 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; ; ; ; ; ; 7; ; 13/2; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-21 04:24:06 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; ; ; ; ; ; ; 7; ; 13/2; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-21 08:24:16 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; ; ; ; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; ; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; ; 33/10; ; 3; ; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; ; ; ; 7; ; 13/2; ; 7; ; ; ; ; ; ; 31/5; ; 31/5; ; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-21 12:24:51 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; ; ; ; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; ; 33/10; ; 3; ; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 7; ; 13/2; ; 7; ; ; ; ; ; ; 31/5; ; 31/5; ; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-21 16:25:22 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; ; ; 2/5; 2/5; ; 2/5; 2/5; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 33/10; 33/10; ; 3; 33/10; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 7; ; 13/2; ; 7; ; ; ; ; ; 28/5; 31/5; ; 31/5; 28/5; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-21 20:29:12 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 8; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-22 00:24:06 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 15/2; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-22 04:24:01 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 8; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-22 08:23:47 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 15/2; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-22 12:23:55 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 8; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-22 16:24:25 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; ; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; ; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; ; 13/2; ; ; 15/2; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-22 20:24:15 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; 2/5; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; ; ; 
Draw; ; ; 10/3; 3; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 39/11; 33/10; ; 3; 39/11; ; ; 33/10; ; ; ; ; 
Torquay; ; ; 13/2; 13/2; ; ; 8; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-23 00:24:01 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; 2/5; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; 1/4; ; 
Draw; ; ; 10/3; 16/5; ; ; 18/5; ; 7/2; ; 10/3; ; ; ; ; ; 7/2; 33/10; ; 3; 7/2; ; ; 33/10; ; ; 23/10; ; 
Torquay; ; ; 13/2; 6; ; ; 8; ; 13/2; ; 7; ; ; ; ; ; 13/2; 31/5; ; 31/5; 13/2; ; ; 31/5; ; ; 1/6; ; 
META; english/non-league/national-league/forest-green-v-torquay; 2016-12-23 04:23:27 GMT+2; 2017-01-01 15:00; e70300-dr003
Forest Green; ; ; 2/5; 4/11; ; ; 4/11; ; 2/5; ; 2/5; ; ; ; ; ; 10/29; 2/5; ; 2/5; 10/29; ; ; 2/5; ; ; 1/4; ; 
