META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-05 16:25:12 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; ; 11/8; 7/5; 7/5; 16/11; 7/5; ; ; 9/7; 7/5; ; ; 11/8; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; ; 9/5; 15/8; 7/4; 17/11; 7/4; ; ; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; ; 12/5; 23/10; 23/10; 9/4; 9/4; ; ; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-08 16:23:01 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 23/17; 16/11; 7/5; 23/17; 29/20; 9/7; 7/5; ; ; 7/5; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 7/4; 17/11; 7/4; 7/4; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-08 20:23:48 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; ; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 11/8; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; ; 17/11; 7/4; 9/5; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; ; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 00:22:18 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 7/5; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 9/5; 17/11; 7/4; 9/5; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 04:22:10 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 7/5; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 9/5; 17/11; 7/4; 9/5; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 08:22:09 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 7/5; 13/10; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 7/4; 17/11; 7/4; 7/4; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 12:31:44 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 7/5; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 9/5; 17/11; 7/4; 9/5; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 13:58:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 7/5; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 9/5; 17/11; 7/4; 9/5; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 16:23:26 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 13/10; 29/20; 27/20; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 16/11; 7/5; 7/5; 29/20; 9/7; 7/5; ; ; 7/5; 11/8; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 15/8; 15/8; 9/5; 9/5; 7/4; 9/5; 9/5; 17/10; 9/5; 15/8; 9/5; 17/11; 7/4; 9/5; 199/100; 17/10; 7/4; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 11/5; 23/10; 11/5; 12/5; 23/10; 40/17; 9/4; 9/4; 40/17; 5/2; 12/5; 9/4; ; ; 23/10; 21/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-09 20:22:07 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 5/4; 7/5; 27/20; 7/5; 11/8; 7/5; 13/10; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 13/10; 16/11; 7/5; 13/10; 29/20; 9/7; 7/5; ; ; 7/5; 7/5; 
Guiseley; 15/8; 9/5; 9/5; 19/10; 15/8; 13/8; 15/8; 15/8; 9/5; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 17/11; 7/4; 19/10; 199/100; 17/10; 7/4; ; ; 9/5; 7/4; 
Draw; 12/5; 23/10; 9/4; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 11/5; 23/10; 12/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 11/5; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-10 00:21:50 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 11/8; 7/5; 27/20; 7/5; 11/8; 7/5; 13/10; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 13/10; 16/11; 7/5; 13/10; 29/20; 9/7; 7/5; ; ; 11/8; 7/5; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 15/8; 13/8; 15/8; 15/8; 9/5; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 17/11; 7/4; 19/10; 199/100; 17/10; 7/4; ; ; 19/10; 7/4; 
Draw; 12/5; 23/10; 9/4; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 11/5; 23/10; 12/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 11/5; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-10 04:21:59 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 11/8; 7/5; 27/20; 7/5; 11/8; 7/5; 13/10; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 23/17; 16/11; 7/5; 23/17; 29/20; 9/7; 7/5; ; ; 11/8; 7/5; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 15/8; 13/8; 15/8; 15/8; 9/5; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 17/11; 7/4; 19/10; 199/100; 17/10; 7/4; ; ; 19/10; 13/8; 
Draw; 12/5; 23/10; 9/4; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 11/5; 23/10; 12/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 19/10; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-10 08:21:47 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 7/5; 11/8; 11/8; 7/5; 27/20; 7/5; 11/8; 7/5; 13/10; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 23/17; 16/11; 7/5; 23/17; 29/20; 9/7; 7/5; ; ; 11/8; 13/10; 
Guiseley; 15/8; 9/5; 9/5; 7/4; 15/8; 13/8; 15/8; 15/8; 9/5; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 17/11; 7/4; 19/10; 199/100; 17/10; 7/4; ; ; 19/10; 7/4; 
Draw; 12/5; 23/10; 9/4; 21/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 11/5; 23/10; 12/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 11/5; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-10 12:22:31 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 13/10; 27/20; 11/8; 7/5; 5/4; 11/8; 11/8; 13/10; 13/10; 27/20; 13/10; 27/20; 11/8; 13/10; 11/8; 13/10; 13/10; 7/5; 13/10; 29/20; 9/7; 7/5; ; ; 27/20; 27/20; 
Guiseley; 15/8; 19/10; 37/20; 9/5; 19/10; 7/4; 19/10; 15/8; 15/8; 2; 15/8; 9/5; 15/8; 15/8; 2; 15/8; 19/10; 17/10; 7/4; 19/10; 199/100; 17/10; 7/4; ; ; 19/10; 7/4; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 21/10; 23/10; 12/5; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 9/4; ; ; 23/10; 11/5; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-10 16:25:10 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 13/10; 27/20; 7/5; 7/5; 5/4; 13/10; 11/8; 13/10; 13/10; 27/20; 13/10; 27/20; 11/8; 13/10; 11/8; 13/10; 13/10; 7/5; 13/10; 29/20; 25/19; 7/5; ; ; 27/20; 27/20; 
Guiseley; 15/8; 19/10; 37/20; 2; 19/10; 7/4; 2; 15/8; 15/8; 2; 15/8; 9/5; 15/8; 15/8; 2; 15/8; 19/10; 17/10; 7/4; 19/10; 199/100; 2; 7/4; ; ; 19/10; 7/4; 
Draw; 12/5; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 21/10; 23/10; 12/5; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 5/2; 23/10; 9/4; ; ; 23/10; 11/5; 
META; english/non-league/national-league/guiseley-v-eastleigh; 2017-02-10 20:22:51 GMT+2; 2017-02-11 15:00; e70300-dr003
Eastleigh; 11/8; 13/10; 13/10; 7/5; 7/5; 5/4; 13/10; 11/8; 13/10; 13/10; 27/20; 13/10; 27/20; 11/8; 13/10; 11/8; 7/5; 13/10; 7/5; 7/5; 29/20; 25/19; 7/5; ; ; 27/20; 27/20; 
