META; english/non-league/national-league/woking-v-aldershot; 2016-12-20 20:26:26 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; ; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; ; ; ; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-21 00:24:01 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; ; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; ; ; ; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-21 04:24:01 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; ; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; ; ; ; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-21 08:24:11 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; ; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; ; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; ; 8/5; ; 8/5; ; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; ; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-21 12:24:45 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 29/20; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; ; 8/5; ; 8/5; ; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 11/5; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-21 16:25:18 GMT+2; 2017-01-01 13:00; e70300-dr003
Aldershot; ; ; ; 31/20; ; ; 6/4; ; 8/5; ; 13/8; ; ; ; ; ; 5/4; 8/5; ; 8/5; 5/4; ; ; 8/5; ; ; ; ; 
Woking; ; ; ; 29/20; ; ; 17/10; ; 6/4; ; 31/20; ; ; ; ; ; 7/4; 6/4; ; 6/4; 7/4; ; ; 6/4; ; ; ; ; 
Draw; ; ; ; 11/5; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; 12/5; 23/10; ; 23/10; 12/5; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-21 20:29:05 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 6/4; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; 7/5; 6/4; ; 6/4; 7/5; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; 6/4; 8/5; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 21/10; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; 5/2; 23/10; ; 23/10; 5/2; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-22 00:24:01 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 6/4; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; 7/5; 6/4; ; 6/4; 7/5; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; 6/4; 8/5; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 21/10; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; 5/2; 23/10; ; 23/10; 5/2; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-22 04:23:56 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 6/4; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; 7/5; 6/4; ; 6/4; 7/5; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; 6/4; 8/5; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 21/10; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; 5/2; 23/10; ; 23/10; 5/2; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-22 08:23:42 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 6/4; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; 7/5; 6/4; ; 6/4; 7/5; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; 6/4; 8/5; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 21/10; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; 5/2; 23/10; ; 23/10; 5/2; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-22 12:23:50 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 6/4; ; ; 6/4; ; 6/4; ; 31/20; ; ; ; ; ; 7/5; 6/4; ; 6/4; 7/5; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; 6/4; 8/5; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 21/10; ; ; 13/5; ; 5/2; ; 11/5; ; ; ; ; ; 5/2; 23/10; ; 23/10; 5/2; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/woking-v-aldershot; 2016-12-22 16:24:20 GMT+2; 2017-01-01 13:00; e70300-dr003
Woking; ; ; ; 6/4; ; ; 31/20; ; 6/4; ; 31/20; ; ; ; ; ; 7/5; 6/4; ; 6/4; 7/5; ; ; 6/4; ; ; ; ; 
Aldershot; ; ; ; 31/20; ; ; 13/8; ; 8/5; ; 13/8; ; ; ; ; ; 6/4; 8/5; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 
Draw; ; ; ; 21/10; ; ; 5/2; ; 5/2; ; 11/5; ; ; ; ; ; 5/2; 23/10; ; 23/10; 5/2; ; ; 23/10; ; ; ; ; 
