META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-18 04:19:09 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-18 08:20:23 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-18 16:22:59 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; ; ; 10/11; 17/20; 37/40; ; ; ; ; 10/11; ; ; ; ; ; 13/15; ; ; ; 13/15; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; ; ; 5/2; 12/5; 13/5; ; ; ; ; 12/5; ; ; ; ; ; 27/11; ; ; ; 27/11; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; ; ; 11/4; 5/2; 14/5; ; ; ; ; 11/4; ; ; ; ; ; 27/10; ; ; ; 27/10; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-18 20:23:33 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; ; 10/11; 17/20; 37/40; ; 10/11; ; ; 10/11; ; ; ; ; ; 13/15; ; ; ; 13/15; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; ; 5/2; 12/5; 5/2; ; 13/5; ; ; 12/5; ; ; ; ; ; 27/11; ; ; ; 27/11; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; ; 11/4; 5/2; 29/10; ; 11/4; ; ; 11/4; ; ; ; ; ; 27/10; ; ; ; 27/10; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-19 00:21:53 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; ; 10/11; 17/20; 9/10; ; 10/11; ; ; 10/11; ; ; ; ; ; 13/15; ; ; ; 13/15; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; ; 5/2; 12/5; 13/5; ; 13/5; ; ; 12/5; ; ; ; ; ; 27/11; ; ; ; 27/11; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; ; 11/4; 5/2; 29/10; ; 11/4; ; ; 11/4; ; ; ; ; ; 27/10; ; ; ; 27/10; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-19 04:21:37 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; ; 10/11; 17/20; 9/10; ; 10/11; ; ; 10/11; ; ; ; ; 19/20; 13/15; ; ; ; 13/15; ; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; ; 5/2; 12/5; 13/5; ; 13/5; ; ; 12/5; ; ; ; ; 5/2; 27/11; ; ; ; 27/11; ; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; ; 11/4; 5/2; 29/10; ; 11/4; ; ; 11/4; ; ; ; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-19 08:21:57 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; ; 10/11; 17/20; 10/11; ; 10/11; 9/10; ; 10/11; ; ; ; ; 19/20; 13/15; 9/10; ; 9/10; 13/15; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; ; 5/2; 12/5; 13/5; ; 13/5; 5/2; ; 12/5; ; ; ; ; 5/2; 27/11; 5/2; ; 5/2; 27/11; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; ; 11/4; 5/2; 14/5; ; 11/4; 27/10; ; 11/4; ; ; ; ; 11/4; 45/17; 27/10; ; 27/10; 45/17; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-19 12:21:48 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; ; 10/11; 17/20; 10/11; ; 10/11; 9/10; ; 10/11; ; ; ; ; 19/20; 13/15; 9/10; ; 9/10; 13/15; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; ; 5/2; 12/5; 13/5; ; 13/5; 5/2; ; 12/5; ; ; ; ; 5/2; 27/11; 5/2; ; 5/2; 27/11; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; ; 11/4; 5/2; 29/10; ; 11/4; 27/10; ; 11/4; ; ; ; ; 11/4; 45/17; 27/10; ; 27/10; 45/17; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-19 16:22:35 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; 10/11; 10/11; 17/20; 37/40; ; 10/11; 9/10; 10/11; 10/11; ; 17/20; ; ; 19/20; 13/15; 9/10; 5/6; 9/10; 13/15; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; 9/4; 5/2; 12/5; 13/5; ; 13/5; 5/2; 13/5; 12/5; ; 51/20; ; ; 5/2; 27/11; 5/2; 13/5; 5/2; 27/11; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; 13/5; 11/4; 5/2; 14/5; ; 11/4; 27/10; 5/2; 11/4; ; 57/20; ; ; 11/4; 45/17; 27/10; 5/2; 27/10; 45/17; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-19 20:23:15 GMT+3; 2016-09-24 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 1; 9/10; 10/11; 10/11; 17/20; 37/40; ; 10/11; 9/10; 10/11; 10/11; ; 9/10; ; ; 19/20; ; 9/10; 5/6; 9/10; ; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 12/5; 9/4; 5/2; 12/5; 13/5; ; 13/5; 5/2; 13/5; 12/5; ; 51/20; ; ; 5/2; ; 5/2; 13/5; 5/2; ; 27/10; ; ; ; ; ; 
Bromley; 14/5; 12/5; 14/5; 13/5; 11/4; 5/2; 14/5; ; 11/4; 27/10; 5/2; 11/4; ; 11/4; ; ; 11/4; ; 27/10; 5/2; 27/10; ; 35/12; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dagenham-redbridge; 2016-09-20 00:22:26 GMT+3; 2016-09-24 15:00; e70300-dr003
