META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-10 20:21:37 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 5/6; 10/11; 17/20; 5/6; 17/20; 3/4; 9/10; 5/6; ; ; ; 5/6; ; ; ; ; 11/13; ; ; ; ; 9/10; ; ; 1/50; ; 
Draw; 5/2; 12/5; 12/5; 21/10; 5/2; 12/5; 5/2; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; ; ; ; ; 27/10; ; ; 1/100; ; 
Boreham Wood; 10/3; 5/2; 31/10; 3; 29/10; 16/5; 31/10; 3; ; ; ; 5/2; ; ; ; ; 3; ; ; ; ; 57/17; ; ; 1/50; ; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-11 00:21:36 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 5/6; 10/11; 5/6; 5/6; 5/6; 3/4; 17/20; 5/6; ; ; ; 5/6; ; ; ; ; 11/13; ; ; ; 5/6; 9/10; ; ; 4/11; ; 
Draw; 5/2; 12/5; 12/5; 21/10; 5/2; 12/5; 5/2; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; ; ; ; 27/11; 27/10; ; ; 2/9; ; 
Boreham Wood; 10/3; 5/2; 16/5; 3; 3; 16/5; 33/10; 3; ; ; ; 5/2; ; ; ; ; 3; ; ; ; 16/5; 57/17; ; ; 4/11; ; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-11 04:22:08 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 5/6; 10/11; 5/6; 5/6; 5/6; 3/4; 20/23; 5/6; ; ; ; 5/6; ; ; ; ; 11/13; ; ; ; 5/6; 9/10; ; ; 4/6; ; 
Draw; 5/2; 12/5; 12/5; 21/10; 5/2; 12/5; 5/2; 5/2; ; ; ; 12/5; ; ; ; ; 5/2; ; ; ; 27/11; 27/10; ; ; 21/10; ; 
Boreham Wood; 10/3; 5/2; 16/5; 3; 3; 16/5; 16/5; 3; ; ; ; 5/2; ; ; ; ; 3; ; ; ; 16/5; 57/17; ; ; 11/4; ; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-11 08:22:07 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 5/6; 10/11; 5/6; 5/6; 5/6; 3/4; 17/20; 5/6; ; 4/5; ; 5/6; ; ; 3/4; ; 11/13; 4/5; ; 4/5; 5/6; 9/10; ; ; 4/6; ; 
Draw; 5/2; 12/5; 12/5; 21/10; 5/2; 12/5; 5/2; 5/2; ; 12/5; ; 12/5; ; ; 12/5; ; 5/2; 12/5; ; 12/5; 27/11; 27/10; ; ; 21/10; ; 
Boreham Wood; 10/3; 5/2; 16/5; 3; 31/10; 16/5; 33/10; 3; ; 16/5; ; 5/2; ; ; 3; ; 3; 16/5; ; 3; 13/4; 57/17; ; ; 11/4; ; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-11 12:23:17 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 5/6; 10/11; 5/6; 5/6; 5/6; 3/4; 17/20; 5/6; ; 4/5; ; 5/6; ; ; ; ; 11/13; 4/5; ; 4/5; 5/6; 9/10; ; ; 4/6; ; 
Draw; 5/2; 12/5; 12/5; 21/10; 5/2; 12/5; 5/2; 5/2; ; 12/5; ; 12/5; ; ; ; ; 5/2; 12/5; ; 12/5; 27/11; 27/10; ; ; 21/10; ; 
Boreham Wood; 10/3; 5/2; 16/5; 3; 31/10; 16/5; 33/10; 3; ; 16/5; ; 5/2; ; ; ; ; 3; 16/5; ; 3; 13/4; 57/17; ; ; 11/4; ; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-11 16:23:15 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 10/11; 1; 20/21; 20/21; 10/11; 1; 5/6; ; 1; 1; 5/6; 1; 1; ; 1; 19/20; 1; 10/11; 1; 1; 1; 1; ; 5/6; 20/21; 
Draw; 5/2; 12/5; 43/20; 2; 23/10; 9/4; 23/10; 5/2; ; 23/10; 23/10; 12/5; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 40/17; 27/10; 12/5; ; 21/10; 2; 
Boreham Wood; 13/5; 5/2; 14/5; 11/4; 11/4; 5/2; 29/10; 11/4; ; 13/5; 14/5; 5/2; 11/4; 11/4; ; 13/5; 13/5; 13/5; 13/5; 13/5; 45/17; 35/12; 13/5; ; 9/4; 12/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-12 00:22:24 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 10/11; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 5/6; 1; 19/20; 1; 1; 10/11; 1; 10/11; 1; 19/20; 1; 1; ; 10/11; 20/21; 
Draw; 5/2; 12/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 27/10; 12/5; ; 21/10; 2; 
Boreham Wood; 13/5; 5/2; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 5/2; 11/4; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 35/12; 13/5; ; 23/10; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-12 04:22:27 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 10/11; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 5/6; 1; 19/20; ; 1; 19/20; 1; 10/11; 1; 1; ; 1; ; 10/11; 9/10; 
Draw; 5/2; 12/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; ; 12/5; ; 21/10; 2; 
Boreham Wood; 13/5; 5/2; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 5/2; 11/4; 14/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; ; 13/5; ; 23/10; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-12 08:22:12 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 10/11; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 5/6; 1; 19/20; ; 1; 10/11; 1; 10/11; 1; 1; 1; 1; ; 10/11; 20/21; 
Draw; 5/2; 12/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 27/10; 12/5; ; 21/10; 2; 
Boreham Wood; 13/5; 5/2; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 5/2; 11/4; 14/5; ; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 35/12; 13/5; ; 23/10; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-12 12:22:54 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 19/20; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 1; 1; 19/20; ; 1; 19/20; 1; 10/11; 1; 1; 21/20; 1; ; 20/21; 20/21; 
Draw; 5/2; 11/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 27/10; 12/5; ; 11/5; 2; 
Boreham Wood; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 14/5; 11/4; 14/5; ; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 52/19; 13/5; ; 11/4; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-12 16:23:11 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 19/20; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 1; 1; 19/20; ; 1; 19/20; 1; 10/11; 1; 1; 21/20; 1; ; 20/21; 20/21; 
Draw; 5/2; 11/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 27/10; 12/5; ; 11/5; 2; 
Boreham Wood; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 14/5; 11/4; 14/5; ; 13/5; 11/4; 13/5; 13/5; 13/5; 14/5; 52/19; 13/5; ; 11/4; 5/2; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-12 20:24:14 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 19/20; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 1; 1; 19/20; 1; 1; 19/20; 1; 10/11; 1; ; 21/20; 1; ; 1; 20/21; 
Draw; 5/2; 11/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 12/5; 23/10; 9/4; 23/10; ; 27/10; 12/5; ; 23/10; 2; 
Boreham Wood; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 14/5; 11/4; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; ; 52/19; 13/5; ; 14/5; 5/2; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-13 00:22:33 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 19/20; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 1; 1; 19/20; ; 1; 19/20; 1; 10/11; 1; 1; 21/20; 1; ; 1; 20/21; 
Draw; 5/2; 11/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 27/10; 12/5; ; 23/10; 21/10; 
Boreham Wood; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 14/5; 11/4; 14/5; ; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 52/19; 13/5; ; 14/5; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-13 04:22:39 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 19/20; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 1; 1; 19/20; ; 1; 19/20; 1; 10/11; 1; 1; 21/20; 1; ; 1; 20/21; 
Draw; 5/2; 11/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 27/10; 12/5; ; 23/10; 21/10; 
Boreham Wood; 13/5; 14/5; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 14/5; 11/4; 14/5; ; 13/5; 11/4; 13/5; 13/5; 13/5; 27/10; 52/19; 13/5; ; 14/5; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-13 08:22:47 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 21/20; 1; 20/21; 20/21; 10/11; 1; 5/6; 1; 1; 1; 21/20; 1; 19/20; ; 1; 19/20; 1; 10/11; 1; 1; ; 21/20; ; 1; 20/21; 
Draw; 5/2; 11/5; 43/20; 11/5; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; ; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; ; 12/5; ; 23/10; 21/10; 
Boreham Wood; 13/5; 13/5; 11/4; 13/5; 11/4; 5/2; 29/10; 11/4; 14/5; 13/5; 14/5; 11/4; 11/4; 14/5; ; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; ; 27/11; ; 14/5; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-13 12:24:13 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 1; 1; 1; 20/21; 1; 10/11; 1; 5/6; 1; 1; 21/20; 21/20; 1; 1; 1; 1; 1; 1; 9/10; 1; 1; 21/20; 21/20; ; 1; 20/21; 
Draw; 5/2; 2; 41/20; 21/10; 11/5; 9/4; 11/5; 5/2; 9/4; 23/10; 11/5; 9/4; 12/5; 11/5; 11/5; 21/10; 9/4; 23/10; 11/5; 23/10; 11/5; 27/11; 12/5; ; 11/5; 2; 
Boreham Wood; 13/5; 29/10; 29/10; 13/5; 11/4; 5/2; 3; 11/4; 14/5; 13/5; 14/5; 14/5; 11/4; 57/20; 27/10; 3; 13/5; 13/5; 27/10; 13/5; 14/5; 58/19; 27/11; ; 14/5; 13/5; 
META; english/non-league/national-league/york-city-v-boreham-wood; 2016-08-13 16:24:37 GMT+3; 2016-08-13 15:00; e70300-dr003
York City; 23/20; 21/20; 6/5; 11/10; 21/20; 10/11; 5/4; 1; 11/10; 21/20; 23/20; 11/10; 5/4; 11/10; ; 23/20; ; 21/20; 21/20; 21/20; 21/20; 19/16; 13/12; ; 6/5; ; 
