META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-05 16:25:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; ; 4/6; ; 4/6; ; 13/20; ; 4/6; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; ; 5/2; ; 14/5; ; 14/5; ; 11/4; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; ; 4; ; 4; ; 21/5; ; 4; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-06 08:22:06 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; ; 4/6; 8/13; 4/6; ; 13/20; ; 4/6; ; ; ; ; ; ; 4/6; 11/17; ; 8/13; 11/17; ; ; 11/17; ; ; ; ; 
Draw; 14/5; ; 5/2; 5/2; 14/5; ; 14/5; ; 11/4; ; ; ; ; ; ; 11/4; 45/17; ; 27/10; 45/17; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; ; 4; 15/4; 4; ; 17/4; ; 4; ; ; ; ; ; ; 4; 37/10; ; 7/2; 37/10; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-06 12:22:10 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; ; 4/6; 8/13; 4/6; ; 13/20; ; 4/6; ; ; ; 4/6; ; ; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 14/5; ; 5/2; 5/2; 14/5; ; 14/5; ; 14/5; ; ; ; 11/4; ; ; 14/5; 45/17; 13/5; 27/10; 45/17; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; ; 4; 15/4; 4; ; 17/4; ; 19/5; ; ; ; 15/4; ; ; 4; 15/4; 18/5; 7/2; 15/4; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-06 16:24:27 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; 2/3; 4/6; 8/13; 4/6; ; 13/20; ; 4/6; ; 4/6; ; 4/6; ; ; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 14/5; 13/5; 5/2; 5/2; 14/5; ; 14/5; ; 14/5; ; 5/2; ; 11/4; ; ; 27/10; 45/17; 13/5; 27/10; 45/17; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; 4; 4; 15/4; 4; ; 17/4; ; 19/5; ; 4; ; 15/4; ; ; 4; 15/4; 18/5; 7/2; 15/4; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-06 20:23:31 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; 2/3; 4/6; 8/13; 4/6; ; 13/20; ; 4/6; ; 4/6; 8/13; 4/6; ; ; 4/6; 11/17; 8/13; 8/13; 11/17; ; ; 11/17; ; ; ; ; 
Draw; 14/5; 13/5; 5/2; 5/2; 14/5; ; 14/5; ; 14/5; ; 5/2; 3; 11/4; ; ; 11/4; 27/10; 13/5; 27/10; 27/10; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; 4; 4; 15/4; 4; ; 21/5; ; 19/5; ; 4; 7/2; 15/4; ; ; 4; 50/13; 18/5; 7/2; 50/13; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-07 00:22:05 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; 2/3; 4/6; 8/13; 4/6; ; 13/20; ; 4/6; ; 4/6; 8/13; 4/6; ; ; 4/6; 11/17; 8/13; 8/13; 11/17; ; ; 11/17; ; ; ; ; 
Draw; 14/5; 13/5; 5/2; 5/2; 14/5; ; 29/10; ; 14/5; ; 5/2; 3; 11/4; ; ; 14/5; 27/10; 13/5; 27/10; 27/10; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; 4; 4; 15/4; 4; ; 4; ; 19/5; ; 4; 7/2; 15/4; ; ; 4; 50/13; 18/5; 7/2; 50/13; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-07 04:22:19 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; 2/3; 4/6; 8/13; 4/6; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; 4/6; ; ; 4/6; 11/17; 8/13; 8/13; 11/17; ; ; 11/17; ; ; ; ; 
Draw; 14/5; 13/5; 5/2; 5/2; 14/5; ; 29/10; 11/4; 14/5; ; 5/2; 3; 11/4; ; ; 14/5; 11/4; 13/5; 27/10; 11/4; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; 4; 4; 15/4; 4; ; 4; 4; 19/5; ; 4; 7/2; 15/4; ; ; 4; 19/5; 18/5; 7/2; 19/5; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-07 08:22:27 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; 2/3; 4/6; 8/13; 4/6; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; 4/6; ; ; 4/6; 11/17; 8/13; 8/13; 11/17; ; ; 11/17; ; ; ; ; 
Draw; 14/5; 13/5; 5/2; 5/2; 14/5; ; 14/5; 11/4; 14/5; ; 5/2; 3; 11/4; ; ; 11/4; 11/4; 13/5; 27/10; 11/4; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; 4; 4; 15/4; 4; ; 21/5; 4; 19/5; ; 4; 7/2; 15/4; ; ; 4; 19/5; 18/5; 7/2; 19/5; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-07 12:23:47 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/6; 2/3; 4/6; 8/13; 4/6; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; 4/6; ; ; 4/6; 8/13; 8/13; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 14/5; 13/5; 5/2; 5/2; 14/5; ; 14/5; 11/4; 14/5; ; 5/2; 3; 11/4; ; ; 14/5; 11/4; 13/5; 27/10; 11/4; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; 4; 4; 15/4; 4; ; 17/4; 4; 19/5; ; 4; 7/2; 15/4; ; ; 4; 39/10; 18/5; 7/2; 39/10; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-07 16:23:15 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 8/13; 13/20; 8/13; 4/6; 8/13; 13/20; 4/7; 8/13; 8/13; 8/13; 13/20; 13/20; ; 13/20; 8/13; 4/7; 11/17; 8/13; 4/7; 67/100; 11/18; 11/17; ; ; ; ; 
Draw; 29/10; 14/5; 27/10; 13/5; 14/5; 5/2; 29/10; 11/4; 14/5; 11/4; 27/10; 13/5; 11/4; ; 11/4; 14/5; 14/5; 13/5; 27/10; 14/5; 3; 14/5; 27/10; ; ; ; ; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 18/5; 21/5; 4; 17/4; 9/2; 4; 19/5; 4; ; 4; 9/2; 74/17; 7/2; 7/2; 74/17; 47/10; 18/5; 15/4; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-07 20:23:05 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 8/13; 13/20; 8/13; 4/6; 8/13; 13/20; 4/7; 8/13; 8/13; 8/13; 13/20; 13/20; ; 13/20; 8/13; 4/7; 11/17; 8/13; 4/7; 67/100; 11/18; 11/17; ; ; ; 4/7; 
Draw; 29/10; 14/5; 27/10; 13/5; 14/5; 5/2; 29/10; 11/4; 14/5; 11/4; 27/10; 13/5; 11/4; ; 11/4; 14/5; 14/5; 13/5; 27/10; 14/5; 3; 14/5; 27/10; ; ; ; 11/4; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 18/5; 21/5; 4; 17/4; 9/2; 4; 19/5; 4; ; 4; 9/2; 74/17; 7/2; 7/2; 74/17; 47/10; 18/5; 15/4; ; ; ; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-08 00:22:13 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 8/13; 13/20; 8/13; 4/6; 8/13; 13/20; 4/7; 8/13; 8/13; 8/13; 13/20; 13/20; ; 13/20; 8/13; 10/17; 11/17; 8/13; 10/17; 67/100; 11/18; 11/17; ; ; 4/7; 4/7; 
Draw; 29/10; 14/5; 27/10; 5/2; 14/5; 5/2; 29/10; 11/4; 14/5; 11/4; 27/10; 13/5; 11/4; ; 11/4; 14/5; 14/5; 13/5; 27/10; 14/5; 3; 14/5; 27/10; ; ; 14/5; 11/4; 
North Ferriby Utd; 17/4; 4; 4; 4; 21/5; 18/5; 21/5; 4; 17/4; 9/2; 4; 19/5; 4; ; 4; 9/2; 17/4; 7/2; 7/2; 17/4; 47/10; 18/5; 15/4; ; ; 7/2; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-08 04:22:14 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 8/13; 13/20; 8/13; 4/6; 8/13; 13/20; 4/7; 8/13; 8/13; 8/13; 13/20; 13/20; ; 13/20; 8/13; 10/17; 11/17; 8/13; 10/17; 67/100; 11/18; 11/17; ; ; 4/7; 4/7; 
Draw; 29/10; 14/5; 27/10; 5/2; 14/5; 5/2; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 11/4; ; 11/4; 14/5; 14/5; 13/5; 27/10; 14/5; 3; 14/5; 27/10; ; ; 14/5; 11/4; 
North Ferriby Utd; 17/4; 4; 4; 4; 21/5; 18/5; 21/5; 4; 17/4; 17/4; 4; 19/5; 4; ; 4; 9/2; 17/4; 7/2; 7/2; 17/4; 47/10; 18/5; 15/4; ; ; 7/2; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-08 08:21:52 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 8/13; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; ; 13/20; 8/13; 4/7; 11/17; 4/7; 4/7; 67/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 14/5; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; ; 11/4; 14/5; 14/5; 13/5; 14/5; 14/5; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; ; 4; 9/2; 43/10; 7/2; 4; 43/10; 47/10; 18/5; 4; ; ; 21/5; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-08 12:24:34 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 8/13; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; ; 13/20; 8/13; 4/7; 11/17; 4/7; ; ; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 14/5; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; ; 11/4; 14/5; 14/5; 13/5; 14/5; ; ; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; ; 4; 9/2; 43/10; 7/2; 4; ; ; 18/5; 4; ; ; 7/2; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-08 16:22:54 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; ; 13/20; 8/13; 4/7; 11/17; 4/7; 4/7; 69/100; 11/18; 3/5; ; ; 4/7; 8/15; 
Draw; 29/10; 11/4; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; ; 11/4; 14/5; 14/5; 13/5; 14/5; 14/5; 3; 14/5; 14/5; ; ; 14/5; 5/2; 
North Ferriby Utd; 17/4; 9/2; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; ; 4; 9/2; 43/10; 7/2; 4; 43/10; 9/2; 18/5; 4; ; ; 21/5; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-08 20:23:37 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; ; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 11/4; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; ; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 9/2; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; ; 7/2; 4; 22/5; 9/2; 18/5; 4; ; ; 7/2; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 00:22:11 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; 10/17; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 11/4; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; 37/13; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; 22/5; 7/2; 4; 22/5; 9/2; 18/5; 4; ; ; 7/2; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 04:22:03 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; 10/17; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 11/4; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; 37/13; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; 22/5; 7/2; 4; 22/5; 9/2; 18/5; 4; ; ; 4; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 08:22:02 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; 10/17; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 11/4; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; 37/13; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 4; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; 49/11; 7/2; 4; 49/11; 9/2; 18/5; 4; ; ; 4; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 12:31:22 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; 10/17; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 13/5; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; 37/13; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 9/2; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; 22/5; 7/2; 4; 22/5; 9/2; 18/5; 4; ; ; 4; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 13:57:55 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; 10/17; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 8/15; 
Draw; 29/10; 13/5; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; 37/13; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 5/2; 
North Ferriby Utd; 17/4; 9/2; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; 22/5; 7/2; 4; 22/5; 9/2; 18/5; 4; ; ; 4; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 16:23:18 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 8/13; 3/5; 13/20; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 8/13; 8/13; 13/20; 8/13; 4/7; 13/20; 8/13; 10/17; 11/17; 4/7; 10/17; 69/100; 11/18; 3/5; ; ; 4/7; 4/7; 
Draw; 29/10; 13/5; 27/10; 13/5; 29/10; 13/5; 29/10; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 13/5; 11/4; 14/5; 37/13; 13/5; 14/5; 37/13; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 17/4; 9/2; 4; 15/4; 21/5; 19/5; 22/5; 4; 17/4; 17/4; 21/5; 19/5; 4; 4; 4; 9/2; 22/5; 7/2; 4; 22/5; 9/2; 18/5; 4; ; ; 4; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-09 20:22:00 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 8/13; 6/10; 4/7; 8/13; 11/20; 3/5; 8/15; 4/7; 3/5; 6/10; 13/20; 8/13; 6/10; 4/7; 8/13; 8/15; 11/17; 4/7; 8/15; 67/100; 4/7; 3/5; ; ; 4/7; 4/7; 
Draw; 3; 11/4; 27/10; 13/5; 29/10; 13/5; 3; 11/4; 14/5; 14/5; 27/10; 13/5; 57/20; 14/5; 14/5; 14/5; 29/10; 13/5; 14/5; 29/10; 61/20; 29/10; 14/5; ; ; 14/5; 5/2; 
North Ferriby Utd; 19/4; 17/4; 17/4; 4; 9/2; 4; 9/2; 9/2; 17/4; 19/4; 17/4; 19/5; 4; 9/2; 19/4; 9/2; 63/13; 7/2; 4; 63/13; 9/2; 50/13; 4; ; ; 9/2; 7/2; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-10 00:21:42 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 8/13; 6/10; 4/7; 8/13; 11/20; 3/5; 8/15; 4/7; 4/7; 6/10; 6/10; 3/5; 6/10; 4/7; 8/13; 8/15; 4/7; 4/7; 8/15; 67/100; 4/7; 3/5; ; ; 4/7; 4/7; 
Draw; 3; 11/4; 27/10; 13/5; 29/10; 13/5; 3; 11/4; 14/5; 14/5; 27/10; 11/4; 57/20; 14/5; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 61/20; 29/10; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 19/4; 17/4; 17/4; 4; 9/2; 4; 9/2; 9/2; 17/4; 5; 17/4; 4; 17/4; 9/2; 19/4; 9/2; 63/13; 15/4; 4; 63/13; 9/2; 50/13; 4; ; ; 9/2; 4; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-10 04:21:51 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 8/13; 6/10; 4/7; 8/13; 11/20; 3/5; 8/15; 4/7; 4/7; 6/10; 6/10; ; 6/10; 4/7; 8/13; 8/15; 4/7; 4/7; 8/15; 67/100; 4/7; 3/5; ; ; 4/7; 4/7; 
Draw; 3; 11/4; 27/10; 13/5; 29/10; 13/5; 3; 11/4; 14/5; 14/5; 27/10; 11/4; ; 14/5; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 61/20; 29/10; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 19/4; 17/4; 17/4; 4; 9/2; 4; 9/2; 9/2; 17/4; 5; 17/4; 4; ; 9/2; 19/4; 9/2; 63/13; 15/4; 4; 63/13; 9/2; 50/13; 4; ; ; 23/5; 4; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-10 08:21:40 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 8/13; 6/10; 4/7; 8/13; 11/20; 3/5; 8/15; 4/7; 3/5; 6/10; 6/10; 3/5; 6/10; 4/7; 8/13; 8/15; 4/7; 4/7; 8/15; 59/100; 4/7; 3/5; ; ; 4/7; 4/7; 
Draw; 3; 11/4; 27/10; 13/5; 29/10; 13/5; 3; 11/4; 14/5; 14/5; 27/10; 11/4; 57/20; 14/5; 14/5; 14/5; 29/10; 11/4; 14/5; 29/10; 63/20; 29/10; 14/5; ; ; 14/5; 14/5; 
North Ferriby Utd; 19/4; 17/4; 17/4; 4; 9/2; 4; 9/2; 9/2; 17/4; 19/4; 17/4; 4; 17/4; 9/2; 19/4; 9/2; 63/13; 15/4; 4; 63/13; 11/2; 50/13; 4; ; ; 23/5; 4; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-10 12:22:18 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 4/7; 4/7; 6/10; 3/5; 11/20; 4/7; 8/15; 4/7; 4/7; 4/7; 11/20; 4/7; 4/7; 4/7; 4/7; 8/15; 4/7; 4/7; 8/15; 59/100; 8/15; 3/5; ; ; 4/7; 8/15; 
Draw; 3; 14/5; 11/4; 11/4; 29/10; 13/5; 3; 11/4; 3; 14/5; 11/4; 13/5; 29/10; 29/10; 14/5; 3; 29/10; 11/4; 14/5; 29/10; 63/20; 56/19; 14/5; ; ; 14/5; 13/5; 
North Ferriby Utd; 19/4; 9/2; 19/4; 4; 9/2; 4; 19/4; 9/2; 9/2; 5; 9/2; 9/2; 9/2; 24/5; 19/4; 9/2; 49/10; 15/4; 4; 49/10; 11/2; 4; 4; ; ; 23/5; 21/5; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-10 16:25:00 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 4/7; 4/7; 6/10; 3/5; 11/20; 4/7; 8/15; 4/7; 4/7; 4/7; 11/20; 4/7; 4/7; 4/7; 4/7; 8/15; 4/7; 4/7; 8/15; 59/100; 3/5; 3/5; ; ; 4/7; 8/15; 
Draw; 3; 14/5; 11/4; 3; 3; 13/5; 3; 11/4; 3; 14/5; 11/4; 13/5; 29/10; 29/10; 14/5; 3; 29/10; 11/4; 14/5; 29/10; 63/20; 29/10; 14/5; ; ; 3; 13/5; 
North Ferriby Utd; 19/4; 9/2; 19/4; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; 9/2; 9/2; 9/2; 24/5; 19/4; 9/2; 49/10; 15/4; 4; 49/10; 11/2; 43/10; 4; ; ; 23/5; 21/5; 
META; english/non-league/national-league/braintree-town-v-north-ferriby-utd; 2017-02-10 20:22:41 GMT+2; 2017-02-11 15:00; e70300-dr003
Braintree Town; 4/7; 4/7; 4/7; 6/10; 3/5; 11/20; 4/7; 8/15; 4/7; 4/7; 4/7; 11/20; 4/7; 4/7; 4/7; 4/7; 10/17; 4/7; 4/7; 4/7; 59/100; 3/5; 3/5; ; ; 4/7; 8/15; 
Draw; 3; 14/5; 11/4; 3; 3; 13/5; 3; 11/4; 3; 14/5; 11/4; 13/5; 29/10; 29/10; 14/5; 3; 14/5; 11/4; 14/5; 29/10; 63/20; 29/10; 14/5; ; ; 3; 13/5; 
