META; english/non-league/national-league/tranmere-v-north-ferriby-utd; 2016-10-22 20:23:57 GMT+3; 2016-10-25 19:45; e70300-dr003
Tranmere; 2/9; 1/4; 1/4; 2/9; 1/4; 1/5; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 2/9; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; 1/4; ; ; 1/4; ; 
Draw; 19/4; 17/4; 17/4; 4; 9/2; 4; 5; 9/2; 19/4; 19/4; 19/4; 9/2; 9/2; 9/2; 9/2; ; ; ; 4; ; ; ; ; 9/2; ; ; 24/5; ; 
North Ferriby Utd; 12; 10; 10; 11; 11; 19/2; 12; 11; 11; 12; 12; 12; 12; 10; 10; ; ; ; 33/4; ; ; ; ; 9; ; ; 66/5; ; 
META; english/non-league/national-league/tranmere-v-north-ferriby-utd; 2016-10-25 08:23:28 GMT+3; 2016-10-25 19:45; e70300-dr003
Tranmere; 2/9; 1/4; 1/4; 2/9; 1/4; 1/5; 2/9; 1/5; 1/4; 1/4; 1/4; 1/4; 2/9; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; 1/4; ; ; 1/4; ; 
Draw; 19/4; 17/4; 17/4; 4; 9/2; 4; 5; 9/2; 19/4; 19/4; 19/4; 9/2; 9/2; 9/2; 9/2; ; ; ; 4; ; ; ; ; 9/2; ; ; 24/5; ; 
North Ferriby Utd; 12; 10; 11; 11; 11; 19/2; 12; 11; 11; 12; 12; 12; 12; 11; 10; ; ; ; 33/4; ; ; ; ; 9; ; ; 66/5; ; 
META; english/non-league/national-league/tranmere-v-north-ferriby-utd; 2016-10-25 12:24:32 GMT+3; 2016-10-25 19:45; e70300-dr003
Tranmere; 2/9; 2/9; 1/5; 1/6; 1/5; 2/13; 1/6; 1/6; 1/5; 1/5; 2/9; 1/5; 2/11; 2/11; 1/5; ; ; ; 2/11; ; ; ; ; 2/9; ; ; 2/9; ; 
Draw; 19/4; 9/2; 19/4; 9/2; 5; 9/2; 11/2; 11/2; 21/4; 5; 5; 5; 5; 11/2; 19/4; ; ; ; 19/4; ; ; ; ; 19/4; ; ; 11/2; ; 
North Ferriby Utd; 12; 11; 13; 12; 14; 12; 18; 13; 12; 14; 12; 16; 16; 14; 14; ; ; ; 10; ; ; ; ; 11; ; ; 78/5; ; 
META; english/non-league/national-league/tranmere-v-north-ferriby-utd; 2016-10-25 16:23:50 GMT+3; 2016-10-25 19:45; e70300-dr003
Tranmere; 2/11; 2/9; 1/5; 2/11; 1/5; 2/13; 2/11; 1/6; 1/5; 1/5; 1/5; 1/5; 2/11; 2/11; 1/5; ; ; ; 2/11; ; ; ; ; 2/9; ; ; 1/4; ; 
Draw; 11/2; 9/2; 19/4; 4; 11/2; 9/2; 11/2; 11/2; 21/4; 5; 5; 5; 19/4; 24/5; 19/4; ; ; ; 19/4; ; ; ; ; 19/4; ; ; 5; ; 
North Ferriby Utd; 14; 11; 12; 12; 14; 12; 16; 13; 12; 14; 14; 16; 16; 16; 14; ; ; ; 10; ; ; ; ; 11; ; ; 16; ; 
META; english/non-league/national-league/tranmere-v-north-ferriby-utd; 2016-10-25 20:24:05 GMT+3; 2016-10-25 19:45; e70300-dr003
Tranmere; 2/11; 2/9; 2/11; 2/11; 1/5; 2/13; 2/11; 1/6; 1/5; 1/5; 2/11; 1/5; 2/11; 2/11; 2/11; ; ; ; 2/11; ; ; ; ; 1/5; ; ; 1/4; ; 
Draw; 11/2; 9/2; 5; 9/2; 11/2; 460/100; 11/2; 5; 21/4; 5; 11/2; 5; 5; 5; 11/2; ; ; ; 19/4; ; ; ; ; 5; ; ; 26/5; ; 
North Ferriby Utd; 14; 12; 13; 11; 14; 12; 16; 13; 12; 14; 14; 16; 16; 14; 14; ; ; ; 10; ; ; ; ; 14; ; ; 76/5; ; 
