META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-13 20:24:24 GMT+3; 2016-08-16 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Torquay; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-14 00:22:14 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; ; 13/10; ; ; ; ; 7/5; ; ; ; ; 13/10; 11/8; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Torquay; ; 9/5; ; ; ; ; 15/8; ; ; ; ; 2; 6/4; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; 12/5; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-14 04:21:50 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; ; 13/10; ; ; ; ; 7/5; ; ; ; ; 13/10; 11/8; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Torquay; ; 9/5; ; ; ; ; 15/8; ; ; ; ; 2; 6/4; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; 12/5; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-14 08:21:52 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; ; 13/10; ; ; ; ; 7/5; ; ; ; ; 13/10; 11/8; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Torquay; ; 9/5; ; ; ; ; 15/8; ; ; ; ; 2; 6/4; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 23/10; ; ; ; ; 12/5; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-14 12:22:21 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; ; 13/10; ; ; ; ; 13/10; ; ; ; ; 13/10; 11/8; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Torquay; ; 9/5; ; ; ; ; 2; ; ; ; ; 2; 6/4; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 23/10; ; ; ; ; 12/5; ; ; ; ; 12/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-14 16:22:54 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; 11/8; 13/10; ; 5/4; 13/10; ; 11/8; 13/10; 13/10; 13/10; ; 13/10; 11/8; ; ; 13/10; ; 13/10; ; 13/10; 23/17; 7/5; ; ; 1/20; ; 
Torquay; 15/8; 9/5; ; 9/5; 15/8; ; 19/10; 15/8; 15/8; 24/13; ; 2; 6/4; ; ; 19/10; ; 24/13; ; 9/5; 24/13; 21/10; ; ; 1/20; ; 
Draw; 12/5; 23/10; ; 9/4; 12/5; ; 12/5; 12/5; 12/5; 23/10; ; 12/5; 23/10; ; ; 12/5; ; 23/10; ; 23/10; 40/17; 5/2; ; ; 2/9; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-14 20:23:27 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; 11/8; 13/10; 29/20; 5/4; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; ; 13/10; 11/8; 27/20; ; 13/10; ; 13/10; 23/17; 13/10; 23/17; 7/5; ; ; 1; ; 
Torquay; 15/8; 9/5; 7/4; 9/5; 15/8; 9/5; 19/10; 15/8; 15/8; 24/13; ; 2; 6/4; 15/8; ; 19/10; ; 24/13; 7/4; 9/5; 9/5; 21/10; ; ; 7/5; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; ; 12/5; 23/10; 47/20; ; 12/5; ; 23/10; 21/10; 23/10; 40/17; 5/2; ; ; 7/4; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-15 00:21:44 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; 11/8; 13/10; 29/20; 5/4; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; ; 13/10; 11/8; 27/20; ; 13/10; ; 13/10; 23/17; 13/10; 23/17; 7/5; ; ; 6/5; ; 
Torquay; 15/8; 9/5; 7/4; 9/5; 15/8; 9/5; 19/10; 15/8; 15/8; 24/13; ; 2; 6/4; 15/8; ; 19/10; ; 24/13; 7/4; 9/5; 9/5; 21/10; ; ; 13/8; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; ; 12/5; 23/10; 47/20; ; 12/5; ; 23/10; 21/10; 23/10; 40/17; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/sutton-utd-v-torquay; 2016-08-15 04:21:35 GMT+3; 2016-08-16 19:45; e70300-dr003
Sutton Utd; 11/8; 13/10; 29/20; 5/4; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; ; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 23/17; 13/10; 23/17; 7/5; ; ; 6/5; ; 
Torquay; 15/8; 9/5; 7/4; 9/5; 15/8; 9/5; 19/10; 15/8; 15/8; 24/13; ; 2; 6/4; 15/8; 7/4; 19/10; ; 24/13; 7/4; 9/5; 9/5; 21/10; ; ; 13/8; ; 
