META; english/non-league/national-league/aldershot-v-barrow; 2017-02-05 16:25:01 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; 11/10; 6/5; 12/11; 6/5; ; ; ; 10/9; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; ; 21/10; 
Draw; 12/5; 9/4; 43/20; 21/10; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-07 20:23:02 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; 11/10; 6/5; 12/11; 6/5; ; ; ; 23/20; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; ; 21/10; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-08 00:22:11 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; 11/10; 6/5; 12/11; 6/5; ; ; ; 10/9; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 9/4; 21/10; 21/10; 9/4; 5/2; 21/10; 21/10; ; ; ; 21/10; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 11/5; 21/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-08 04:22:12 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; 11/10; 6/5; 12/11; 6/5; ; ; ; 10/9; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 9/4; 21/10; 21/10; 9/4; 5/2; 21/10; 21/10; ; ; ; ; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-08 08:21:49 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; ; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; 11/10; 6/5; 12/11; 6/5; ; ; ; 10/9; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; ; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 9/4; 21/10; 21/10; 9/4; 5/2; 21/10; 21/10; ; ; ; 21/10; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; ; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-08 12:24:31 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; ; ; 12/11; 6/5; ; ; ; 23/20; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 9/4; 21/10; 21/10; ; ; 21/10; 21/10; ; ; ; 21/10; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 11/5; 21/10; 11/5; ; ; 23/10; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-08 16:22:51 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; ; 23/20; 15/13; 11/10; 15/13; 6/5; 11/10; 6/5; 12/11; 6/5; ; ; ; 10/9; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; ; 23/10; 23/10; 9/4; 21/10; 21/10; 9/4; 5/2; 21/10; 21/10; ; ; ; 21/10; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 23/10; 11/5; 21/10; 11/5; 11/5; 5/2; 23/10; 11/5; ; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-08 20:23:33 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; ; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 23/20; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; ; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 11/5; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; ; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 00:22:08 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; 15/13; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 23/20; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 11/5; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 04:22:00 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; 15/13; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 23/20; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 11/5; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 08:21:59 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; 15/13; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 10/9; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 9/4; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 12:31:16 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; 15/13; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 23/20; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 9/4; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 13:57:52 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; 15/13; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 23/20; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 9/4; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 16:23:16 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 6/5; 23/20; 6/5; 23/20; 23/20; 23/20; 23/20; 15/13; 15/13; 15/13; 6/5; 15/13; 6/5; 12/11; 6/5; ; ; 23/20; 23/20; 
Draw; 12/5; 9/4; 43/20; 2; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 5/2; 23/10; 11/5; ; ; 11/5; 21/10; 
Barrow; 12/5; 23/10; 23/10; 9/4; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 11/5; 23/10; 21/10; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 5/2; 21/10; 21/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-09 20:21:58 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 23/20; 5/4; 6/5; 5/4; 11/10; 5/4; 11/10; 5/4; 5/4; 5/4; 23/20; 6/5; 13/10; 5/4; 6/5; 6/5; 15/13; 6/5; 6/5; 27/20; 12/11; 6/5; ; ; 5/4; 5/4; 
Barrow; 9/4; 23/10; 43/20; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 11/5; 2; 21/10; 11/5; 28/13; 21/10; 21/10; 28/13; 113/50; 21/10; 21/10; ; ; 21/10; 15/8; 
Draw; 12/5; 9/4; 43/20; 21/10; 23/10; 43/20; 23/10; 11/5; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; ; 11/5; 19/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-10 00:21:40 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 5/4; 5/4; 6/5; 5/4; 11/10; 5/4; 11/10; 5/4; 5/4; 5/4; 23/20; 6/5; 13/10; 5/4; 6/5; 6/5; 15/13; 6/5; 6/5; 27/20; 12/11; 6/5; ; ; 5/4; 5/4; 
Barrow; 9/4; 21/10; 43/20; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 21/10; 28/13; 113/50; 21/10; 21/10; ; ; 21/10; 2; 
Draw; 12/5; 11/5; 43/20; 21/10; 23/10; 43/20; 23/10; 11/5; 23/10; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; ; 11/5; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-10 04:21:48 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 5/4; 5/4; 6/5; 5/4; 23/20; 5/4; 11/10; 5/4; 5/4; 5/4; 23/20; 6/5; 13/10; 5/4; 6/5; 5/4; 15/13; 6/5; 5/4; 27/20; 12/11; 6/5; ; ; 5/4; 5/4; 
Barrow; 9/4; 21/10; 43/20; 2; 11/5; 2; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 21/10; 28/13; 113/50; 21/10; 21/10; ; ; 21/10; 2; 
Draw; 12/5; 11/5; 43/20; 21/10; 23/10; 21/10; 23/10; 11/5; 23/10; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; 23/10; 11/5; ; ; 11/5; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-10 08:21:38 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 5/4; 5/4; 6/5; 5/4; 23/20; 5/4; 11/10; 5/4; 5/4; 5/4; 23/20; 6/5; 13/10; 5/4; 6/5; 5/4; 15/13; 6/5; 5/4; 27/20; 12/11; 6/5; ; ; 5/4; 23/20; 
Barrow; 9/4; 21/10; 43/20; 2; 11/5; 2; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 11/5; 21/10; 21/10; 11/5; 28/13; 21/10; 21/10; 28/13; 113/50; 21/10; 21/10; ; ; 21/10; 2; 
Draw; 12/5; 11/5; 43/20; 21/10; 23/10; 21/10; 23/10; 11/5; 23/10; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; 23/10; 11/5; ; ; 11/5; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-10 12:22:15 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 5/4; 5/4; 23/20; 5/4; 23/20; 13/10; 11/10; 13/10; 13/10; 13/10; 6/5; 5/4; 13/10; 5/4; 6/5; 5/4; 15/13; 6/5; 5/4; 27/20; 13/11; 6/5; ; ; 5/4; 5/4; 
Barrow; 9/4; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 11/5; 85/40; 21/10; 2; 2; 21/10; 2; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 113/50; 27/14; 21/10; ; ; 21/10; 15/8; 
Draw; 12/5; 11/5; 43/20; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 9/4; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 9/4; 12/5; 40/17; 11/5; ; ; 11/5; 19/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-10 16:24:56 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 5/4; 5/4; 13/10; 5/4; 23/20; 13/10; 11/10; 13/10; 13/10; 13/10; 6/5; 5/4; 13/10; 5/4; 5/4; 6/5; 15/13; 6/5; 5/4; 27/20; 13/10; 6/5; ; ; 5/4; 5/4; 
Barrow; 9/4; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 11/5; 85/40; 21/10; 2; 2; 21/10; 2; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 113/50; 21/10; 21/10; ; ; 21/10; 2; 
Draw; 12/5; 11/5; 43/20; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 9/4; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 9/4; 12/5; 9/4; 11/5; ; ; 23/10; 21/10; 
META; english/non-league/national-league/aldershot-v-barrow; 2017-02-10 20:22:38 GMT+2; 2017-02-11 15:00; e70300-dr003
Aldershot; 23/20; 5/4; 5/4; 13/10; 5/4; 23/20; 13/10; 11/10; 13/10; 13/10; 13/10; 6/5; 5/4; 13/10; 5/4; 5/4; 7/5; 15/13; 6/5; 5/4; 27/20; 13/10; 6/5; ; ; 5/4; 5/4; 
Barrow; 9/4; 21/10; 21/10; 11/5; 11/5; 2; 21/10; 11/5; 85/40; 21/10; 2; 2; 21/10; 2; 21/10; 11/5; 24/13; 21/10; 21/10; 21/10; 113/50; 21/10; 21/10; ; ; 21/10; 2; 
Draw; 12/5; 11/5; 43/20; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 9/4; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 23/10; 21/10; 11/5; 9/4; 12/5; 9/4; 11/5; ; ; 9/4; 21/10; 
