META; english/non-league/national-league/wrexham-v-bromley; 2016-10-16 00:26:26 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; ; 5/6; ; ; 11/10; ; 21/20; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 11/4; ; ; 12/5; ; 5/2; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-16 04:22:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; ; 5/6; ; ; 11/10; ; 21/20; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 11/4; ; ; 12/5; ; 5/2; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-16 08:23:40 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; ; 5/6; ; ; 11/10; ; 1; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 11/4; ; ; 12/5; ; 27/10; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-16 12:24:56 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; ; 5/6; ; ; 11/10; ; 1; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 11/4; ; ; 12/5; ; 27/10; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-16 16:23:59 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; 1; 5/6; ; ; 21/20; ; 20/21; ; ; ; 1; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; ; 5/2; ; 5/2; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 13/5; 11/4; ; ; 5/2; ; 11/4; ; ; ; 27/10; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-16 20:24:53 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; 1; 5/6; ; ; 1; ; 1; 1; 1; ; 1; 6/5; 1; ; ; ; 1; ; ; ; 1; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; ; 5/2; ; 5/2; 23/10; 12/5; ; 11/5; 23/10; 12/5; ; ; ; 40/17; ; ; ; 40/17; ; ; ; ; ; ; ; 
Bromley; 13/5; 11/4; ; ; 13/5; ; 11/4; 23/10; 13/5; ; 27/10; 2; 13/5; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-17 00:23:44 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; 1; 5/6; ; ; 1; ; 1; 1; 1; ; 1; 6/5; 1; ; ; 1; 1; ; ; ; 1; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; ; 5/2; ; 5/2; 23/10; 12/5; ; 11/5; 23/10; 12/5; ; ; 12/5; 40/17; ; ; ; 40/17; ; ; ; ; ; ; ; 
Bromley; 13/5; 11/4; ; ; 13/5; ; 27/10; 23/10; 13/5; ; 27/10; 2; 13/5; ; ; 13/5; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-bromley; 2016-10-17 04:23:38 GMT+3; 2016-10-22 15:00; e70300-dr003
Wrexham; 1; 5/6; ; ; 21/20; ; 1; 1; 1; ; 1; 6/5; 1; ; ; 1; 1; ; ; ; 1; ; ; ; ; ; ; ; 
