META; english/non-league/national-league/bromley-v-maidstone; 2016-11-27 16:23:40 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; ; 1; ; 1; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-27 20:24:27 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; ; 1; ; 1; ; ; ; 19/20; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; 13/5; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-28 00:22:46 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; ; 1; ; 1; ; ; ; 19/20; ; 19/20; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 11/4; ; ; ; 14/5; ; 14/5; ; ; ; 13/5; ; 11/4; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-28 04:22:26 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; ; 1; ; 1; ; ; ; 19/20; ; 19/20; ; ; 19/20; ; 1; ; 1; ; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; 12/5; ; ; 12/5; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; ; 
Maidstone; 11/4; ; ; ; 14/5; ; 14/5; ; ; ; 13/5; ; 11/4; ; ; 11/4; ; 11/4; ; 11/4; ; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-28 08:22:32 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 1; ; ; ; 19/20; ; 19/20; ; ; 19/20; ; 1; ; 1; ; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 12/5; ; ; ; 12/5; ; 12/5; ; ; 12/5; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; ; 
Maidstone; 11/4; ; ; 5/2; 14/5; ; 14/5; ; ; ; 13/5; ; 11/4; ; ; 11/4; ; 11/4; ; 11/4; ; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-28 12:22:47 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 1; ; 1; ; 19/20; ; 19/20; ; ; 1; 1; 1; 19/20; 1; 1; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; 21/10; 21/10; 23/10; 21/10; 21/10; ; ; 21/10; ; ; ; ; 
Maidstone; 11/4; ; ; 5/2; 14/5; ; 14/5; ; 11/4; ; 13/5; ; 11/4; ; ; 11/4; 45/17; 11/4; 12/5; 11/4; 45/17; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-28 16:22:42 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 1; ; 1; ; 19/20; ; 19/20; ; ; 1; 19/20; 1; 19/20; 1; 19/20; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; 28/13; 21/10; 23/10; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Maidstone; 11/4; ; ; 5/2; 11/4; ; 14/5; ; 11/4; ; 13/5; ; 11/4; ; ; 11/4; 45/17; 11/4; 12/5; 11/4; 45/17; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-28 20:23:50 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 1; ; 1; ; 19/20; ; 19/20; ; ; 19/20; 1; 1; 19/20; 1; 1; ; ; 1; ; ; 1/50; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; ; 12/5; 11/5; 21/10; 23/10; 21/10; 11/5; ; ; 21/10; ; ; 1/50; ; 
Maidstone; 11/4; ; ; 5/2; 11/4; ; 11/4; ; 11/4; ; 13/5; ; 11/4; ; ; 11/4; 27/10; 11/4; 12/5; 11/4; 27/10; ; ; 11/4; ; ; 1/50; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-29 00:22:31 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 1; ; 1; ; 19/20; ; 19/20; ; ; 1; 19/20; 1; 19/20; 1; 19/20; ; ; 1; ; ; 1/50; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 12/5; ; 12/5; ; 12/5; ; 12/5; ; ; 12/5; 23/10; 21/10; 23/10; 21/10; 23/10; ; ; 21/10; ; ; 1/50; ; 
Maidstone; 11/4; ; ; 5/2; 11/4; ; 11/4; ; 11/4; ; 13/5; ; 11/4; ; ; 13/5; 45/17; 11/4; 12/5; 11/4; 45/17; ; ; 11/4; ; ; 1/50; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-29 04:22:34 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 20/21; ; 1; ; 19/20; ; 19/20; ; ; 19/20; 19/20; 1; 19/20; 1; 19/20; ; ; 1; ; ; 1/50; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 5/2; ; 12/5; ; 12/5; ; 12/5; ; ; 12/5; 12/5; 21/10; 23/10; 21/10; 12/5; ; ; 21/10; ; ; 2/9; ; 
Maidstone; 11/4; ; ; 5/2; 11/4; ; 14/5; ; 11/4; ; 13/5; ; 11/4; ; ; 11/4; 13/5; 11/4; 12/5; 11/4; 13/5; ; ; 11/4; ; ; 1/50; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-29 08:22:21 GMT+2; 2016-12-03 15:00; e70300-dr003
Bromley; 1; ; ; 10/11; 1; ; 1; 10/11; 1; ; 19/20; ; 19/20; ; ; 19/20; 19/20; 1; 19/20; 1; 19/20; ; ; 1; ; ; 1/50; ; 
Draw; 12/5; ; ; 9/4; 12/5; ; 12/5; 12/5; 12/5; ; 12/5; ; 12/5; ; ; 12/5; 12/5; 21/10; 23/10; 21/10; 12/5; ; ; 21/10; ; ; 2/9; ; 
Maidstone; 11/4; ; ; 5/2; 11/4; ; 14/5; 13/5; 11/4; ; 13/5; ; 11/4; ; ; 11/4; 13/5; 11/4; 12/5; 11/4; 13/5; ; ; 11/4; ; ; 1/50; ; 
META; english/non-league/national-league/bromley-v-maidstone; 2016-11-29 12:22:48 GMT+2; 2016-12-03 15:00; e70300-dr003
