META; english/non-league/national-league/chester-v-york; 2017-04-02 12:20:25 GMT+3; 2017-04-08 15:00; e70300-dr003
York; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-02 16:18:21 GMT+3; 2017-04-01 15:00; e70300-dr003
York; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 10/13; 4/5; 4/5; 10/13; ; 9/11; 4/5; ; 4/5; ; ; ; 
Draw; 5/2; 5/2; 49/20; 5/2; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 12/5; 23/10; 51/20; 12/5; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; ; 28/11; 5/2; ; 5/2; ; ; ; 
Braintree Town; 7/2; 11/4; 16/5; 3; 10/3; 14/5; 17/5; 16/5; 3; 10/3; 16/5; 3; 16/5; 16/5; 10/3; 16/5; 33/10; 11/4; 3; 33/10; ; 27/10; 3; ; 3; ; ; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-02 20:20:03 GMT+3; 2017-04-03 00:00; e70300-dr003
Santos; 5/4; ; 13/10; ; 5/4; ; ; 6/5; 5/4; ; 6/5; ; 13/10; ; ; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; 5/4; ; 5/4; ; 10/9; ; 
Draw; 11/5; ; 23/10; ; 23/10; ; ; 9/4; 11/5; ; 11/5; ; 12/5; ; ; ; 9/4; 11/5; 12/5; 9/4; 119/50; ; 12/5; ; 12/5; ; 2; ; 
Queretaro; 9/5; ; 15/8; ; 2; ; ; 2; 15/8; ; 9/5; ; 2; ; ; ; 19/10; 19/10; 2; 19/10; 5/2; ; 2; ; 2; ; 13/8; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-03 04:17:15 GMT+3; ; e70300-dr003
Serbia; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; 5/11; ; ; ; 
Republic of Ireland; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; 3/4; ; ; ; 
Wales; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; 
Austria; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/13; ; ; 5/4; ; ; ; 
Georgia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 750; ; ; ; 
Moldova; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 750; ; ; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-05 11:29:30 GMT+3; 2017-04-08 15:00; e70300-dr003
York; 11/8; 5/4; 11/8; ; 29/20; ; 7/5; 7/5; 7/5; ; 11/8; 13/10; 11/8; 13/10; ; 11/8; 23/17; 13/10; 27/20; 23/17; 6/4; ; 23/17; ; 23/17; ; ; ; 
Chester; 9/5; 15/8; 9/5; ; 9/5; ; 9/5; 7/4; 9/5; ; 9/5; 9/5; 7/4; 7/4; ; 9/5; 7/4; 17/10; 7/4; 7/4; 97/50; ; 7/4; ; 7/4; ; ; ; 
Draw; 5/2; 23/10; 23/10; ; 12/5; ; 5/2; 23/10; 5/2; ; 9/4; 21/10; 49/20; 9/4; ; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; ; 12/5; ; 12/5; ; ; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-05 16:22:47 GMT+3; 2017-04-08 15:00; e70300-dr003
York; 11/8; 7/5; 11/8; ; 29/20; ; 7/5; 7/5; 7/5; ; 11/8; 13/10; 11/8; 13/10; ; 7/5; 23/17; 13/10; 27/20; 23/17; 6/4; ; 23/17; ; 23/17; ; ; ; 
Chester; 9/5; 15/8; 9/5; ; 15/8; ; 9/5; 7/4; 9/5; ; 9/5; 9/5; 7/4; 7/4; ; 9/5; 7/4; 17/10; 7/4; 7/4; 97/50; ; 7/4; ; 7/4; ; ; ; 
Draw; 5/2; 23/10; 23/10; ; 23/10; ; 5/2; 23/10; 5/2; ; 9/4; 21/10; 49/20; 9/4; ; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; ; 12/5; ; 12/5; ; ; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-06 11:25:53 GMT+3; 2017-04-08 15:00; e70300-dr003
York; 11/8; 7/5; 11/8; ; 7/5; 5/4; 7/5; 7/5; 7/5; 7/5; 11/8; 13/10; 27/20; 11/8; 11/8; 7/5; 23/17; 13/10; 11/8; 23/17; 6/4; 11/9; 11/8; ; 11/8; ; ; ; 
Chester; 9/5; 19/10; 9/5; ; 15/8; 7/4; 9/5; 7/4; 9/5; 15/8; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 24/13; 17/10; 17/10; 24/13; 97/50; 33/19; 17/10; ; 17/10; ; ; ; 
Draw; 5/2; 12/5; 23/10; ; 12/5; 11/5; 5/2; 23/10; 12/5; 23/10; 9/4; 21/10; 12/5; 21/10; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; 5/2; 40/17; ; 40/17; ; ; ; 
META; english/non-league/national-league/chester-v-york; 2017-04-06 16:07:45 GMT+3; 2017-04-08 15:00; e70300-dr003
York; 13/10; 13/10; 13/10; ; 7/5; 6/5; 13/10; 7/5; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 6/4; 11/9; 11/8; ; 11/8; ; ; 13/10; 
Chester; 19/10; 19/10; 39/20; ; 19/10; 9/5; 2; 7/4; 15/8; 2; 19/10; 9/5; 19/10; 19/10; 2; 15/8; 37/19; 17/10; 17/10; 37/19; 97/50; 33/19; 17/10; ; 17/10; ; ; 9/5; 
Draw; 5/2; 23/10; 23/10; ; 12/5; 9/4; 12/5; 23/10; 12/5; 23/10; 9/4; 9/4; 12/5; 11/5; 23/10; 12/5; 40/17; 9/4; 23/10; 40/17; 5/2; 5/2; 40/17; ; 40/17; ; ; 21/10; 
META; english/non-league/national-league/chester-v-york; 2017-04-06 20:08:09 GMT+3; 2017-04-08 15:00; e70300-dr003
York; 13/10; 13/10; 13/10; ; 7/5; 6/5; 13/10; 7/5; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 14/11; 11/8; ; 11/8; ; ; 13/10; 
Chester; 19/10; 19/10; 39/20; ; 19/10; 37/20; 2; 7/4; 15/8; 2; 19/10; 9/5; 19/10; 19/10; 2; 15/8; 37/19; 17/10; 17/10; 37/19; 21/10; 2; 17/10; ; 17/10; ; ; 9/5; 
Draw; 5/2; 23/10; 23/10; ; 12/5; 11/5; 12/5; 23/10; 12/5; 23/10; 9/4; 9/4; 12/5; 11/5; 23/10; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; 12/5; 40/17; ; 40/17; ; ; 21/10; 
META; english/non-league/national-league/chester-v-york; 2017-04-07 13:09:33 GMT+3; 2017-04-08 15:00; e70300-dr003
York; 13/10; 5/4; 13/10; ; 13/10; 23/20; 13/10; 5/4; 13/10; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 11/8; 14/11; 23/18; ; 23/18; ; ; 13/10; 
Chester; 19/10; 19/10; 39/20; ; 2; 19/10; 2; 15/8; 2; 2; 19/10; 2; 2; 19/10; 21/10; 15/8; 2; 17/10; 9/5; 2; 21/10; 2; 24/13; ; 24/13; ; ; 9/5; 
Draw; 5/2; 23/10; 23/10; ; 12/5; 11/5; 12/5; 23/10; 12/5; 12/5; 9/4; 21/10; 47/20; 11/5; 23/10; 12/5; 40/17; 9/4; 23/10; 40/17; 5/2; 12/5; 40/17; ; 40/17; ; ; 21/10; 
