META; english/non-league/national-league/guiseley-v-maidstone; 2017-01-01 16:24:17 GMT+2; 2017-01-07 15:00; e70300-dr003
Guiseley; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-maidstone; 2017-01-01 20:24:05 GMT+2; 2017-01-07 15:00; e70300-dr003
Guiseley; 1; ; ; ; 1; ; 1; ; ; ; ; ; ; ; ; 19/20; 19/20; ; ; ; 19/20; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; 40/17; ; ; ; 40/17; ; ; ; ; ; ; ; 
Maidstone; 13/5; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-maidstone; 2017-01-02 00:23:40 GMT+2; 2017-01-07 15:00; e70300-dr003
Guiseley; 1; ; ; ; 1; ; 1; ; ; ; ; ; ; ; ; 19/20; 19/20; ; ; ; 19/20; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; 40/17; ; ; ; 40/17; ; ; ; ; ; ; ; 
Maidstone; 13/5; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-maidstone; 2017-01-02 04:23:25 GMT+2; 2017-01-07 15:00; e70300-dr003
Guiseley; 1; ; ; 20/21; 1; ; 1; ; ; ; ; ; ; ; ; 19/20; 19/20; ; ; ; 19/20; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; 9/4; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; 40/17; ; ; ; 40/17; ; ; ; ; ; ; ; 
Maidstone; 13/5; ; ; 12/5; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-maidstone; 2017-01-02 08:23:38 GMT+2; 2017-01-07 15:00; e70300-dr003
Guiseley; 1; ; ; 20/21; 1; ; 1; ; ; ; ; ; ; ; ; 19/20; 19/20; 1; ; 1; 19/20; ; ; 1; ; ; ; ; 
