META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-27 16:23:38 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-27 20:24:23 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; 1; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 23/10; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-28 00:22:44 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; 1; ; 1; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 12/5; ; 5/2; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-28 04:22:24 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; 1; ; 1; ; ; 21/20; ; 1; ; 1; ; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
Boreham Wood; 5/2; ; ; ; 13/5; ; 13/5; ; ; ; 12/5; ; 5/2; ; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-28 08:22:30 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; ; ; ; 1; ; 1; ; ; 21/20; ; 1; ; 1; ; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; 12/5; 12/5; ; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; 
Boreham Wood; 5/2; ; ; 9/4; 13/5; ; 13/5; ; ; ; 12/5; ; 5/2; ; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-28 12:22:45 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; ; 21/20; ; 1; ; 1; ; ; 21/20; 1; 1; 1; 1; 1; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; 12/5; 12/5; ; 12/5; ; 12/5; ; 23/10; ; 12/5; ; ; 12/5; 9/4; 23/10; 23/10; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
Boreham Wood; 5/2; ; ; 9/4; 13/5; ; 13/5; ; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-28 16:22:38 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 1; ; 21/20; ; 1; ; 1; ; ; 21/20; 1; 1; 1; 1; 1; ; ; 1; ; ; ; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; ; ; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 13/5; ; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-28 20:23:48 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; ; 21/20; ; 1; ; 1; ; ; 21/20; 1; 1; 1; 1; 1; ; ; 1; ; ; 1/14; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; ; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 1/16; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 13/5; ; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 1/14; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-29 00:22:28 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; ; 21/20; ; 1; ; 1; ; ; 21/20; 1; 1; 1; 1; 1; ; ; 1; ; ; 4/11; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 5/2; ; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 12/5; 5/2; 9/4; 5/2; 12/5; ; ; 5/2; ; ; 4/11; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; ; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 4/11; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-29 04:22:32 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 1; 10/11; 21/20; ; 1; ; 1; ; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 4/11; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; ; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 4/11; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 12/5; 5/2; 9/4; 5/2; 12/5; ; ; 5/2; ; ; 4/11; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-29 08:22:19 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; 10/11; 21/20; ; 1; ; 1; ; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 2/5; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 5/2; 5/2; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 12/5; 5/2; 9/4; 5/2; 12/5; ; ; 5/2; ; ; 2/5; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; ; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2/5; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-29 12:22:45 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; 10/11; 21/20; ; 1; ; 1; ; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 2/5; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 5/2; 5/2; 5/2; ; 12/5; ; 5/2; ; ; 5/2; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 2/5; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; ; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2/5; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-29 16:24:34 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; 10/11; 21/20; ; 1; 1; 1; ; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 2/5; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 5/2; 5/2; 5/2; ; 12/5; 23/10; 5/2; ; ; 5/2; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 2/5; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2/5; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-29 20:24:21 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; 10/11; 21/20; ; 1; 1; 1; ; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 2/5; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 5/2; 5/2; 5/2; ; 12/5; 23/10; 5/2; ; ; 5/2; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 2/5; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; ; ; 5/2; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2/5; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-30 00:22:30 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 21/20; 10/11; 21/20; ; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 5/6; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 12/5; ; 13/5; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-30 04:23:08 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 1; ; 1; 10/11; 21/20; ; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 5/6; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; ; ; 9/4; 13/5; ; 13/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 12/5; ; 13/5; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-30 08:22:45 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 1; ; 1; 10/11; 21/20; ; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 5/6; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; ; ; 9/4; 13/5; ; 13/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 12/5; ; 13/5; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-30 12:26:00 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; ; ; 20/21; 21/20; ; 1; 10/11; 21/20; ; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; ; ; 1; ; ; 5/6; ; 
Draw; 12/5; ; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; ; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; ; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 12/5; ; 13/5; 27/11; 5/2; 9/4; 5/2; 27/11; ; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-30 16:25:02 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; 1; ; 20/21; 21/20; ; 1; 10/11; 21/20; ; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; 11/10; ; 1; ; ; 5/6; ; 
Draw; 12/5; 9/4; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; 12/5; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 12/5; ; 13/5; 27/11; 5/2; 9/4; 5/2; 27/11; 67/25; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-11-30 20:23:56 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; 1; ; 20/21; 21/20; ; 1; 10/11; 21/20; 21/20; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; 11/10; ; 1; ; ; 5/6; ; 
Draw; 12/5; 9/4; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; 13/5; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; 12/5; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; 11/5; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 5/2; 9/4; 5/2; 5/2; 67/25; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-01 00:22:04 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; 1; ; 20/21; 21/20; ; 1; 10/11; 21/20; 21/20; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; 11/10; ; 1; ; ; 5/6; ; 
Draw; 12/5; 9/4; ; 12/5; 12/5; ; 5/2; 12/5; 12/5; 13/5; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; 12/5; ; 9/4; 13/5; ; 13/5; 5/2; 5/2; 11/5; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 5/2; 9/4; 5/2; 5/2; 67/25; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-01 04:22:22 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; 1; ; 20/21; 1; ; 1; 10/11; 21/20; 21/20; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; 11/10; ; 1; ; ; 5/6; ; 
Draw; 12/5; 9/4; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; 13/5; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; 12/5; ; 9/4; 13/5; ; 13/5; 5/2; 5/2; 11/5; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 5/2; 9/4; 5/2; 5/2; 67/25; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-01 08:22:01 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; 1; ; 20/21; 21/20; ; 1; 10/11; 21/20; 21/20; 1; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; 11/10; ; 1; ; ; 5/6; ; 
Draw; 12/5; 9/4; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; 13/5; 23/10; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; 12/5; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; 11/5; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 5/2; 9/4; 5/2; 5/2; 67/25; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-01 12:22:40 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 21/20; 1; ; 20/21; 21/20; ; 1; 10/11; 21/20; 21/20; 11/10; 1; 1; 19/20; ; 1; 1; 1; 1; 1; 1; 11/10; ; 1; ; ; 5/6; ; 
Draw; 12/5; 9/4; ; 12/5; 5/2; ; 5/2; 12/5; 12/5; 13/5; 12/5; 23/10; 12/5; 23/10; ; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 13/5; ; 23/10; ; ; 2; ; 
Boreham Wood; 5/2; 12/5; ; 9/4; 5/2; ; 13/5; 5/2; 5/2; 11/5; 5/2; 12/5; 5/2; 12/5; ; 13/5; 5/2; 5/2; 9/4; 5/2; 5/2; 67/25; ; 5/2; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-01 16:23:26 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 23/20; 6/5; 6/5; 6/5; 23/20; 10/11; 5/4; 1; 11/10; 5/4; 23/20; 1; 23/20; 23/20; 5/4; 15/13; 6/5; 11/10; 1; 11/10; 6/5; 61/50; ; 11/10; ; ; 23/20; ; 
Boreham Wood; 12/5; 21/10; 9/4; 21/10; 23/10; 23/10; 11/5; 12/5; 12/5; 11/5; 5/2; 12/5; 9/4; 21/10; 21/10; 12/5; 11/5; 9/4; 9/4; 9/4; 11/5; 59/25; ; 9/4; ; ; 2; ; 
Draw; 23/10; 11/5; 43/20; 2; 12/5; 12/5; 23/10; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 13/5; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-01 20:24:32 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 23/20; 6/5; 5/4; 6/5; 6/5; 10/11; 5/4; 11/10; 6/5; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 6/5; 6/5; 11/10; 1; 11/10; 6/5; 61/50; 19/16; 11/10; ; ; 6/5; 5/4; 
Boreham Wood; 12/5; 21/10; 11/5; 2; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 59/25; 37/19; 9/4; ; ; 2; 2; 
Draw; 23/10; 11/5; 21/10; 21/10; 12/5; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 13/5; 23/10; 23/10; ; ; 21/10; 2; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-02 00:22:16 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 23/20; 6/5; 5/4; 6/5; 6/5; 10/11; 5/4; 11/10; 6/5; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 6/5; 6/5; 11/10; 1; 11/10; 6/5; 61/50; 19/16; 11/10; ; ; 6/5; 5/4; 
Boreham Wood; 12/5; 21/10; 43/20; 2; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 59/25; 37/19; 9/4; ; ; 2; 2; 
Draw; 23/10; 11/5; 43/20; 21/10; 12/5; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 13/5; 23/10; 23/10; ; ; 21/10; 2; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-02 04:22:32 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 23/20; 6/5; 5/4; 6/5; 5/4; 10/11; 5/4; 11/10; 6/5; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 6/5; 6/5; 11/10; 1; 11/10; 6/5; 61/50; 19/16; 11/10; ; ; 5/4; 5/4; 
Boreham Wood; 12/5; 21/10; 43/20; 2; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 59/25; 37/19; 9/4; ; ; 2; 2; 
Draw; 23/10; 11/5; 43/20; 21/10; 23/10; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 13/5; 23/10; 23/10; ; ; 21/10; 2; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-02 08:22:10 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 5/4; 6/5; 5/4; 6/5; 5/4; 10/11; 5/4; 11/10; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; 11/10; 1; 11/10; 6/5; 61/50; 19/16; 11/10; ; ; 5/4; 5/4; 
Boreham Wood; 21/10; 21/10; 21/10; 2; 11/5; 23/10; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; 9/4; 9/4; 28/13; 59/25; 37/19; 9/4; ; ; 2; 2; 
Draw; 12/5; 11/5; 43/20; 21/10; 23/10; 12/5; 23/10; 9/4; 9/4; 11/5; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 13/5; 23/10; 23/10; ; ; 21/10; 2; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-02 13:11:50 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 5/4; 5/4; 5/4; 6/5; 5/4; 23/20; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 11/10; 1; 11/10; 5/4; 63/50; 19/16; 11/10; ; ; 5/4; 5/4; 
Boreham Wood; 21/10; 21/10; 21/10; 2; 11/5; 39/20; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 11/5; 28/13; 9/4; 9/4; 9/4; 28/13; 59/25; 37/19; 9/4; ; ; 2; 2; 
Draw; 12/5; 11/5; 43/20; 21/10; 23/10; 43/20; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 21/10; 2; 
META; english/non-league/national-league/aldershot-v-boreham-wood; 2016-12-02 16:23:33 GMT+2; 2016-12-03 15:00; e70300-dr003
Aldershot; 5/4; 5/4; 5/4; 6/5; 5/4; 23/20; 5/4; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 11/10; 1; 11/10; 5/4; 63/50; 5/4; 11/10; ; ; 5/4; 5/4; 
