META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-01 20:24:46 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-02 00:22:29 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-02 04:22:46 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-02 08:22:24 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-02 13:12:06 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-02 16:23:47 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-02 20:24:48 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-03 00:22:54 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-03 04:22:43 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-03 08:22:46 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-03 12:24:56 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-03 16:24:45 GMT+2; 2016-12-06 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-03 20:24:56 GMT+2; 2016-12-06 19:45; e70300-dr003
Wrexham; 13/10; ; ; ; 13/10; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Macclesfield; 2; ; ; ; 21/10; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; 
Draw; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-04 00:23:10 GMT+2; 2016-12-06 19:45; e70300-dr003
Wrexham; 13/10; 11/8; ; ; 7/5; ; 11/8; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Macclesfield; 2; 9/5; ; ; 2; ; 2; ; ; ; 2; ; 39/20; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; 
Draw; 12/5; 23/10; ; ; 23/10; ; 23/10; ; ; ; 21/10; ; 23/10; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-04 04:22:49 GMT+2; 2016-12-06 19:45; e70300-dr003
Wrexham; 13/10; 11/8; ; 5/4; 7/5; ; 11/8; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 13/10; ; 13/10; ; ; ; 13/10; ; ; 10/9; ; 
Macclesfield; 2; 9/5; ; 9/5; 2; ; 2; ; ; ; 2; ; 39/20; 19/10; ; ; ; 19/10; ; 19/10; ; ; ; 19/10; ; ; 7/4; ; 
Draw; 12/5; 23/10; ; 11/5; 23/10; ; 23/10; ; ; ; 21/10; ; 23/10; 21/10; ; ; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; 19/10; ; 
META; english/non-league/national-league/wrexham-v-macclesfield; 2016-12-04 08:22:49 GMT+2; 2016-12-06 19:45; e70300-dr003
Wrexham; 13/10; 11/8; ; 5/4; 7/5; ; 11/8; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 13/10; ; 13/10; ; ; ; 13/10; ; ; 10/9; ; 
