META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-16 00:22:01 GMT+3; 2016-08-20 15:00; e70300-dr003
Chester; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-16 20:23:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chester; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-17 00:22:00 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Chester; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-17 04:20:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Chester; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-17 08:20:19 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Chester; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-17 12:21:15 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; ; ; ; ; ; 23/20; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Chester; 5/2; ; ; ; ; ; 5/2; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-17 16:21:26 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; 21/20; 21/20; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; 11/10; ; ; 11/10; 11/10; 21/20; 11/10; 21/20; 6/5; ; ; 1/12; ; 
Draw; 9/4; 9/4; 23/10; 11/5; 9/4; ; 23/10; 23/10; 23/10; 11/5; ; 11/5; ; 9/4; ; ; 9/4; 11/5; 11/5; 11/5; 9/4; 12/5; ; ; 21/10; ; 
Chester; 5/2; 12/5; 12/5; 23/10; 12/5; ; 5/2; 23/10; 12/5; 23/10; ; 2; ; 49/20; ; ; 12/5; 23/10; 11/5; 23/10; 12/5; 34/13; ; ; 1/20; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-17 20:22:18 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; ; 11/10; ; 11/10; ; ; 11/10; 11/10; 21/20; 11/10; ; 6/5; ; ; 1/12; ; 
Draw; 9/4; 9/4; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 11/5; ; 11/5; ; 9/4; ; ; 9/4; 11/5; 11/5; 11/5; ; 12/5; ; ; 21/10; ; 
Chester; 5/2; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 2; ; 49/20; ; ; 12/5; 23/10; 11/5; 23/10; ; 34/13; ; ; 1/20; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-18 00:20:42 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; ; 11/10; 21/20; 11/10; ; ; 11/10; 11/10; 21/20; 11/10; 11/10; 6/5; ; ; 10/11; ; 
Draw; 9/4; 9/4; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 11/5; ; 11/5; 23/10; 9/4; ; ; 9/4; 11/5; 11/5; 11/5; 9/4; 12/5; ; ; 21/10; ; 
Chester; 5/2; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 2; 12/5; 49/20; ; ; 12/5; 23/10; 11/5; 23/10; 12/5; 34/13; ; ; 2; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-18 04:20:21 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; ; 11/10; 21/20; 11/10; 1; ; 11/10; 11/10; 21/20; 11/10; 11/10; 6/5; ; ; 10/11; ; 
Draw; 9/4; 9/4; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; ; 9/4; 11/5; 11/5; 11/5; 9/4; 12/5; ; ; 21/10; ; 
Chester; 5/2; 12/5; 12/5; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 23/10; ; 2; 12/5; 49/20; 9/4; ; 12/5; 23/10; 11/5; 23/10; 12/5; 34/13; ; ; 2; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-18 08:20:10 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; ; 11/10; 21/20; 11/10; 1; ; 11/10; 11/10; 21/20; 11/10; 11/10; 6/5; ; ; 10/11; ; 
Draw; 9/4; 9/4; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; ; 11/5; 23/10; 9/4; 9/4; ; 9/4; 11/5; 11/5; 11/5; 9/4; 12/5; ; ; 21/10; ; 
Chester; 5/2; 12/5; 12/5; 23/10; 23/10; 23/10; 5/2; 23/10; 12/5; 23/10; ; 2; 12/5; 49/20; 9/4; ; 12/5; 23/10; 11/5; 23/10; 12/5; 34/13; ; ; 2; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-18 12:26:11 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 23/20; 11/10; 11/10; ; 23/20; 11/10; 21/20; 11/10; ; ; 11/10; 11/10; 21/20; 11/10; 11/10; 6/5; ; ; 20/21; ; 
Draw; 23/10; 9/4; 11/5; 2; 23/10; 43/20; 23/10; 23/10; 23/10; ; 23/10; 11/5; 23/10; 23/10; ; ; 9/4; 11/5; 11/5; 11/5; 23/10; 12/5; ; ; 21/10; ; 
Chester; 5/2; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 12/5; ; 23/10; 2; 12/5; 12/5; ; ; 12/5; 23/10; 11/5; 23/10; 12/5; 34/13; ; ; 19/10; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-18 16:22:29 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; ; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 15/13; ; ; 21/20; ; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 11/5; 23/10; 27/11; ; ; 11/5; ; 
Chester; 11/4; 12/5; 49/20; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 2; 12/5; 49/20; ; 12/5; 12/5; 5/2; 11/5; 5/2; 27/11; 27/10; ; ; 12/5; ; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-18 20:20:42 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; ; 11/10; 11/10; 21/20; 21/20; ; 11/10; 21/20; 21/20; 21/20; ; 21/20; 15/13; ; ; 21/20; 21/20; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; ; 23/10; 11/5; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; ; 40/17; 27/11; ; ; 9/4; 21/10; 
Chester; 11/4; 12/5; 49/20; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; ; 12/5; 2; 12/5; 49/20; ; 12/5; 12/5; 5/2; 11/5; ; 27/11; 27/10; ; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-19 00:21:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; ; 11/10; 21/20; 21/20; 21/20; ; 21/20; 15/13; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; ; 40/17; 27/11; 27/11; ; 9/4; 21/10; 
Chester; 11/4; 12/5; 49/20; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 12/5; 2; 12/5; 49/20; ; 12/5; 12/5; 5/2; 11/5; ; 27/11; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-19 04:20:38 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; ; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; ; 15/13; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; ; 23/10; 23/10; 9/4; 47/20; 9/4; 23/10; 12/5; 11/5; 11/5; 11/5; ; 27/11; 27/11; ; 9/4; 21/10; 
Chester; 11/4; 12/5; 49/20; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; ; 12/5; 5/2; 12/5; 49/20; 12/5; 12/5; 12/5; 5/2; 11/5; 5/2; ; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-19 08:20:57 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; ; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; ; ; 15/13; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; ; 23/10; 23/10; 9/4; 47/20; 9/4; 23/10; 9/4; 11/5; 11/5; ; ; 27/11; 27/11; ; 9/4; 21/10; 
Chester; 11/4; 12/5; 49/20; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; ; 12/5; 5/2; 12/5; 49/20; 12/5; 12/5; 5/2; 5/2; 11/5; ; ; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-19 12:20:42 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; ; 11/10; 11/10; 21/20; 21/20; ; 11/10; 21/20; 21/20; 21/20; 21/20; ; 15/13; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; ; 23/10; 23/10; 9/4; 47/20; ; 23/10; 9/4; 11/5; 11/5; 11/5; ; 27/11; 27/11; ; 9/4; 21/10; 
Chester; 11/4; 12/5; 49/20; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; ; 12/5; 5/2; 12/5; 49/20; ; 12/5; 5/2; 5/2; 11/5; 5/2; ; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-19 16:21:30 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 11/10; 1; 21/20; 1; 11/10; 11/10; 11/10; ; 11/10; 23/20; 5/4; 21/20; ; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 15/13; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 12/5; 23/10; 23/10; ; 23/10; 23/10; 12/5; 47/20; ; 23/10; 9/4; 11/5; 11/5; 11/5; 40/17; 27/11; 27/11; ; 9/4; 21/10; 
Chester; 11/4; 12/5; 12/5; 21/10; 12/5; 23/10; 5/2; 23/10; 12/5; ; 12/5; 5/2; 21/10; 49/20; ; 12/5; 5/2; 5/2; 11/5; 5/2; 27/11; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-19 20:22:00 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 23/20; 23/20; 21/20; ; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 15/13; 21/20; ; 11/10; 21/20; 
Draw; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 47/20; ; 23/10; 9/4; 11/5; 11/5; 11/5; 40/17; 27/11; 27/11; ; 23/10; 21/10; 
Chester; 11/4; 12/5; 49/20; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 49/20; ; 12/5; 12/5; 5/2; 11/5; 5/2; 27/11; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-20 00:22:18 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; ; 11/10; 23/20; 23/20; 21/20; ; 11/10; 21/20; 21/20; 21/20; ; 21/20; 15/13; 21/20; ; 11/10; 21/20; 
Draw; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; ; 23/10; 23/10; 23/10; 47/20; ; 23/10; 9/4; 11/5; 11/5; ; 23/10; 27/11; 27/11; ; 23/10; 21/10; 
Chester; 11/4; 12/5; 49/20; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; ; 5/2; 5/2; 12/5; 49/20; ; 12/5; 5/2; 5/2; 11/5; ; 27/11; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-20 04:22:18 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 23/20; 23/20; 21/20; ; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 15/13; 21/20; ; 10/9; 21/20; 
Draw; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 47/20; ; 23/10; 9/4; 11/5; 11/5; 11/5; 23/10; 27/11; 27/11; ; 23/10; 21/10; 
Chester; 11/4; 12/5; 49/20; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 5/2; 5/2; 5/2; 12/5; 49/20; ; 12/5; 12/5; 5/2; 11/5; 5/2; 27/11; 27/10; 12/5; ; 12/5; 23/10; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-20 08:21:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 21/20; 1; 21/20; 1; 11/10; 10/11; 11/10; 21/20; 21/20; 11/10; 23/20; 21/20; ; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 15/13; 21/20; ; 11/10; 21/20; 
Draw; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 12/5; 23/10; 23/10; 47/20; ; 23/10; 9/4; 11/5; 11/5; 11/5; 23/10; 27/11; 27/11; ; 23/10; 9/4; 
Chester; 11/4; 12/5; 49/20; 9/4; 12/5; 23/10; 5/2; 11/4; 5/2; 5/2; 5/2; 13/5; 12/5; 49/20; ; 12/5; 5/2; 5/2; 11/5; 5/2; 5/2; 27/10; 12/5; ; 5/2; 12/5; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-20 12:21:15 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 21/20; 1; 20/21; 1; 1; 1; 1; 1; 21/20; 1; 1; 1; 19/20; ; 19/20; 1; 21/20; 1; 21/20; 1; 15/14; 1; ; 1; 20/21; 
Draw; 12/5; 23/10; 11/5; 21/10; 23/10; 11/5; 12/5; 23/10; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; 9/4; 11/5; 21/10; 11/5; 40/17; 27/11; 28/11; ; 23/10; 11/5; 
Chester; 11/4; 12/5; 27/10; 13/5; 13/5; 23/10; 14/5; 5/2; 11/4; 5/2; 11/4; 11/4; 13/5; 27/10; ; 14/5; 13/5; 5/2; 5/2; 5/2; 27/10; 68/23; 5/2; ; 14/5; 13/5; 
META; english/non-league/national-league/boreham-wood-v-chester; 2016-08-20 16:22:05 GMT+3; 2016-08-20 15:00; e70300-dr003
Boreham Wood; 1; 1; 19/20; 20/21; 1; 1; 37/40; 10/11; 1; 21/20; 1; 1; 1; 19/20; ; 19/20; 19/20; 21/20; 1; 21/20; 19/20; 15/14; 39/40; ; 1; 20/21; 
Draw; 12/5; 23/10; 9/4; 21/10; 23/10; 11/5; 5/2; 23/10; 12/5; 11/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; 12/5; 11/5; 21/10; 11/5; 40/17; 27/11; 28/11; ; 23/10; 21/10; 
Chester; 11/4; 13/5; 11/4; 13/5; 13/5; 23/10; 29/10; 13/5; 11/4; 5/2; 14/5; 11/4; 13/5; 27/10; ; 14/5; 13/5; 5/2; 5/2; 5/2; 11/4; 68/23; 28/11; ; 14/5; 13/5; 
