META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-22 16:24:14 GMT+2; 2017-01-28 15:00; e70300-dr003
Draw; 5/2; ; ; ; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-23 16:23:08 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 7/5; 6/5; ; ; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 9/5; 33/20; ; ; ; ; ; ; ; ; ; 9/5; 17/10; 17/10; ; 17/10; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 12/5; 5/2; ; 12/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-23 20:22:24 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; ; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; ; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-24 00:22:11 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; ; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; ; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-24 04:22:13 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; 5/4; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; 7/4; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-24 08:22:13 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; 5/4; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; 7/4; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-24 12:22:47 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-24 16:23:25 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-24 20:23:46 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-25 00:21:49 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-25 04:21:39 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-25 08:21:38 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-25 12:23:09 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-25 16:22:44 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 13/10; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 7/4; 17/10; ; 7/4; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 13/5; 5/2; ; 12/5; ; ; ; ; ; ; ; 13/5; 27/11; 5/2; ; 27/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-25 20:22:45 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-26 00:21:40 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-26 04:21:36 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-26 08:21:40 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-26 12:22:38 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 11/8; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; 15/8; 33/20; ; 9/5; ; ; ; ; ; ; ; 9/5; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 5/2; 5/2; ; 12/5; ; ; ; ; ; ; ; 5/2; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-26 16:22:17 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; ; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-26 20:22:30 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; ; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-27 00:22:11 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; ; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-27 04:22:03 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; ; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-27 08:22:02 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; ; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-27 12:23:19 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; ; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; 5/2; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-27 16:23:52 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 11/8; 13/10; ; ; ; ; ; ; ; ; 5/4; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 15/8; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 5/2; 12/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; 5/2; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-27 20:24:08 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 13/10; 13/10; ; ; ; ; ; ; ; ; 13/10; 6/5; ; 13/10; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 19/10; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 5/2; 12/5; ; ; ; ; ; ; ; ; 28/11; 5/2; ; 28/11; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-28 00:22:21 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 13/10; 13/10; ; ; ; ; ; ; ; ; 5/4; 6/5; ; 5/4; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 15/8; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 13/5; 12/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; 13/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-28 04:22:11 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 13/10; 13/10; ; ; ; ; ; ; ; ; 5/4; 6/5; ; 5/4; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 15/8; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 13/5; 12/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; 13/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-28 08:22:24 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 13/10; 13/10; ; ; ; ; ; ; ; ; 5/4; 6/5; ; 5/4; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 15/8; 9/5; ; ; ; ; ; ; ; ; 9/5; 17/10; ; 9/5; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 13/5; 12/5; ; ; ; ; ; ; ; ; 13/5; 5/2; ; 13/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-28 12:27:33 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 13/10; 13/10; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 19/10; 9/5; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 5/2; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-28 16:25:08 GMT+2; 2017-01-28 15:00; e70300-dr003
Sutton Utd; ; ; ; ; ; 6/5; 13/10; 13/10; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; 
Guiseley; ; ; ; ; ; 33/20; 19/10; 9/5; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 5/2; 5/2; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 00:22:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 04:22:21 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 08:22:07 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 12:22:55 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 16:25:29 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 20:23:20 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 00:23:43 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 04:22:53 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 08:23:14 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 12:27:23 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 16:29:02 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
