META; english/non-league/national-league/chester-v-solihull-moors; 2016-12-20 20:26:29 GMT+2; 2017-01-01 15:00; e70300-dr003
Chester; ; ; ; ; ; ; 7/10; ; 8/11; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; 14/5; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; ; ; ; ; ; ; 15/4; ; 7/2; ; 17/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-solihull-moors; 2016-12-21 00:24:04 GMT+2; 2017-01-01 15:00; e70300-dr003
Chester; ; ; ; ; ; ; 7/10; ; 8/11; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; 14/5; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; ; ; ; ; ; ; 15/4; ; 7/2; ; 17/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-solihull-moors; 2016-12-21 04:24:04 GMT+2; 2017-01-01 15:00; e70300-dr003
Chester; ; ; ; ; ; ; 7/10; ; 8/11; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; 14/5; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; ; ; ; ; ; ; 15/4; ; 7/2; ; 17/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-solihull-moors; 2016-12-21 08:24:13 GMT+2; 2017-01-01 15:00; e70300-dr003
Chester; ; ; ; ; ; ; 7/10; ; 8/11; ; 7/10; ; ; ; ; ; ; 7/10; ; 4/6; ; ; ; 7/10; ; ; ; ; 
Draw; ; ; ; ; ; ; 14/5; ; 14/5; ; 13/5; ; ; ; ; ; ; 13/5; ; 13/5; ; ; ; 13/5; ; ; ; ; 
Solihull Moors; ; ; ; ; ; ; 15/4; ; 7/2; ; 17/5; ; ; ; ; ; ; 7/2; ; 7/2; ; ; ; 7/2; ; ; ; ; 
META; english/non-league/national-league/chester-v-solihull-moors; 2016-12-21 12:24:48 GMT+2; 2017-01-01 15:00; e70300-dr003
Chester; ; ; ; 4/6; ; ; 7/10; ; 8/11; ; 7/10; ; ; ; ; ; ; 7/10; ; 4/6; ; ; ; 7/10; ; ; ; ; 
