META; english/non-league/national-league/woking-v-gateshead; 2016-11-20 16:26:30 GMT+2; 2016-11-26 15:00; e70300-dr003
Gateshead; 5/4; ; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 2; ; ; ; 2; ; 2; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-gateshead; 2016-11-20 20:25:49 GMT+2; 2016-11-26 15:00; e70300-dr003
Gateshead; 5/4; ; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 2; ; ; ; 2; ; 2; ; ; ; 19/10; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 12/5; ; 49/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-gateshead; 2016-11-21 00:24:11 GMT+2; 2016-11-26 15:00; e70300-dr003
Gateshead; 5/4; ; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 2; ; ; ; 2; ; 2; ; ; ; 19/10; ; 2; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 12/5; ; 49/20; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-gateshead; 2016-11-21 04:24:05 GMT+2; 2016-11-26 15:00; e70300-dr003
Gateshead; 5/4; ; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
