META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-26 16:28:00 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; 17/11; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-26 20:25:08 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 00:22:57 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 8/5; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 17/11; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 04:22:29 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; ; ; 6/4; ; 8/5; ; ; ; ; 6/4; 8/5; ; ; 17/11; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Aldershot; 8/5; ; ; ; 9/5; ; 13/8; ; ; ; ; 8/5; 8/5; ; ; 8/5; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; 9/4; ; 12/5; ; ; ; ; 21/10; 47/20; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 08:22:41 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; ; ; 6/4; ; 8/5; ; ; ; ; 6/4; 8/5; ; ; 17/11; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Aldershot; 8/5; ; ; ; 9/5; ; 13/8; ; ; ; ; 8/5; 8/5; ; ; 8/5; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; 9/4; ; 12/5; ; ; ; ; 21/10; 47/20; ; ; 12/5; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 12:23:49 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; ; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; ; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; ; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 16:25:48 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; ; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; ; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 6/4; 6/4; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; ; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 20:24:17 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; ; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 17/11; 6/4; 6/4; 17/11; ; ; 17/11; ; ; 2/15; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; ; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 6/4; 17/11; ; ; 17/11; ; ; 1/7; ; 
Draw; 12/5; ; 47/20; ; 9/4; ; 12/5; ; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; ; 1/8; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-28 00:22:40 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; ; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 17/11; 6/4; 6/4; 17/11; ; ; 17/11; ; ; 2/7; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; ; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 6/4; 17/11; ; ; 17/11; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; ; 9/4; ; 12/5; ; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; ; 1/4; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-28 04:22:55 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 17/11; 6/4; 6/4; ; ; ; 17/11; ; ; 2/7; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 6/4; ; ; ; 17/11; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; ; 9/4; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; ; ; ; 23/10; ; ; 1/4; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-28 08:22:37 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; ; ; 17/11; ; ; 2/7; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 8/5; 6/4; 6/4; 8/5; ; ; 17/11; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; ; 1/4; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-28 12:23:40 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 8/5; ; 31/20; ; 6/4; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; ; ; 17/11; ; ; 2/7; ; 
Aldershot; 8/5; ; 31/20; ; 9/5; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 6/4; 17/11; ; ; 17/11; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; ; 1/4; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-28 16:24:19 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; 31/20; ; 17/10; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 8/5; 17/11; 17/10; ; 8/5; ; ; 4/7; ; 
Lincoln; 8/5; ; 31/20; ; 8/5; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; 171/100; ; 6/4; ; ; 1/100; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; ; 23/10; ; ; 4/7; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-28 20:24:12 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; 31/20; ; 17/10; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 8/5; 17/11; 17/10; ; 8/5; ; ; 4/7; ; 
Lincoln; 8/5; ; 31/20; ; 8/5; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; 171/100; ; 6/4; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; ; 23/10; ; ; 8/11; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-01 00:21:51 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; 31/20; ; 17/10; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 8/5; 17/11; 17/10; ; 8/5; ; ; 4/7; ; 
Lincoln; 8/5; ; 31/20; ; 8/5; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; 171/100; ; 6/4; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; ; 23/10; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; ; 23/10; ; ; 8/11; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-01 04:21:34 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; 31/20; 8/5; 13/8; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; 8/5; 17/11; 17/10; ; 8/5; ; ; 4/7; ; 
Lincoln; 8/5; ; 31/20; 8/5; 8/5; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; 171/100; ; 6/4; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; 12/5; 12/5; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; ; 23/10; ; ; 8/11; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-01 08:21:51 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; ; 31/20; 8/5; 13/8; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 17/11; 6/4; ; 17/11; 17/10; ; 8/5; ; ; 4/7; ; 
Lincoln; 8/5; ; 31/20; 8/5; 8/5; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; ; 6/4; 171/100; ; 6/4; ; ; 2/7; ; 
Draw; 12/5; ; 47/20; 12/5; 12/5; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; ; 23/10; 5/2; ; 23/10; ; ; 8/11; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-01 12:22:54 GMT+2; 2017-03-04 15:00; e70300-dr003
Aldershot; 8/5; 8/5; 31/20; 8/5; 13/8; ; 13/8; 17/10; 8/5; ; 31/20; 8/5; 8/5; ; ; 8/5; 8/5; 6/4; 8/5; 8/5; 17/10; ; 8/5; ; ; 4/7; ; 
Lincoln; 8/5; 8/5; 31/20; 8/5; 8/5; ; 8/5; 7/5; 8/5; ; 31/20; 6/4; 8/5; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; 171/100; ; 6/4; ; ; 2/7; ; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; ; 12/5; 9/4; 12/5; ; 23/10; 21/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; ; 23/10; ; ; 8/11; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-01 16:21:47 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 29/20; 7/5; 29/20; 8/5; 6/4; 11/8; 6/4; 7/5; 6/4; 7/5; 7/5; 11/8; 6/4; ; ; 16/11; 16/11; 6/4; ; 16/11; 41/25; 15/11; 6/4; ; ; 6/5; ; 
Aldershot; 7/4; 9/5; 17/10; 8/5; 7/4; 31/20; 7/4; 17/10; 13/8; 7/4; 17/10; 31/20; 33/20; ; ; 7/4; 28/17; 6/4; ; 28/17; 177/100; 28/17; 8/5; ; ; 6/5; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 12/5; 9/4; 12/5; 9/4; 12/5; 12/5; 9/4; 12/5; 47/20; ; ; 12/5; 23/10; 9/4; ; 23/10; 5/2; 40/17; 23/10; ; ; 7/4; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-01 20:23:32 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 29/20; 7/5; 29/20; 6/4; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 29/20; 7/5; 6/4; ; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 41/25; 15/11; 6/4; ; ; 11/8; 7/5; 
Aldershot; 7/4; 9/5; 7/4; 9/5; 7/4; 31/20; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; ; 17/10; 7/4; 17/10; 6/4; 8/5; 17/10; 177/100; 28/17; 8/5; ; ; 13/8; 7/4; 
Draw; 12/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 21/10; 23/10; ; 23/10; 23/10; 9/4; 9/4; 23/10; 9/4; 5/2; 40/17; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-02 00:21:41 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 29/20; 7/5; 29/20; 6/4; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 29/20; 7/5; 6/4; ; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 41/25; 15/11; 6/4; ; ; 11/8; 7/5; 
Aldershot; 7/4; 9/5; 7/4; 9/5; 7/4; 31/20; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; ; 17/10; 7/4; 17/10; 6/4; 8/5; 17/10; 177/100; 28/17; 8/5; ; ; 13/8; 7/4; 
Draw; 12/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 11/5; 23/10; 23/10; 11/5; 21/10; 23/10; ; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 40/17; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-03-02 04:21:48 GMT+2; 2017-03-04 15:00; e70300-dr003
Lincoln; 29/20; 7/5; 29/20; 6/4; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 29/20; 7/5; 6/4; ; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 41/25; 15/11; 6/4; ; ; 7/5; 7/5; 
