META; english/non-league/national-league/tranmere-v-york; 2016-11-27 16:23:53 GMT+2; 2016-12-03 15:00; e70300-dr003
Tranmere; 2/5; ; ; ; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; ; ; 7/2; ; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
York; 13/2; ; ; ; 7; ; 7; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-york; 2016-11-27 20:24:41 GMT+2; 2016-12-03 15:00; e70300-dr003
Tranmere; 2/5; ; ; ; 2/5; ; 2/5; ; ; ; 2/5; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; ; ; 18/5; ; 18/5; ; ; ; 17/5; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
York; 13/2; ; ; ; 7; ; 7; ; ; ; 13/2; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-york; 2016-11-28 00:22:56 GMT+2; 2016-12-03 15:00; e70300-dr003
Tranmere; 2/5; ; ; ; 2/5; ; 2/5; ; ; ; 2/5; ; 4/11; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; ; ; ; 18/5; ; 18/5; ; ; ; 17/5; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; 
York; 13/2; ; ; ; 7; ; 7; ; ; ; 13/2; ; 15/2; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-york; 2016-11-28 04:22:36 GMT+2; 2016-12-03 15:00; e70300-dr003
Tranmere; 2/5; ; ; ; 2/5; ; 2/5; ; ; ; 2/5; ; 4/11; ; ; 2/5; ; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; 
