META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 00:23:34 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 04:24:29 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 08:24:59 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 12:25:57 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 16:25:26 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; ; ; ; ; 8/11; ; 8/11; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; ; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 13/5; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 5/2; 5/2; ; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; ; ; ; ; 4; ; 19/5; ; 18/5; ; ; ; ; ; ; ; 7/2; 18/5; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 20:23:58 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; ; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; ; 4/6; ; 4/6; 4/6; ; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; ; 5/2; ; 5/2; 5/2; ; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; ; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; ; 62/17; ; 7/2; 62/17; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-06 00:22:26 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; ; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 4/6; ; 4/6; 4/6; ; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 5/2; ; 5/2; 5/2; ; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; ; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 62/17; ; 7/2; 62/17; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-06 04:22:11 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; ; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 4/6; ; 4/6; 4/6; ; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 5/2; ; 5/2; 5/2; ; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; ; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 62/17; ; 7/2; 62/17; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-06 08:22:35 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; ; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 4/6; ; 4/6; 4/6; ; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 5/2; ; 5/2; 5/2; ; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; ; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 62/17; ; 7/2; 62/17; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-06 12:23:05 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; ; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 4/6; 11/17; 4/6; 4/6; ; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 5/2; 13/5; 5/2; 5/2; ; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; ; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 62/17; 7/2; 7/2; 62/17; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-06 16:23:41 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; 8/11; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 4/6; 11/17; 4/6; 4/6; 4/5; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; 18/5; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 62/17; 7/2; 7/2; 62/17; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-06 20:23:26 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; 8/11; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 9/13; 11/17; 4/6; 9/13; 4/5; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; 18/5; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 37/10; 7/2; 7/2; 37/10; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-07 00:22:24 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; 8/11; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 9/13; 11/17; 4/6; 9/13; 4/5; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; 18/5; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 37/10; 7/2; 7/2; 37/10; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-07 04:22:24 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; 8/11; ; 8/11; ; 8/11; ; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 9/13; 11/17; 4/6; 9/13; 4/5; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; ; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; 18/5; ; 4; ; 4; ; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 37/10; 7/2; 7/2; 37/10; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-07 08:22:59 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; 8/11; ; 8/11; ; 8/11; 4/6; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 9/13; 11/17; 4/6; 9/13; 4/5; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; 18/5; ; 4; ; 4; 7/2; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 37/10; 7/2; 7/2; 37/10; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-07 12:23:43 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 8/11; 8/11; 8/11; ; 8/11; ; 8/11; 4/6; 8/11; ; 7/10; 4/6; ; ; ; 8/11; 9/13; 11/17; 4/6; 9/13; 4/5; ; 7/10; ; ; ; ; 
Draw; 13/5; 5/2; 13/5; ; 13/5; ; 13/5; 13/5; 13/5; ; 13/5; 12/5; ; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 15/4; 16/5; 18/5; ; 4; ; 4; 7/2; 19/5; ; 18/5; 15/4; ; ; ; 7/2; 37/10; 7/2; 7/2; 37/10; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-07 16:23:29 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; 8/11; 4/6; ; 8/11; 13/20; 7/10; 4/6; 4/6; 7/10; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 4/6; 4/5; ; 7/10; ; ; ; ; 
Draw; 11/4; 5/2; 5/2; ; 13/5; 12/5; 27/10; 11/4; 13/5; 13/5; 5/2; 23/10; 53/20; ; 13/5; 27/10; 13/5; 13/5; 5/2; 13/5; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 4; 16/5; 4; ; 4; 18/5; 4; 7/2; 19/5; 15/4; 19/5; 15/4; 15/4; ; 15/4; 7/2; 19/5; 7/2; 7/2; 19/5; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-07 20:25:01 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; 8/11; 4/6; 4/6; 8/11; 13/20; 7/10; 4/6; 4/6; 7/10; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 4/6; 4/5; ; 7/10; ; ; ; ; 
Draw; 11/4; 5/2; 5/2; 5/2; 13/5; 12/5; 27/10; 11/4; 13/5; 13/5; 5/2; 23/10; 53/20; ; 13/5; 13/5; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 4; 18/5; 4; 19/5; 4; 18/5; 4; 7/2; 19/5; 15/4; 19/5; 15/4; 15/4; ; 15/4; 4; 19/5; 7/2; 7/2; 19/5; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-08 00:22:03 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; ; 4/6; 4/6; 8/11; 13/20; 7/10; 4/6; 4/6; 7/10; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 4/6; 4/5; ; 7/10; ; ; ; ; 
Draw; 11/4; ; 5/2; 5/2; 13/5; 12/5; 27/10; 11/4; 13/5; 13/5; 5/2; 23/10; 53/20; ; 13/5; 27/10; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 4; ; 4; 19/5; 4; 18/5; 4; 7/2; 19/5; 15/4; 19/5; 15/4; 15/4; ; 15/4; 7/2; 19/5; 7/2; 7/2; 19/5; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-08 04:21:47 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; ; 4/6; 4/6; 8/11; 13/20; 7/10; 4/6; 4/6; 7/10; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 4/6; 4/5; ; 7/10; ; ; ; ; 
Draw; 11/4; ; 5/2; 5/2; 13/5; 12/5; 27/10; 11/4; 13/5; 13/5; 5/2; 23/10; 53/20; ; 13/5; 27/10; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 4; ; 4; 19/5; 4; 18/5; 4; 7/2; 19/5; 15/4; 19/5; 15/4; 15/4; ; 15/4; 7/2; 19/5; 7/2; 7/2; 19/5; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-08 08:21:50 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; ; 4/6; 4/6; 8/11; 13/20; 7/10; 4/6; 4/6; 7/10; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 9/13; 4/5; ; 7/10; ; ; ; ; 
Draw; 11/4; ; 5/2; 5/2; 13/5; 12/5; 27/10; 11/4; 13/5; 13/5; 5/2; 23/10; 53/20; ; 13/5; 27/10; 28/11; 13/5; 5/2; 13/5; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 4; ; 4; 19/5; 4; 18/5; 4; 7/2; 19/5; 15/4; 19/5; 15/4; 15/4; ; 15/4; 7/2; 19/5; 7/2; 7/2; 62/17; 39/10; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-08 12:24:03 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; ; ; 4/6; 8/11; 13/20; 7/10; 4/6; ; ; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 4/6; 79/100; ; 7/10; ; ; ; ; 
Draw; 11/4; ; ; 5/2; 13/5; 12/5; 27/10; 11/4; ; ; 5/2; 23/10; 53/20; ; 13/5; 27/10; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; ; ; 
Maidstone; 4; ; ; 19/5; 4; 18/5; 4; 7/2; ; ; 19/5; 15/4; 15/4; ; 15/4; 7/2; 19/5; 7/2; 7/2; 19/5; 4; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-08 16:17:26 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; 4/6; ; ; 4/6; 8/11; 13/20; 7/10; 4/6; ; ; 7/10; 4/6; 7/10; ; 8/11; 7/10; 4/6; 11/17; 4/6; 4/6; 79/100; ; 7/10; ; ; 1/50; ; 
Draw; 11/4; ; ; 5/2; 13/5; 12/5; 27/10; 11/4; ; ; 5/2; 23/10; 53/20; ; 13/5; 27/10; 28/11; 13/5; 5/2; 28/11; 11/4; ; 5/2; ; ; 2/9; ; 
Maidstone; 4; ; ; 19/5; 4; 18/5; 4; 7/2; ; ; 19/5; 15/4; 15/4; ; 15/4; 7/2; 19/5; 7/2; 7/2; 19/5; 4; ; 15/4; ; ; 1/50; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-08 20:21:22 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; ; ; ; 4/6; 8/11; 13/20; 7/10; 4/6; ; ; 7/10; 4/6; 7/10; ; ; 7/10; 5/7; 11/17; 4/6; 5/7; ; ; ; ; ; ; ; 
Draw; ; ; ; 5/2; 13/5; 12/5; 27/10; 11/4; ; ; 5/2; 23/10; 53/20; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; ; ; ; ; ; ; ; 
Maidstone; ; ; ; 19/5; 4; 18/5; 4; 7/2; ; ; 19/5; 15/4; 15/4; ; ; 4; 19/5; 7/2; 7/2; 19/5; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-09 00:21:51 GMT+2; 2017-03-11 15:00; e70300-dr003
Macclesfield; ; ; ; 4/6; 8/11; 13/20; 7/10; 4/6; ; ; 7/10; 4/6; 7/10; ; ; 7/10; 5/7; 11/17; 4/6; 5/7; ; ; ; ; ; ; ; 
Draw; ; ; ; 5/2; 13/5; 12/5; 27/10; 11/4; ; ; 5/2; 23/10; 53/20; ; ; 13/5; 28/11; 13/5; 5/2; 28/11; ; ; ; ; ; ; ; 
