META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-18 04:22:24 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 5/6; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 28/11; 27/10; 27/10; 27/10; 28/11; 53/20; 23/10; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 10/3; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 10/3; 7/2; 7/2; 37/10; 7/2; 29/10; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-24 00:23:06 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 5/6; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 28/11; 27/10; 27/10; 27/10; 28/11; 53/20; 23/10; 27/10; ; ; 12/5; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 10/3; 7/2; 7/2; 37/10; 7/2; 29/10; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-24 04:23:03 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 28/11; 27/10; 27/10; 27/10; 28/11; 53/20; 23/10; 27/10; ; ; 12/5; 12/5; 
Macclesfield; 10/3; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 10/3; 7/2; 7/2; 37/10; 7/2; 29/10; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-24 08:22:59 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 4/6; 8/11; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 28/11; 27/10; 13/5; 27/10; 28/11; 53/20; 23/10; 27/10; ; ; 12/5; 12/5; 
Macclesfield; 10/3; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 10/3; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-24 12:23:27 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 4/6; 4/6; 
Draw; 14/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 28/11; 27/10; 13/5; 27/10; 28/11; 53/20; 23/10; 27/10; ; ; 12/5; 9/4; 
Macclesfield; 10/3; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 10/3; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-24 16:24:08 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 8/11; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 12/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 23/10; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 10/3; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-24 20:23:06 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 27/11; 27/10; 13/5; 27/10; 27/11; 53/20; 23/10; 27/10; ; ; 12/5; 12/5; 
Macclesfield; 18/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 19/5; 7/2; 3; 7/2; 19/5; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-25 00:23:15 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 4/6; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-25 04:23:16 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 18/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-25 08:23:17 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; ; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; ; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 18/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; ; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-25 12:23:13 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-25 16:36:03 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 18/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-25 20:23:35 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-26 00:23:35 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 18/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; ; 7/2; 7/2; 7/2; 37/10; 7/2; 3; 7/2; 37/10; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-26 04:23:24 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 23/10; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 62/17; 7/2; 3; 7/2; 62/17; 79/20; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-26 08:23:35 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 5/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 4/5; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 41/50; 8/11; 3/4; ; ; 8/11; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 5/2; 12/5; 
Macclesfield; 11/5; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 62/17; 7/2; 3; 7/2; 62/17; 79/20; 7/2; 7/2; ; ; 7/2; 7/2; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-26 12:24:50 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 11/8; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 4/5; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 21/25; 8/11; 3/4; ; ; 4/5; 8/11; 
Draw; 9/4; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 12/5; 27/10; ; ; 13/5; 12/5; 
Macclesfield; 2; 18/5; 37/10; 10/3; 18/5; 3; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; ; 7/2; 7/2; 7/2; 62/17; 7/2; 3; 7/2; 62/17; 19/5; 7/2; 7/2; ; ; 7/2; 10/3; 
META; english/non-league/national-league/tranmere-v-macclesfield; 2016-12-26 16:25:25 GMT+2; 2016-12-26 15:00; e70300-dr003
Tranmere; 3/4; 3/4; 3/4; 8/11; 4/5; 7/10; 3/4; 8/11; 4/5; 4/5; 4/5; 4/5; ; 3/4; 4/5; 4/5; 14/19; 3/4; 13/18; 8/11; 14/19; 21/25; 4/5; 3/4; ; ; 4/5; 4/5; 
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; ; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 27/10; 5/2; 53/20; 5/2; 27/10; ; ; 5/2; 5/2; 
Macclesfield; 18/5; 18/5; 37/10; 10/3; 18/5; 16/5; 19/5; 7/2; 7/2; 7/2; 7/2; 7/2; ; 17/5; 7/2; 7/2; 18/5; 7/2; 3; 7/2; 18/5; 19/5; 10/3; 7/2; ; ; 7/2; 7/2; 
