META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-20 16:26:19 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 12/5; ; ; ; 5/2; ; 5/2; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-20 20:25:44 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 21/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 12/5; ; ; ; 12/5; ; 5/2; ; ; ; 12/5; ; 47/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-21 00:24:07 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 21/10; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 12/5; ; ; ; 12/5; ; 5/2; ; ; ; 12/5; ; 47/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-21 04:24:00 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 21/10; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 12/5; ; ; ; 12/5; ; 5/2; ; ; ; 12/5; ; 47/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-21 08:24:17 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 21/10; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 12/5; ; ; ; 12/5; ; 5/2; ; ; ; 12/5; ; 47/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-21 12:24:38 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 21/10; ; 23/10; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 12/5; ; ; ; 12/5; ; 5/2; ; ; ; 12/5; ; 47/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-aldershot; 2016-11-21 16:24:41 GMT+2; 2016-11-26 15:00; e70300-dr003
Sutton Utd; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; 11/10; 1; ; ; ; 1; ; ; ; ; ; ; ; 
