META; english/non-league/national-league/sutton-v-gateshead; 2017-04-10 16:43:57 GMT+3; 2017-04-14 15:00; e70300-dr003
Sutton; 11/8; 11/8; ; ; 7/5; ; 7/5; ; 7/5; ; 27/20; 5/4; 27/20; ; ; 11/8; 23/17; 13/10; 27/20; 23/17; 29/20; ; 23/17; ; 23/17; ; ; ; 
Gateshead; 15/8; 17/10; ; ; 15/8; ; 15/8; ; 15/8; ; 9/5; 17/10; 37/20; ; ; 9/5; 9/5; 7/4; 9/5; 9/5; 97/50; ; 9/5; ; 9/5; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; 12/5; ; 9/4; 12/5; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; ; ; 
META; english/non-league/national-league/sutton-v-gateshead; 2017-04-11 12:58:28 GMT+3; 2017-04-14 15:00; e70300-dr003
Sutton; 11/8; 11/8; 27/20; ; 7/5; ; 7/5; 13/10; 7/5; ; 27/20; 5/4; 27/20; ; ; 11/8; 23/17; 13/10; 27/20; 23/17; 29/20; ; 23/17; ; 23/17; ; ; ; 
Gateshead; 15/8; 17/10; 37/20; ; 15/8; ; 15/8; 9/5; 15/8; ; 9/5; 17/10; 37/20; ; ; 9/5; 9/5; 7/4; 9/5; 9/5; 97/50; ; 9/5; ; 9/5; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; 23/10; 12/5; ; 9/4; 12/5; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; ; ; 
META; english/non-league/national-league/sutton-v-gateshead; 2017-04-12 12:29:54 GMT+3; 2017-04-14 15:00; e70300-dr003
Sutton; 11/8; 11/8; 11/8; 29/20; 29/20; ; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 11/8; 7/5; 149/100; 9/7; 11/8; ; 11/8; ; ; 27/20; 
Gateshead; 19/10; 17/10; 37/20; 17/10; 15/8; ; 19/10; 9/5; 9/5; 19/10; 9/5; 7/4; 9/5; 9/5; 9/5; 15/8; 24/13; 7/4; 7/4; 24/13; 48/25; 17/10; 7/4; ; 7/4; ; ; 17/10; 
Draw; 12/5; 23/10; 9/4; 11/5; 23/10; ; 12/5; 23/10; 23/10; 9/4; 9/4; 21/10; 23/10; 21/10; 12/5; 23/10; 9/4; 11/5; 9/4; 9/4; 51/20; 12/5; 9/4; ; 9/4; ; ; 21/10; 
