META; english/non-league/national-league/bromley-v-barrow; 2017-04-10 16:43:35 GMT+3; 2017-04-14 15:00; e70300-dr003
Barrow; 11/10; 13/10; 21/20; ; 11/10; ; 23/20; ; 11/10; ; 21/20; 11/10; 21/20; ; ; 15/13; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; ; ; 
Bromley; 12/5; 9/5; 47/20; ; 5/2; ; 23/10; ; 12/5; ; 23/10; 21/10; 12/5; ; ; 9/4; 23/10; 21/10; 23/10; 23/10; 12/5; ; 23/10; ; 23/10; ; ; ; 
Draw; 12/5; 23/10; 47/20; ; 12/5; ; 12/5; ; 12/5; ; 23/10; 11/5; 12/5; ; ; 12/5; 23/10; 11/5; 9/4; 23/10; 13/5; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-barrow; 2017-04-11 12:58:08 GMT+3; 2017-04-14 15:00; e70300-dr003
Barrow; 11/10; 5/4; 21/20; ; 11/10; ; 11/10; 1; 11/10; ; 21/20; 1; 21/20; ; ; 11/10; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; ; ; 
Bromley; 12/5; 2; 47/20; ; 5/2; ; 12/5; 23/10; 12/5; ; 23/10; 11/5; 12/5; ; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; 23/10; ; 23/10; ; ; ; 
Draw; 12/5; 23/10; 47/20; ; 12/5; ; 12/5; 23/10; 12/5; ; 23/10; 23/10; 12/5; ; ; 12/5; 23/10; 11/5; 9/4; 23/10; 13/5; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-barrow; 2017-04-12 12:29:25 GMT+3; 2017-04-14 15:00; e70300-dr003
Barrow; 21/20; 5/4; 11/10; 11/10; 23/20; ; 23/20; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 11/10; 59/50; 19/17; 15/14; ; 15/14; ; ; 10/11; 
Bromley; 5/2; 2; 9/4; 11/5; 23/10; ; 23/10; 23/10; 23/10; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 21/10; 9/4; 23/10; 5/2; 57/29; 9/4; ; 9/4; ; ; 19/10; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; ; 12/5; 23/10; 12/5; 12/5; 23/10; 11/5; 12/5; 9/4; 12/5; 12/5; 40/17; 11/5; 23/10; 40/17; 51/20; 27/11; 40/17; ; 40/17; ; ; 19/10; 
