META; english/non-league/national-league/wrexham-v-maidstone; 2017-04-10 16:44:09 GMT+3; 2017-04-14 15:00; e70300-dr003
Wrexham; 6/5; 11/10; 23/20; ; 6/5; ; 6/5; ; 6/5; ; 23/20; 11/10; 23/20; ; ; 6/5; 15/13; 15/13; 6/5; 15/13; 5/4; ; 6/5; ; 6/5; ; ; ; 
Maidstone; 9/4; 11/5; 43/20; ; 9/4; ; 9/4; ; 9/4; ; 21/10; 2; 9/4; ; ; 11/5; 28/13; 2; 21/10; 28/13; 119/50; ; 21/10; ; 21/10; ; ; ; 
Draw; 23/10; 23/10; 23/10; ; 12/5; ; 12/5; ; 23/10; ; 23/10; 23/10; 23/10; ; ; 23/10; 11/5; 11/5; 11/5; 11/5; 5/2; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-maidstone; 2017-04-11 12:58:37 GMT+3; 2017-04-14 15:00; e70300-dr003
Wrexham; 6/5; 11/10; 23/20; ; 6/5; ; 6/5; 11/10; 6/5; ; 23/20; 11/10; 23/20; ; ; 6/5; 15/13; 15/13; 6/5; 15/13; 5/4; ; 6/5; ; 6/5; ; ; ; 
Maidstone; 9/4; 11/5; 43/20; ; 9/4; ; 11/5; 21/10; 9/4; ; 21/10; 2; 9/4; ; ; 11/5; 28/13; 2; 21/10; 28/13; 119/50; ; 21/10; ; 21/10; ; ; ; 
Draw; 23/10; 23/10; 23/10; ; 12/5; ; 12/5; 23/10; 23/10; ; 23/10; 23/10; 23/10; ; ; 23/10; 9/4; 11/5; 11/5; 9/4; 5/2; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-maidstone; 2017-04-12 12:30:06 GMT+3; 2017-04-14 15:00; e70300-dr003
Wrexham; 23/20; 11/10; 23/20; 23/20; 6/5; ; 6/5; 11/10; 6/5; 6/5; 6/5; 23/20; 23/20; 23/20; 23/20; 6/5; 15/13; 15/13; 23/20; 15/13; 5/4; 19/16; 7/6; ; 7/6; ; ; 21/20; 
Maidstone; 12/5; 11/5; 43/20; 21/10; 9/4; ; 9/4; 21/10; 9/4; 23/10; 21/10; 21/10; 11/5; 2; 23/10; 11/5; 11/5; 2; 21/10; 11/5; 119/50; 79/40; 28/13; ; 28/13; ; ; 21/10; 
Draw; 23/10; 23/10; 9/4; 23/10; 12/5; ; 12/5; 23/10; 23/10; 23/10; 9/4; 21/10; 47/20; 9/4; 23/10; 23/10; 23/10; 11/5; 9/4; 23/10; 5/2; 9/4; 9/4; ; 9/4; ; ; 11/5; 
