META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-10 00:22:06 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 00:23:39 GMT+2; 2017-02-14 19:45; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 04:22:51 GMT+2; 2017-02-14 19:45; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 08:23:10 GMT+2; 2017-02-14 19:45; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 12:27:18 GMT+2; 2017-02-14 19:45; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 16:28:57 GMT+2; 2017-02-14 19:45; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 20:24:12 GMT+2; 2017-02-14 19:45; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 00:24:02 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 6/10; 8/11; ; 4/6; ; ; 4/6; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 14/5; 11/4; ; 11/4; ; ; 14/5; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Braintree Town; 9/2; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 04:23:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 6/10; 8/11; ; 4/6; 4/6; ; 4/6; 8/13; 8/13; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 14/5; 11/4; ; 11/4; 29/10; ; 14/5; 11/4; 14/5; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Braintree Town; 9/2; 16/5; ; 10/3; 4; ; 4; 4; 9/2; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 08:23:10 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 6/10; 8/11; ; 4/6; 4/6; ; 13/20; 8/13; 8/13; ; ; ; 3/5; ; ; ; 8/13; ; ; 8/13; ; ; ; ; ; 1/33; ; 
Draw; 14/5; 11/4; ; 11/4; 29/10; ; 29/10; 11/4; 14/5; ; ; ; 11/4; ; ; ; 14/5; ; ; 14/5; ; ; ; ; ; 11/5; ; 
Braintree Town; 9/2; 16/5; ; 10/3; 4; ; 4; 4; 9/2; ; ; ; 9/2; ; ; ; 4; ; ; 4; ; ; ; ; ; 1/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 12:24:28 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 6/10; 8/11; ; 4/6; ; ; 8/13; 8/13; 8/13; ; ; 8/13; 3/5; ; ; ; 11/18; ; 4/7; 11/18; 13/20; ; 3/5; ; ; 1/33; ; 
Draw; 14/5; 11/4; ; 11/4; ; ; 14/5; 11/4; 14/5; ; ; 14/5; 11/4; ; ; ; 37/13; ; 11/4; 37/13; 3; ; 11/4; ; ; 11/5; ; 
Braintree Town; 9/2; 16/5; ; 10/3; ; ; 9/2; 4; 9/2; ; ; 10/3; 9/2; ; ; ; 17/4; ; 4; 17/4; 49/10; ; 41/10; ; ; 1/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 16:25:00 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 6/10; 8/11; 4/7; 4/6; ; ; 13/20; 8/13; 4/6; 7/10; 4/6; 8/13; 4/6; ; 7/10; ; 11/17; ; 8/13; 11/17; 13/20; ; 11/17; ; ; 1/33; ; 
Draw; 14/5; 11/4; 29/10; 11/4; ; ; 3; 11/4; 14/5; 14/5; 27/10; 14/5; 29/10; ; 14/5; ; 14/5; ; 27/10; 14/5; 3; ; 27/10; ; ; 11/5; ; 
Braintree Town; 9/2; 16/5; 4; 10/3; ; ; 21/5; 4; 7/2; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 75/19; ; 7/2; 75/19; 49/10; ; 37/10; ; ; 1/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 20:24:37 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 7/10; 8/11; 8/11; 4/6; ; ; 3/4; 8/13; 4/6; 3/4; 8/11; 8/11; 7/10; ; 3/4; ; 9/13; ; 8/13; 9/13; 7/10; 3/4; 11/17; ; ; 8/13; ; 
Draw; 11/4; 11/4; 27/10; 11/4; ; ; 3; 11/4; 14/5; 14/5; 27/10; 12/5; 14/5; ; 14/5; ; 14/5; ; 27/10; 14/5; 3; 27/10; 27/10; ; ; 23/10; ; 
Braintree Town; 15/4; 16/5; 10/3; 10/3; ; ; 17/5; 7/2; 7/2; 10/3; 10/3; 16/5; 7/2; ; 16/5; ; 62/17; ; 7/2; 62/17; 43/10; 14/5; 37/10; ; ; 14/5; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 00:23:01 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 7/10; 8/11; 3/4; 4/5; ; ; 3/4; 4/6; 8/11; 3/4; 8/11; 7/10; 8/11; ; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 13/5; 11/4; ; ; 3; 13/5; 14/5; 14/5; 13/5; 12/5; 11/4; ; 14/5; ; 45/17; 13/5; 27/10; 45/17; 29/10; 27/10; 27/10; ; ; 5/2; ; 
Braintree Town; 15/4; 16/5; 10/3; 16/5; ; ; 17/5; 7/2; 10/3; 10/3; 13/4; 10/3; 10/3; ; 16/5; ; 18/5; 10/3; 7/2; 18/5; 4; 14/5; 37/10; ; ; 3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 04:22:21 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 8/11; 3/4; 3/4; ; ; 8/11; 4/6; 8/11; 3/4; 8/11; 7/10; 3/4; 8/11; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 5/2; 11/4; ; ; 11/4; 13/5; 11/4; 13/5; 5/2; 13/5; 27/10; 5/2; 13/5; ; 45/17; 5/2; 27/10; 45/17; 29/10; 27/10; 27/10; ; ; 11/4; ; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 7/2; 16/5; 10/3; 4; 7/2; ; 37/10; 17/5; 7/2; 37/10; 4; 14/5; 37/10; ; ; 10/3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 08:22:21 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 8/11; 3/4; 3/4; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 7/10; ; 3/4; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 5/2; 11/4; ; ; 11/4; 13/5; 11/4; 13/5; 5/2; 13/5; ; 12/5; 13/5; ; 45/17; 5/2; 27/10; 45/17; 29/10; 27/10; 27/10; ; ; 11/4; ; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 17/5; 16/5; ; 15/4; 7/2; ; 37/10; 17/5; 7/2; 37/10; 4; 14/5; 37/10; ; ; 10/3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 12:23:37 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 8/11; 3/4; 3/4; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 7/10; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 5/2; 11/4; ; ; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 13/5; ; 45/17; 5/2; 27/10; 45/17; 29/10; 27/10; 27/10; ; ; 14/5; ; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 15/4; 16/5; 10/3; 15/4; 7/2; ; 62/17; 17/5; 7/2; 62/17; 4; 14/5; 37/10; ; ; 10/3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 16:24:02 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 8/11; 3/4; 4/5; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 11/4; 5/2; 5/2; ; ; 11/4; 13/5; 11/4; 13/5; 11/4; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 14/5; 12/5; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 15/4; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 10/3; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 20:24:53 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 8/11; 3/4; 4/5; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 11/4; 5/2; 5/2; ; ; 11/4; 13/5; 11/4; 13/5; 11/4; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 15/4; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 10/3; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 00:22:48 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 3/4; 3/4; 4/5; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; ; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 4/5; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; ; ; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; ; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; ; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 7/2; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 04:22:48 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 3/4; 3/4; 4/5; 8/11; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; ; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 18/5; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 7/2; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 08:22:44 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 3/4; 3/4; 4/5; 8/11; ; 3/4; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 13/5; 5/2; 14/5; ; 14/5; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 11/4; 27/10; ; ; 11/4; 13/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; 15/4; 7/2; ; 18/5; 17/5; 3; 18/5; 19/5; 13/4; 3; ; ; 7/2; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 12:24:39 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 3/4; 8/11; 4/5; 8/11; ; 3/4; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 4/5; 8/11; 
Draw; 11/4; 13/5; 13/5; 5/2; 14/5; ; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 5/2; 13/5; 11/4; 11/4; 5/2; ; ; 11/4; 13/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; 19/5; 7/2; ; 18/5; 17/5; 10/3; 18/5; 19/5; 13/4; 57/17; ; ; 7/2; 7/2; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 16:24:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 3/4; 3/4; 4/5; 4/5; ; 3/4; 4/6; 8/11; 3/4; 4/5; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; ; ; ; 4/5; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 13/5; ; 11/4; 13/5; 11/4; 13/5; 13/5; 5/2; 27/10; 5/2; 13/5; ; 13/5; 5/2; 5/2; 13/5; 11/4; 11/4; ; ; ; 11/4; 13/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; 16/5; 10/3; 19/5; 7/2; ; 18/5; 17/5; 10/3; 18/5; 19/5; 13/4; ; ; ; 7/2; 7/2; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 20:24:34 GMT+2; 2017-02-14 19:45; e70300-dr003
Eastleigh; 8/11; 3/4; 3/4; 4/5; 4/5; ; 3/4; 4/6; 4/5; 3/4; 4/5; 8/11; 10/13; 3/4; 3/4; ; 14/19; 4/6; 8/11; 14/19; 4/5; 4/5; ; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 13/5; ; 11/4; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; ; 13/5; 5/2; 5/2; 13/5; 11/4; 45/17; ; ; ; 27/10; 13/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 7/2; ; 7/2; 7/2; 10/3; 7/2; 7/2; 16/5; 10/3; 15/4; 7/2; ; 7/2; 17/5; 10/3; 7/2; 19/5; 16/5; ; ; ; 7/2; 7/2; 
