META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-16 00:22:10 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 6/5; 27/20; 13/10; 13/10; 6/5; 7/5; 13/10; 7/5; ; 11/8; 6/5; 11/8; 27/20; ; ; 13/10; 13/10; 5/4; 13/10; 23/17; 6/4; ; ; 6/5; ; 
North Ferriby Utd; 15/8; 19/10; 37/20; 17/10; 15/8; 15/8; 15/8; 15/8; 15/8; ; 15/8; 7/4; 9/5; 19/10; ; ; 15/8; 19/10; 9/5; 19/10; 19/10; 33/16; ; ; 13/8; ; 
Draw; 12/5; 9/4; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 23/10; ; 12/5; 9/4; 9/4; 23/10; ; ; 12/5; 9/4; 11/5; 9/4; 23/10; 40/17; ; ; 21/10; ; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-18 16:22:51 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 11/8; 11/8; 13/10; 13/10; 5/4; 7/5; 13/10; 7/5; 13/10; 7/5; 6/5; 11/8; 27/20; ; 11/8; 13/10; 13/10; 5/4; 13/10; 23/17; 6/4; ; ; 5/4; ; 
North Ferriby Utd; 15/8; 9/5; 9/5; 7/4; 15/8; 7/4; 9/5; 15/8; 15/8; 19/10; 15/8; 7/4; 7/4; 9/5; ; 15/8; 15/8; 19/10; 9/5; 19/10; 24/13; 33/16; ; ; 9/5; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 12/5; 9/4; 12/5; 9/4; 23/10; 12/5; ; 23/10; 12/5; 9/4; 11/5; 9/4; 23/10; 40/17; ; ; 9/4; ; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-18 20:20:55 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 11/8; 11/8; 13/10; 7/5; 5/4; 7/5; 13/10; 7/5; ; 7/5; 6/5; 11/8; 27/20; ; 11/8; 11/8; 13/10; 5/4; ; 23/17; 6/4; ; ; 27/20; 11/8; 
North Ferriby Utd; 15/8; 9/5; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 15/8; ; 15/8; 7/4; 7/4; 9/5; ; 15/8; 9/5; 19/10; 9/5; ; 24/13; 33/16; ; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; 12/5; ; 12/5; 9/4; 23/10; 12/5; ; 23/10; 9/4; 9/4; 11/5; ; 23/10; 40/17; ; ; 9/4; 11/5; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-19 00:21:41 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 11/8; 11/8; 5/4; 7/5; 5/4; 7/5; 13/10; 7/5; 13/10; 7/5; 6/5; 11/8; 27/20; ; 11/8; 11/8; 13/10; 5/4; ; 23/17; 6/4; 23/17; ; 27/20; 11/8; 
North Ferriby Utd; 15/8; 9/5; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 15/8; 19/10; 9/5; 7/4; 7/4; 9/5; ; 15/8; 15/8; 19/10; 9/5; ; 24/13; 33/16; 24/13; ; 9/5; 7/4; 
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; 9/4; 12/5; 9/4; 23/10; 12/5; ; 23/10; 9/4; 9/4; 11/5; ; 40/17; 40/17; 12/5; ; 9/4; 11/5; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-19 04:20:52 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 11/8; 11/8; 5/4; 7/5; 5/4; 7/5; 13/10; 7/5; ; 7/5; 7/5; 11/8; 27/20; 11/8; 11/8; 11/8; 13/10; 5/4; 13/10; ; 6/4; 23/17; ; 27/20; 11/8; 
North Ferriby Utd; 15/8; 9/5; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 15/8; ; 9/5; 15/8; 7/4; 9/5; 15/8; 15/8; 15/8; 19/10; 9/5; 19/10; ; 33/16; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; ; 40/17; 12/5; ; 9/4; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-19 08:21:14 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 11/8; 11/8; 5/4; 7/5; 5/4; 7/5; 13/10; 7/5; ; 7/5; 7/5; 11/8; 27/20; 11/8; 11/8; 11/8; 13/10; 5/4; ; ; 6/4; 23/17; ; 27/20; 11/8; 
North Ferriby Utd; 15/8; 9/5; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 15/8; ; 9/5; 15/8; 7/4; 9/5; 15/8; 15/8; 9/5; 19/10; 9/5; ; ; 33/16; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 9/4; 9/4; 11/5; ; ; 40/17; 12/5; ; 9/4; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-19 12:20:55 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 11/8; 11/8; 11/8; 5/4; 7/5; 5/4; 7/5; 13/10; 7/5; 13/10; 7/5; 7/5; 11/8; 27/20; ; 11/8; 11/8; 13/10; 5/4; 13/10; ; 6/4; 23/17; ; 27/20; 11/8; 
North Ferriby Utd; 15/8; 9/5; 9/5; 17/10; 9/5; 7/4; 9/5; 15/8; 15/8; 19/10; 9/5; 15/8; 7/4; 9/5; ; 15/8; 9/5; 19/10; 9/5; 19/10; ; 33/16; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 11/5; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; ; 23/10; 9/4; 9/4; 11/5; 9/4; ; 40/17; 12/5; ; 9/4; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-19 16:21:44 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 11/8; 5/4; 6/5; 13/10; 5/4; 13/10; 13/10; 13/10; ; 13/10; 27/20; 5/4; 13/10; ; 5/4; 11/8; 13/10; 5/4; 13/10; 23/17; 6/4; 23/17; ; 13/10; 11/8; 
North Ferriby Utd; 21/10; 9/5; 39/20; 9/5; 15/8; 7/4; 19/10; 15/8; 2; ; 2; 21/10; 11/5; 15/8; ; 2; 9/5; 19/10; 9/5; 19/10; 24/13; 33/16; 17/10; ; 19/10; 9/5; 
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; 23/10; ; 12/5; 23/10; 23/10; 12/5; ; 12/5; 9/4; 9/4; 11/5; 9/4; 40/17; 40/17; 13/5; ; 23/10; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-19 20:22:16 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 11/8; 5/4; 6/5; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 27/20; 5/4; 13/10; ; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 6/4; 23/17; ; 5/4; 5/4; 
North Ferriby Utd; 21/10; 9/5; 39/20; 9/5; 19/10; 7/4; 19/10; 15/8; 2; 19/10; 2; 21/10; 11/5; 15/8; ; 2; 2; 19/10; 9/5; 19/10; 2; 33/16; 17/10; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 12/5; ; 12/5; 9/4; 9/4; 11/5; 9/4; 40/17; 40/17; 13/5; ; 23/10; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-20 00:22:36 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 11/8; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 13/10; ; 5/4; 13/10; 5/4; 5/4; ; 5/4; 13/10; 13/10; 5/4; ; 5/4; 6/4; 23/17; ; 5/4; 5/4; 
North Ferriby Utd; 21/10; 9/5; 39/20; 19/10; 19/10; 7/4; 2; 15/8; 2; ; 2; 21/10; 11/5; 39/20; ; 2; 2; 19/10; 9/5; ; 2; 33/16; 17/10; ; 19/10; 19/10; 
Draw; 12/5; 23/10; 23/10; 9/4; 23/10; 11/5; 5/2; 23/10; 23/10; ; 12/5; 23/10; 23/10; 49/20; ; 12/5; 9/4; 9/4; 11/5; ; 40/17; 40/17; 13/5; ; 12/5; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-20 04:22:35 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; ; 5/4; 5/4; 13/10; 5/4; 13/10; 6/5; 16/11; 23/17; ; 5/4; 5/4; 
North Ferriby Utd; 21/10; 19/10; 39/20; 19/10; 2; 7/4; 2; 15/8; 2; 19/10; 21/10; 21/10; 11/5; 39/20; ; 2; 2; 19/10; 9/5; 19/10; 21/10; 36/17; 17/10; ; 2; 19/10; 
Draw; 12/5; 12/5; 23/10; 9/4; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; 12/5; ; 12/5; 9/4; 9/4; 11/5; 9/4; 40/17; 26/11; 13/5; ; 5/2; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-20 08:21:41 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; ; 5/4; 5/4; 13/10; 5/4; 13/10; 6/5; 16/11; 5/4; ; 5/4; 6/5; 
North Ferriby Utd; 21/10; 19/10; 2; 19/10; 2; 7/4; 2; 15/8; 2; 19/10; 21/10; 21/10; 11/5; 39/20; ; 2; 2; 19/10; 9/5; 19/10; 21/10; 36/17; 24/13; ; 2; 19/10; 
Draw; 12/5; 12/5; 23/10; 9/4; 23/10; 11/5; 5/2; 23/10; 23/10; 9/4; 12/5; 12/5; 23/10; 12/5; ; 12/5; 9/4; 9/4; 11/5; 9/4; 40/17; 26/11; 13/5; ; 5/2; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-20 12:21:34 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; ; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 39/29; 13/11; ; 5/4; 5/4; 
North Ferriby Utd; 21/10; 19/10; 2; 19/10; 2; 7/4; 2; 15/8; 2; 19/10; 2; 21/10; 11/5; 2; ; 21/10; 2; 19/10; 9/5; 19/10; 2; 11/5; 45/23; ; 2; 19/10; 
Draw; 12/5; 12/5; 47/20; 9/4; 23/10; 11/5; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; ; 12/5; 9/4; 9/4; 11/5; 9/4; 40/17; 5/2; 45/17; ; 5/2; 9/4; 
META; english/non-league/national-league/north-ferriby-utd-v-torquay; 2016-08-20 16:22:20 GMT+3; 2016-08-20 15:00; e70300-dr003
Torquay; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; ; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 6/5; ; 6/5; 5/4; 
North Ferriby Utd; 21/10; 19/10; 2; 19/10; 2; 7/4; 2; 15/8; 2; 19/10; 2; 21/10; 11/5; 2; ; 21/10; 2; 19/10; 9/5; 19/10; 39/19; 11/5; 23/12; ; 21/10; 19/10; 
Draw; 12/5; 12/5; 47/20; 9/4; 23/10; 11/5; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; ; 12/5; 9/4; 9/4; 11/5; 9/4; 23/10; 13/5; 45/17; ; 5/2; 9/4; 
