META; english/non-league/national-league/forest-green-v-york-city; 2016-08-16 00:22:05 GMT+3; 2016-08-20 15:00; e70300-dr003
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-17 04:20:36 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
York City; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-17 08:20:27 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
York City; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-17 12:21:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 4/5; ; ; ; ; ; 5/6; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
York City; 18/5; ; ; ; ; ; 7/2; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-17 16:21:37 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 4/5; 3/4; 4/5; 8/11; 4/5; ; 4/5; 8/11; 5/6; 4/5; ; 5/6; ; 10/13; ; ; 4/5; 4/5; 7/9; 4/5; 10/13; 11/13; ; ; 4/9; ; 
Draw; 12/5; 9/4; 49/20; 9/4; 12/5; ; 12/5; 12/5; 12/5; 9/4; ; 11/5; ; 47/20; ; ; 12/5; 9/4; 9/4; 9/4; 40/17; 13/5; ; ; 11/5; ; 
York City; 18/5; 4; 10/3; 7/2; 10/3; ; 15/4; 7/2; 7/2; 7/2; ; 11/4; ; 15/4; ; ; 10/3; 7/2; 16/5; 7/2; 7/2; 19/5; ; ; 1/10; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-17 20:22:29 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 4/5; 8/11; 5/6; 4/5; ; 5/6; ; 10/13; ; ; 4/5; 4/5; 7/9; 4/5; ; 11/13; ; ; 4/9; ; 
Draw; 12/5; 9/4; 49/20; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; ; 11/5; ; 47/20; ; ; 12/5; 9/4; 9/4; 9/4; ; 13/5; ; ; 11/5; ; 
York City; 18/5; 4; 10/3; 7/2; 7/2; 10/3; 15/4; 7/2; 7/2; 7/2; ; 11/4; ; 15/4; ; ; 10/3; 7/2; 16/5; 7/2; ; 19/5; ; ; 1/10; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-18 00:20:56 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 4/5; 8/11; 5/6; 4/5; ; 5/6; 8/11; 10/13; ; ; 4/5; 4/5; 7/9; 4/5; 4/5; 11/13; ; ; 4/6; ; 
Draw; 12/5; 9/4; 49/20; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; ; 11/5; 12/5; 47/20; ; ; 12/5; 9/4; 9/4; 9/4; 23/10; 13/5; ; ; 11/5; ; 
York City; 18/5; 4; 17/5; 7/2; 7/2; 10/3; 15/4; 7/2; 7/2; 7/2; ; 11/4; 7/2; 15/4; ; ; 10/3; 7/2; 16/5; 7/2; 39/11; 19/5; ; ; 14/5; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-18 04:20:30 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 4/5; 8/11; 5/6; 4/5; ; 5/6; 8/11; 10/13; 8/11; ; 4/5; 4/5; 7/9; 4/5; 4/5; 11/13; ; ; 4/6; ; 
Draw; 12/5; 9/4; 49/20; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; ; 11/5; 12/5; 47/20; 12/5; ; 12/5; 9/4; 9/4; 9/4; 40/17; 13/5; ; ; 11/5; ; 
York City; 18/5; 4; 17/5; 7/2; 7/2; 10/3; 15/4; 7/2; 7/2; 7/2; ; 11/4; 7/2; 15/4; 16/5; ; 10/3; 7/2; 16/5; 7/2; 39/11; 19/5; ; ; 14/5; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-18 08:20:20 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 4/5; 8/11; 5/6; 4/5; ; 5/6; 8/11; 10/13; 8/11; ; 4/5; 4/5; 7/9; 4/5; 4/5; 11/13; ; ; 4/6; ; 
Draw; 12/5; 9/4; 49/20; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 9/4; ; 11/5; 12/5; 47/20; 12/5; ; 12/5; 9/4; 9/4; 9/4; 40/17; 13/5; ; ; 11/5; ; 
York City; 18/5; 4; 17/5; 7/2; 7/2; 10/3; 15/4; 7/2; 7/2; 7/2; ; 11/4; 7/2; 15/4; 16/5; ; 10/3; 7/2; 16/5; 7/2; 39/11; 19/5; ; ; 14/5; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-18 12:26:20 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/11; 3/4; 4/6; 8/13; 4/5; 3/4; 7/10; 8/11; 5/6; ; 4/6; 5/6; 8/11; 10/13; ; ; 4/5; 4/5; 7/9; 4/5; 10/13; 11/13; ; ; 4/7; ; 
Draw; 5/2; 9/4; 13/5; 13/5; 12/5; 23/10; 5/2; 12/5; 12/5; ; 14/5; 11/5; 12/5; 47/20; ; ; 12/5; 9/4; 9/4; 9/4; 12/5; 13/5; ; ; 12/5; ; 
York City; 4; 4; 19/5; 7/2; 7/2; 10/3; 17/4; 7/2; 7/2; ; 4; 11/4; 7/2; 15/4; ; ; 7/2; 7/2; 16/5; 7/2; 62/17; 19/5; ; ; 10/3; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-18 16:22:46 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/13; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 4/7; 4/7; 1/2; 4/7; 5/6; 8/13; 4/7; ; 4/7; 4/7; 1/2; 11/17; 4/7; 5/9; 8/13; ; ; 4/7; ; 
Draw; 11/4; 14/5; 27/10; 13/5; 14/5; 5/2; 11/4; 13/5; 14/5; 29/10; 14/5; 11/5; 14/5; 14/5; ; 14/5; 14/5; 29/10; 23/10; 13/5; 14/5; 41/13; ; ; 14/5; ; 
York City; 9/2; 9/2; 9/2; 4; 9/2; 4; 9/2; 4; 9/2; 5; 5; 11/4; 9/2; 19/4; ; 19/4; 9/2; 5; 4; 22/5; 49/10; 5; ; ; 22/5; ; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-18 20:20:51 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/13; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 8/15; 4/7; ; 4/7; 5/6; 8/13; 11/20; ; 4/7; 4/7; 1/2; 8/13; ; 8/15; 8/13; ; ; 4/7; 4/7; 
Draw; 11/4; 14/5; 27/10; 13/5; 14/5; 5/2; 11/4; 11/4; 14/5; ; 14/5; 11/5; 14/5; 14/5; ; 14/5; 14/5; 29/10; 12/5; ; 29/10; 41/13; ; ; 14/5; 13/5; 
York City; 9/2; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 9/2; 9/2; ; 5; 11/4; 9/2; 5; ; 19/4; 9/2; 5; 4; ; 96/19; 5; ; ; 23/5; 21/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-19 00:21:35 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/13; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 8/15; 4/7; 1/2; 4/7; 8/13; 8/13; 11/20; ; 4/7; 4/7; 1/2; 8/13; 1/2; 8/15; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 11/4; 14/5; 27/10; 11/4; 14/5; 5/2; 11/4; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 57/20; ; 14/5; 14/5; 29/10; 12/5; 14/5; 29/10; 41/13; 29/10; ; 14/5; 13/5; 
York City; 9/2; 9/2; 9/2; 4; 9/2; 4; 9/2; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; ; 19/4; 9/2; 5; 4; 5; 96/19; 5; 4; ; 21/5; 22/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-19 04:20:48 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/13; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 8/15; 4/7; ; 4/7; 8/13; 8/13; 11/20; 11/20; 4/7; 4/7; 1/2; 8/13; 1/2; ; 8/13; 8/13; ; 4/7; 4/7; 
Draw; 11/4; 14/5; 11/4; 11/4; 14/5; 5/2; 11/4; 11/4; 14/5; ; 14/5; 14/5; 14/5; 57/20; 11/4; 14/5; 14/5; 29/10; 12/5; 14/5; ; 41/13; 29/10; ; 14/5; 13/5; 
York City; 9/2; 9/2; 19/4; 4; 9/2; 4; 9/2; 9/2; 9/2; ; 5; 19/4; 9/2; 5; 9/2; 19/4; 9/2; 5; 4; 5; ; 5; 4; ; 21/5; 22/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-19 08:21:09 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/13; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 8/15; 4/7; ; 4/7; 8/13; 8/13; 11/20; 11/20; 4/7; 4/7; 1/2; 8/13; ; ; 8/13; 5/9; ; 4/7; 4/7; 
Draw; 11/4; 14/5; 11/4; 11/4; 14/5; 5/2; 11/4; 11/4; 14/5; ; 14/5; 14/5; 14/5; 57/20; 11/4; 14/5; 14/5; 29/10; 12/5; ; ; 41/13; 3; ; 11/4; 13/5; 
York City; 9/2; 9/2; 19/4; 4; 9/2; 4; 9/2; 9/2; 9/2; ; 5; 19/4; 9/2; 5; 9/2; 19/4; 9/2; 5; 4; ; ; 5; 9/2; ; 21/5; 22/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-19 12:20:51 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 8/13; 4/7; 4/7; 11/20; 4/7; 4/7; 8/15; 8/15; 4/7; 1/2; 4/7; 8/13; 8/13; 11/20; ; 4/7; 4/7; 1/2; 8/13; 1/2; ; 8/13; 6/11; ; 4/7; 4/7; 
Draw; 11/4; 14/5; 11/4; 11/4; 14/5; 5/2; 11/4; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 57/20; ; 14/5; 14/5; 29/10; 12/5; 14/5; ; 41/13; 31/10; ; 14/5; 13/5; 
York City; 9/2; 9/2; 19/4; 4; 9/2; 4; 9/2; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; ; 19/4; 9/2; 5; 4; 5; ; 5; 9/2; ; 21/5; 22/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-19 16:21:39 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 4/7; 11/20; 8/15; 4/7; 4/7; 1/2; 8/15; 8/15; ; 11/20; 4/7; 4/7; 8/15; ; 8/15; 4/7; 1/2; 8/15; 1/2; 8/15; 8/13; 6/11; ; 4/7; 4/7; 
Draw; 3; 14/5; 11/4; 13/5; 14/5; 5/2; 14/5; 11/4; 3; ; 14/5; 14/5; 3; 29/10; ; 3; 11/4; 29/10; 11/4; 14/5; 37/13; 41/13; 31/10; ; 14/5; 27/10; 
York City; 11/2; 9/2; 19/4; 9/2; 9/2; 4; 19/4; 9/2; 19/4; ; 5; 5; 9/2; 5; ; 5; 9/2; 5; 17/4; 5; 94/19; 5; 9/2; ; 24/5; 22/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-19 20:22:10 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 4/7; 11/20; 8/15; 8/15; 4/7; 1/2; 8/15; 8/15; 1/2; 11/20; 4/7; 4/7; 8/15; ; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/13; 6/11; ; 4/7; 8/15; 
Draw; 3; 14/5; 11/4; 13/5; 29/10; 5/2; 14/5; 11/4; 3; 29/10; 14/5; 14/5; 3; 29/10; ; 3; 14/5; 29/10; 11/4; 14/5; 56/19; 41/13; 31/10; ; 14/5; 11/4; 
York City; 11/2; 9/2; 19/4; 9/2; 5; 4; 19/4; 9/2; 19/4; 5; 5; 5; 9/2; 5; ; 5; 5; 5; 17/4; 5; 96/19; 5; 9/2; ; 5; 9/2; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-20 00:22:30 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 4/7; 11/20; 8/15; 8/15; 4/7; 1/2; 8/15; 8/15; ; 11/20; 4/7; 4/7; 8/15; ; 8/15; 8/15; 1/2; 8/15; ; 8/15; 8/13; 6/11; ; 4/7; 8/15; 
Draw; 3; 14/5; 11/4; 13/5; 29/10; 5/2; 14/5; 11/4; 3; ; 14/5; 3; 3; 29/10; ; 3; 3; 29/10; 11/4; ; 56/19; 41/13; 43/15; ; 14/5; 11/4; 
York City; 11/2; 9/2; 19/4; 9/2; 5; 4; 19/4; 9/2; 19/4; ; 5; 5; 9/2; 21/4; ; 5; 9/2; 5; 17/4; ; 94/19; 5; 9/2; ; 24/5; 9/2; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-20 04:22:30 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 4/7; 11/20; 8/15; 8/15; 4/7; 11/20; 8/15; 8/15; ; 11/20; 4/7; 4/7; 8/15; ; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/13; 4/7; ; 4/7; 8/15; 
Draw; 3; 14/5; 11/4; 13/5; 29/10; 5/2; 3; 11/4; 3; ; 14/5; 3; 3; 29/10; ; 3; 3; 29/10; 11/4; 14/5; 56/19; 41/13; 3; ; 14/5; 11/4; 
York City; 11/2; 9/2; 19/4; 9/2; 5; 4; 5; 9/2; 19/4; ; 5; 5; 9/2; 21/4; ; 5; 9/2; 5; 17/4; 5; 94/19; 5; 9/2; ; 24/5; 9/2; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-20 08:21:36 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 4/7; 11/20; 8/15; 8/15; 4/7; 8/15; 8/15; 8/15; 1/2; 4/7; 4/7; 4/7; 8/15; ; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/13; 4/7; ; 4/7; 8/15; 
Draw; 3; 13/5; 11/4; 13/5; 29/10; 5/2; 3; 11/4; 3; 29/10; 14/5; 3; 3; 29/10; ; 3; 14/5; 29/10; 11/4; 14/5; 56/19; 41/13; 3; ; 14/5; 11/4; 
York City; 11/2; 5; 19/4; 9/2; 5; 4; 21/4; 9/2; 19/4; 5; 5; 5; 9/2; 21/4; ; 5; 5; 5; 17/4; 5; 94/19; 5; 9/2; ; 5; 9/2; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-20 12:21:27 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 4/7; 11/20; 8/15; 8/15; 4/7; 8/15; 8/15; 8/15; 1/2; 11/20; 4/7; 4/7; 8/15; ; 8/15; 8/15; 1/2; 8/15; 1/2; 18/35; 3/5; 4/7; ; 4/7; 8/15; 
Draw; 3; 13/5; 11/4; 11/4; 29/10; 5/2; 3; 11/4; 3; 29/10; 14/5; 3; 3; 29/10; ; 3; 14/5; 29/10; 11/4; 14/5; 56/19; 41/13; 3; ; 14/5; 14/5; 
York City; 11/2; 5; 19/4; 9/2; 5; 4; 21/4; 9/2; 19/4; 5; 5; 5; 9/2; 21/4; ; 5; 5; 5; 17/4; 5; 51/10; 53/10; 9/2; ; 11/2; 23/5; 
META; english/non-league/national-league/forest-green-v-york-city; 2016-08-20 16:22:15 GMT+3; 2016-08-20 15:00; e70300-dr003
Forest Green; 1/2; 8/15; 8/15; 1/2; 8/15; 4/7; 1/2; 1/2; 8/15; 1/2; 11/20; 4/7; 4/7; 1/2; ; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 7/12; 8/15; ; 8/15; 1/2; 
Draw; 3; 29/10; 14/5; 13/5; 29/10; 5/2; 31/10; 3; 3; 29/10; 3; 3; 3; 59/20; ; 3; 3; 29/10; 11/4; 14/5; 58/19; 41/13; 58/19; ; 3; 14/5; 
York City; 11/2; 5; 5; 5; 5; 4; 11/2; 5; 21/4; 5; 5; 5; 9/2; 11/2; ; 5; 5; 5; 17/4; 5; 53/10; 28/5; 47/10; ; 28/5; 24/5; 
