META; english/non-league/national-league/north-ferriby-utd-v-gateshead; 2016-11-27 16:23:50 GMT+2; 2016-12-03 15:00; e70300-dr003
Gateshead; 4/6; ; ; ; 4/6; ; 4/6; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; ; ; ; 4; ; 21/5; ; ; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-gateshead; 2016-11-27 20:24:37 GMT+2; 2016-12-03 15:00; e70300-dr003
Gateshead; 4/6; ; ; ; 4/6; ; 13/20; ; ; ; 4/6; ; 13/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 14/5; ; 14/5; ; ; ; 27/10; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; ; ; ; 4; ; 21/5; ; ; ; 19/5; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-gateshead; 2016-11-28 00:22:53 GMT+2; 2016-12-03 15:00; e70300-dr003
Gateshead; 4/6; ; ; ; 4/6; ; 13/20; ; ; ; 4/6; ; 13/20; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 14/5; ; 14/5; ; ; ; 27/10; ; 27/10; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 4; ; ; ; 4; ; 21/5; ; ; ; 19/5; ; 4; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-gateshead; 2016-11-28 04:22:33 GMT+2; 2016-12-03 15:00; e70300-dr003
Gateshead; 4/6; ; ; ; 4/6; ; 13/20; ; ; ; 4/6; ; 13/20; ; ; 4/6; ; 11/17; ; 8/13; ; ; ; 11/17; ; ; ; ; 
Draw; 11/4; ; ; ; 14/5; ; 14/5; ; ; ; 27/10; ; 27/10; ; ; 11/4; ; 27/10; ; 27/10; ; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; ; ; ; 4; ; 21/5; ; ; ; 19/5; ; 4; ; ; 4; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-gateshead; 2016-11-28 08:22:39 GMT+2; 2016-12-03 15:00; e70300-dr003
Gateshead; 4/6; ; ; 8/13; 4/6; ; 13/20; ; ; ; 4/6; ; 13/20; ; ; 4/6; ; 11/17; ; 8/13; ; ; ; 11/17; ; ; ; ; 
Draw; 11/4; ; ; 13/5; 14/5; ; 14/5; ; ; ; 27/10; ; 27/10; ; ; 11/4; ; 27/10; ; 27/10; ; ; ; 27/10; ; ; ; ; 
North Ferriby Utd; 4; ; ; 15/4; 4; ; 21/5; ; ; ; 19/5; ; 4; ; ; 4; ; 15/4; ; 7/2; ; ; ; 15/4; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-gateshead; 2016-11-28 12:22:55 GMT+2; 2016-12-03 15:00; e70300-dr003
Gateshead; 4/6; ; ; 8/13; 4/6; ; 4/6; ; 4/6; ; 4/6; ; 13/20; ; ; 4/6; 11/17; 11/17; 11/17; 8/13; 11/17; ; ; 11/17; ; ; ; ; 
