META; english/non-league/national-league/dover-v-bromley; 2017-03-12 00:23:00 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 04:23:16 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 08:23:55 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 12:23:04 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 16:23:08 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 20:24:46 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 00:22:29 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 04:22:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 08:22:31 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; ; ; ; ; ; 8/13; ; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; ; ; ; ; ; 39/10; ; 4; 39/10; ; ; 4; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 12:23:48 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 8/13; ; ; ; 4/6; 8/13; ; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; 13/5; ; ; ; 27/10; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; 7/2; ; ; ; 4; 39/10; ; 4; 39/10; ; ; 4; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 16:27:24 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 8/13; ; ; ; 7/10; 8/13; ; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; 13/5; ; ; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; 7/2; ; ; ; 4; 39/10; ; 4; 39/10; ; ; 4; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 20:24:31 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 8/13; ; ; ; 7/10; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 13/5; 11/4; 61/20; 14/5; 13/5; ; 13/5; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-17 04:21:04 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 3/4; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-17 08:21:29 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; 3/4; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-17 12:24:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; 3/4; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-17 16:22:58 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; 3/4; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; ; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; ; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; ; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-17 20:24:41 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; ; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; ; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; ; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-18 00:22:41 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; 3/4; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 14/5; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 10/3; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-18 04:22:37 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 3/4; 4/5; 4/5; 7/10; 4/5; 4/6; 4/5; 8/11; 4/5; 3/4; 4/5; 3/4; 3/4; ; 4/5; 4/5; 14/19; 3/4; 8/11; 14/19; 79/100; 7/9; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 13/5; 11/4; 11/4; 13/5; 14/5; 13/5; 14/5; 11/4; 14/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; 61/20; 14/5; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 16/5; 3; 31/10; 16/5; 16/5; 3; 31/10; 3; 3; 10/3; 16/5; 3; 16/5; ; 16/5; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 31/10; 16/5; ; 16/5; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-18 08:23:47 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 4/5; 8/11; 7/10; 8/11; 4/6; 8/11; 8/11; 4/6; 3/4; 3/4; 7/10; 8/11; ; 4/5; 8/11; 5/7; 3/4; 4/6; 14/19; 79/100; 3/4; 13/19; ; 13/19; ; ; 4/6; 
Draw; 3; 13/5; 27/10; 11/4; 11/4; 13/5; 29/10; 13/5; 14/5; 14/5; 11/4; 5/2; 14/5; ; 13/5; 11/4; 14/5; 5/2; 27/10; 27/10; 61/20; 14/5; 27/10; ; 27/10; ; ; 13/5; 
Bromley; 15/4; 3; 10/3; 16/5; 7/2; 3; 7/2; 3; 7/2; 7/2; 15/4; 16/5; 10/3; ; 16/5; 7/2; 7/2; 29/10; 7/2; 57/17; 71/20; 16/5; 7/2; ; 7/2; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-18 12:24:36 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 4/5; 7/10; 7/10; 8/11; 4/6; 7/10; 8/11; 4/6; 3/4; 8/11; 7/10; ; ; 4/5; 7/10; 9/13; 3/4; 4/6; 9/13; 79/100; 13/18; 13/19; ; 13/19; ; ; 4/6; 
Draw; 3; 13/5; 27/10; 11/4; 11/4; 13/5; 29/10; 13/5; 14/5; 14/5; 14/5; 5/2; ; ; 13/5; 14/5; 14/5; 5/2; 27/10; 14/5; 61/20; 37/13; 27/10; ; 27/10; ; ; 13/5; 
Bromley; 15/4; 3; 17/5; 16/5; 7/2; 3; 18/5; 3; 7/2; 7/2; 15/4; 16/5; ; ; 16/5; 7/2; 7/2; 29/10; 7/2; 7/2; 71/20; 57/17; 7/2; ; 7/2; ; ; 3; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-18 16:22:03 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/5; 17/20; 4/5; 7/10; 5/6; 4/6; 4/5; 8/11; 4/5; 5/6; 4/5; 4/5; 4/5; ; 4/5; 4/5; 10/13; 3/4; 8/11; 10/13; 43/50; 11/13; 8/11; ; 8/11; ; ; 8/11; 
Draw; 14/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 14/5; 13/5; 11/4; 12/5; 11/4; ; 13/5; 11/4; 45/17; 5/2; 27/10; 45/17; 29/10; 45/17; 27/10; ; 27/10; ; ; 5/2; 
Bromley; 3; 14/5; 31/10; 16/5; 16/5; 3; 16/5; 3; 3; 3; 16/5; 3; 59/20; ; 16/5; 31/10; 41/13; 29/10; 3; 41/13; 10/3; 56/19; 16/5; ; 16/5; ; ; 3; 
