META; english/non-league/national-league/dover-v-bromley; 2017-03-12 00:23:00 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 04:23:16 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 08:23:55 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 12:23:04 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 16:23:08 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-12 20:24:46 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 00:22:29 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 04:22:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 7/10; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 08:22:31 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; ; ; ; ; ; 8/13; ; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; ; ; ; ; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; ; ; ; ; ; 39/10; ; 4; 39/10; ; ; 4; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 12:23:48 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 8/13; ; ; ; 4/6; 8/13; ; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; 13/5; ; ; ; 27/10; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; 7/2; ; ; ; 4; 39/10; ; 4; 39/10; ; ; 4; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 16:27:24 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 8/13; ; ; ; 7/10; 8/13; ; 8/13; 8/13; ; ; 11/17; ; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; 13/5; ; ; ; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; 7/2; ; ; ; 4; 39/10; ; 4; 39/10; ; ; 4; ; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-13 20:24:31 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; ; ; 4/6; 8/13; ; ; ; 7/10; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; 13/5; ; ; ; 13/5; 45/17; ; 13/5; 45/17; ; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; ; ; 4; 7/2; ; ; ; 4; 75/19; ; 4; 75/19; ; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-14 00:22:33 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; ; ; 4/6; ; 4/6; ; 4/6; 8/13; ; ; ; 7/10; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 12/5; ; ; ; ; 11/4; ; 11/4; ; 13/5; 13/5; ; ; ; 13/5; 45/17; ; 13/5; 45/17; ; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 7/2; ; ; ; ; 21/5; ; 4; ; 4; 7/2; ; ; ; 4; 75/19; ; 4; 75/19; ; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-14 04:22:32 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; 4/6; ; 4/6; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 12/5; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 45/17; ; 13/5; 45/17; ; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 7/2; ; ; 21/5; ; 21/5; 4; 4; ; 4; 7/2; ; ; ; 4; 75/19; ; 4; 75/19; ; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-14 08:22:31 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; 4/6; ; 4/6; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 12/5; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 45/17; ; 13/5; 45/17; ; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 7/2; ; ; 21/5; ; 21/5; 4; 4; ; 4; 7/2; ; ; ; 4; 75/19; ; 4; 75/19; ; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-14 12:24:14 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 7/10; ; ; 4/6; ; 4/6; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 13/5; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 45/17; ; 13/5; 45/17; ; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 4; ; ; 21/5; ; 21/5; 4; 4; ; 4; 7/2; ; ; ; 4; 75/19; ; 4; 75/19; ; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-14 16:23:12 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 7/10; ; ; 4/6; ; 4/6; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 13/5; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 13/5; ; 13/5; 13/5; ; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 4; ; ; 21/5; ; 17/4; 4; 4; ; 4; 7/2; ; ; ; 4; 4; ; 4; 4; ; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-14 20:23:53 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 7/10; ; ; 4/6; ; 4/6; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; 11/17; 7/10; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 13/5; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 13/5; ; 13/5; 13/5; 57/20; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 4; ; ; 21/5; ; 17/4; 4; 4; ; 4; 7/2; ; ; ; 4; 4; ; 4; 4; 23/5; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-15 00:22:37 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 7/10; 4/6; ; 4/6; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; 11/17; 7/10; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 13/5; ; 13/5; 13/5; 57/20; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 4; 4; ; 21/5; ; 17/4; 4; 4; ; 4; 7/2; ; ; ; 4; 4; ; 4; 4; 23/5; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-15 04:21:54 GMT+2; 2017-03-18 15:00; e70300-dr003
Dover; 4/6; 7/10; 4/6; ; 4/6; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; ; ; ; 4/6; 11/17; ; 8/13; ; 7/10; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 13/5; 13/5; ; 14/5; ; 14/5; 11/4; 11/4; ; 13/5; 13/5; ; ; ; 27/10; 13/5; ; 13/5; ; 57/20; ; 13/5; ; 13/5; ; ; ; 
Bromley; 4; 4; 4; ; 21/5; ; 17/4; 4; 4; ; 4; 7/2; ; ; ; 4; 4; ; 4; ; 23/5; ; 4; ; 4; ; ; ; 
META; english/non-league/national-league/dover-v-bromley; 2017-03-15 08:21:33 GMT+2; 2017-03-18 15:00; e70300-dr003
