META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-30 00:20:26 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-30 04:20:33 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-30 08:20:35 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-30 12:20:54 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/15; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-30 16:21:08 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-30 20:22:04 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; 1; ; ; 1; ; 21/20; ; ; ; ; 10/11; ; ; ; ; 1; ; ; ; ; 11/10; ; ; ; 2/11; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 27/11; ; ; ; 21/10; ; 
Aldershot; ; 12/5; ; ; 13/5; ; 11/4; ; ; ; ; 5/2; ; ; ; ; 13/5; ; ; ; ; 37/13; ; ; ; 1/25; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-31 00:20:36 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; 1; ; ; 1; ; 21/20; ; ; ; ; 10/11; ; ; ; ; 1; ; ; ; ; 11/10; ; ; ; 2/11; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 27/11; ; ; ; 21/10; ; 
Aldershot; ; 12/5; ; ; 13/5; ; 11/4; ; ; ; ; 5/2; ; ; ; ; 13/5; ; ; ; ; 37/13; ; ; ; 1/25; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-31 04:20:46 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; 1; ; ; 1; ; 21/20; ; ; ; ; 10/11; ; ; ; ; 1; ; ; ; ; 11/10; ; ; ; 1/5; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 27/11; ; ; ; 21/10; ; 
Aldershot; ; 12/5; ; ; 13/5; ; 11/4; ; ; ; ; 5/2; ; ; ; ; 13/5; ; ; ; ; 37/13; ; ; ; 1/25; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-31 08:20:37 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; 1; ; ; 1; ; 21/20; ; ; ; ; 10/11; ; ; ; ; 1; ; ; ; ; 11/10; ; ; ; 1/5; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 27/11; ; ; ; 21/10; ; 
Aldershot; ; 12/5; ; ; 13/5; ; 11/4; ; ; ; ; 5/2; ; ; ; ; 13/5; ; ; ; ; 37/13; ; ; ; 1/25; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-31 11:58:19 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; ; 1; ; ; 1; ; 1; ; ; ; ; 10/11; 10/11; ; ; ; 1; ; ; ; ; 11/10; ; ; ; 2/9; ; 
Draw; ; 23/10; ; ; 12/5; ; 12/5; ; ; ; ; 11/5; 12/5; ; ; ; 12/5; ; ; ; ; 27/11; ; ; ; 21/10; ; 
Aldershot; ; 12/5; ; ; 5/2; ; 27/10; ; ; ; ; 5/2; 13/5; ; ; ; 13/5; ; ; ; ; 37/13; ; ; ; 1/25; ; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-31 16:21:18 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; ; 20/23; 10/11; 9/10; 11/13; 17/20; 10/11; 10/11; 17/20; ; 17/20; 11/13; 11/13; 9/10; 5/6; 10/13; 19/20; 9/10; ; ; 4/5; 5/6; 
Draw; 5/2; 12/5; 23/10; 11/5; 12/5; ; 5/2; 23/10; 12/5; 9/4; 5/2; 11/5; 12/5; 12/5; ; 13/5; 5/2; 9/4; 23/10; 9/4; 12/5; 27/11; 5/2; ; ; 23/10; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; ; 16/5; 13/5; 3; 16/5; 3; 5/2; 13/5; 16/5; ; 3; 3; 16/5; 13/5; 3; 33/10; 7/2; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-08-31 20:21:37 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; ; 20/23; 10/11; 9/10; 11/13; 17/20; 10/11; 10/11; 17/20; ; 17/20; 10/11; 11/13; 9/10; 5/6; 4/5; 19/20; 9/10; ; ; 4/5; 5/6; 
Draw; 5/2; 12/5; 23/10; 11/5; 12/5; ; 5/2; 23/10; 12/5; 9/4; 5/2; 11/5; 23/10; 12/5; ; 13/5; 12/5; 9/4; 23/10; 9/4; 27/11; 27/11; 5/2; ; ; 23/10; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; ; 16/5; 13/5; 3; 16/5; 3; 5/2; 14/5; 16/5; ; 3; 3; 16/5; 13/5; 3; 33/10; 7/2; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-01 00:21:09 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; ; 20/23; 10/11; 9/10; 11/13; 17/20; 10/11; 10/11; 17/20; ; 17/20; 10/11; 11/13; 9/10; 5/6; 4/5; 19/20; 9/10; ; ; 4/5; 5/6; 
Draw; 5/2; 12/5; 23/10; 11/5; 12/5; ; 5/2; 23/10; 12/5; 9/4; 5/2; 11/5; 23/10; 12/5; ; 13/5; 12/5; 9/4; 23/10; 9/4; 27/11; 27/11; 5/2; ; ; 23/10; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; ; 16/5; 13/5; 3; 16/5; 3; 5/2; 14/5; 16/5; ; 3; 3; 16/5; 13/5; 3; 33/10; 7/2; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-01 04:21:08 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; ; 20/23; 10/11; 9/10; 11/13; 17/20; 10/11; 10/11; 17/20; ; 17/20; 10/11; 11/13; 9/10; 5/6; 4/5; 19/20; 9/10; ; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 11/5; 12/5; ; 5/2; 23/10; 12/5; 9/4; 5/2; 11/5; 23/10; 12/5; ; 13/5; 12/5; 9/4; 23/10; 9/4; 27/11; 27/11; 5/2; ; ; 23/10; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; ; 16/5; 13/5; 3; 16/5; 3; 5/2; 14/5; 16/5; ; 3; 3; 16/5; 13/5; 3; 33/10; 7/2; 37/13; ; ; 3; 13/5; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-01 08:21:02 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; ; 20/23; 10/11; 9/10; 11/13; 17/20; 10/11; 10/11; 17/20; ; 17/20; 10/11; 11/13; 9/10; 5/6; ; 19/20; ; ; ; 5/6; 5/6; 
Draw; 5/2; 12/5; 23/10; 11/5; 12/5; ; 5/2; 23/10; 12/5; 9/4; 5/2; 11/5; 23/10; 12/5; ; 13/5; 12/5; 9/4; 23/10; 9/4; ; 27/11; ; ; ; 23/10; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; ; 16/5; 13/5; 3; 16/5; 3; 5/2; 14/5; 16/5; ; 3; 3; 16/5; 13/5; 3; ; 7/2; ; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-01 12:21:21 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; ; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 10/11; 17/20; ; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 19/20; 9/10; ; ; 5/6; 9/10; 
Draw; 5/2; 12/5; 11/5; 11/5; 12/5; ; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; ; 13/5; 12/5; 27/11; 9/4; 23/10; 9/4; 27/11; 27/11; 5/2; ; ; 11/5; 11/5; 
Aldershot; 16/5; 3; 31/10; 3; 3; ; 31/10; 13/5; 3; 16/5; 3; 5/2; 14/5; 16/5; ; 3; 3; 13/4; 16/5; 13/5; 3; 13/4; 7/2; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-01 16:21:35 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 17/20; 9/10; 5/6; 17/20; 5/6; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 10/11; 17/20; 17/20; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; 9/10; ; ; 5/6; 9/10; 
Draw; 5/2; 12/5; 11/5; 11/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 12/5; 9/4; 13/5; 12/5; 27/11; 9/4; 23/10; 9/4; 27/11; 28/11; 5/2; ; ; 11/5; 11/5; 
Aldershot; 16/5; 3; 31/10; 3; 3; 11/4; 31/10; 13/5; 3; 16/5; 3; 5/2; 14/5; 16/5; 14/5; 3; 3; 13/4; 16/5; 13/5; 3; 13/4; 33/10; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-01 20:22:15 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 10/11; 9/10; 5/6; 17/20; 5/6; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 5/6; 17/20; 10/11; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; 9/10; ; ; 9/10; 9/10; 
Draw; 5/2; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 23/10; 13/5; 12/5; 27/11; 9/4; 23/10; 9/4; 27/11; 28/11; 5/2; ; ; 9/4; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; 11/4; 31/10; 13/5; 3; 16/5; 3; 5/2; 7/2; 16/5; 29/10; 3; 3; 13/4; 16/5; 13/5; 3; 13/4; 33/10; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-02 00:21:17 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 10/11; 9/10; 5/6; 17/20; 5/6; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 5/6; 17/20; 10/11; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; ; ; ; 9/10; 9/10; 
Draw; 5/2; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 23/10; 13/5; 12/5; 27/11; 9/4; 9/4; 9/4; 27/11; 28/11; ; ; ; 9/4; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; 11/4; 31/10; 13/5; 3; 16/5; 3; 5/2; 7/2; 16/5; 29/10; 3; 3; 13/4; 16/5; 13/5; 3; 13/4; 33/10; ; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-02 04:21:14 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 5/6; 10/11; 9/10; 5/6; 17/20; 5/6; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 5/6; 17/20; 10/11; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; 9/10; ; ; 9/10; 9/10; 
Draw; 5/2; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 23/10; 13/5; 12/5; 27/11; 9/4; 9/4; 9/4; 27/11; 28/11; 5/2; ; ; 9/4; 9/4; 
Aldershot; 16/5; 3; 31/10; 3; 3; 11/4; 31/10; 13/5; 3; 16/5; 3; 5/2; 7/2; 16/5; 29/10; 3; 3; 13/4; 16/5; 13/5; 3; 13/4; 33/10; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-02 08:21:02 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 10/11; 10/11; 9/10; 10/11; 17/20; 5/6; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 5/6; 9/10; 10/11; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; 9/10; ; ; 5/6; 9/10; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 23/10; 13/5; 12/5; 27/11; 9/4; 9/4; 9/4; 27/11; 28/11; 5/2; ; ; 9/4; 9/4; 
Aldershot; 3; 3; 31/10; 14/5; 3; 11/4; 31/10; 13/5; 3; 16/5; 3; 5/2; 7/2; 3; 14/5; 3; 3; 13/4; 16/5; 13/5; 3; 13/4; 33/10; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-02 12:21:39 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 10/11; 10/11; 9/10; 10/11; 17/20; 5/6; 10/11; 10/11; 9/10; 11/13; 10/11; 10/11; 5/6; 9/10; 10/11; 17/20; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; 9/10; ; ; 9/10; 9/10; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 23/10; 13/5; 12/5; 12/5; 9/4; 9/4; 9/4; 12/5; 28/11; 5/2; ; ; 11/5; 9/4; 
Aldershot; 3; 3; 31/10; 14/5; 3; 11/4; 31/10; 13/5; 3; 16/5; 3; 5/2; 7/2; 3; 14/5; 3; 3; 16/5; 16/5; 13/5; 3; 16/5; 33/10; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-02 16:21:54 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 10/11; 10/11; 9/10; 20/23; 17/20; 5/6; 9/10; 10/11; 9/10; 11/13; 10/11; 10/11; 5/6; 17/20; 10/11; 9/10; 10/11; 5/6; 11/13; 9/10; 5/6; 5/6; 22/23; 9/10; ; ; 9/10; 9/10; 
Draw; 5/2; 23/10; 11/5; 11/5; 12/5; 9/4; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 12/5; 9/4; 9/4; 9/4; 12/5; 28/11; 5/2; ; ; 11/5; 21/10; 
Aldershot; 3; 3; 31/10; 3; 3; 11/4; 16/5; 13/5; 3; 16/5; 16/5; 16/5; 7/2; 16/5; 29/10; 3; 3; 33/10; 16/5; 13/5; 3; 33/10; 33/10; 37/13; ; ; 3; 3; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-02 20:21:50 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 19/20; 10/11; 1; 20/21; 19/20; 5/6; 1; 10/11; 1; 19/20; 1; 1; 5/6; 1; 1; 19/20; 10/11; 10/11; 19/20; 9/10; 20/21; 10/11; 13/12; 68/67; 1; ; 1; 20/21; 
Draw; 12/5; 23/10; 43/20; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 12/5; 9/4; 11/5; 9/4; 12/5; 23/10; 9/4; 9/4; 9/4; 23/10; 12/5; 12/5; 9/4; ; 2; 2; 
Aldershot; 14/5; 3; 29/10; 13/5; 14/5; 11/4; 29/10; 13/5; 14/5; 37/13; 14/5; 3; 7/2; 14/5; 13/5; 3; 3; 3; 37/13; 13/5; 14/5; 3; 119/40; 13/5; 11/4; ; 14/5; 14/5; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-03 00:21:19 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 19/20; 10/11; 19/20; 20/21; 19/20; 5/6; 1; 10/11; 1; 19/20; 1; 1; 5/6; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 9/10; 20/21; ; 11/10; 42/41; 1; ; 1; 20/21; 
Draw; 12/5; 23/10; 43/20; 2; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 12/5; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; 9/4; 9/4; ; 40/17; 23/10; 9/4; ; 9/4; 2; 
Aldershot; 14/5; 3; 29/10; 11/4; 14/5; 11/4; 29/10; 13/5; 14/5; 37/13; 14/5; 3; 7/2; 14/5; 11/4; 3; 3; 3; 37/13; 13/5; 14/5; ; 3; 45/17; 11/4; ; 3; 14/5; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-03 04:21:15 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 19/20; 10/11; 19/20; 20/21; 20/21; 5/6; 1; 10/11; 1; 19/20; 1; 1; 5/6; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 9/10; 20/21; 19/20; 11/10; 42/41; 1; ; 1; 20/21; 
Draw; 12/5; 23/10; 43/20; 2; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 12/5; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 9/4; 23/10; 40/17; 23/10; 9/4; ; 9/4; 2; 
Aldershot; 14/5; 3; 29/10; 11/4; 14/5; 11/4; 29/10; 13/5; 14/5; 37/13; 14/5; 3; 7/2; 14/5; 11/4; 3; 3; 3; 37/13; 27/10; 14/5; 3; 3; 45/17; 11/4; ; 3; 14/5; 
META; english/non-league/national-league/aldershot-v-tranmere; 2016-09-03 08:21:33 GMT+3; 2016-09-03 15:00; e70300-dr003
Tranmere; 1; 1; 1; 20/21; 20/21; 10/11; 1; 10/11; 1; 19/20; 1; 1; 5/6; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 9/10; 20/21; 19/20; 11/10; 42/41; 1; ; 1; 20/21; 
