META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-03 20:24:53 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-04 00:23:23 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-04 04:23:13 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-04 08:24:12 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-04 12:24:53 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-04 16:25:30 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-04 20:25:37 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-05 00:24:02 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-05 04:24:01 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Boreham Wood; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/14; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-boreham-wood; 2016-10-05 08:23:58 GMT+3; 2016-10-08 15:00; e70300-dr003
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
