META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-18 16:24:23 GMT+2; 2017-02-21 19:45; e70300-dr003
North Ferriby Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lincoln; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-18 20:26:11 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 
North Ferriby Utd; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-19 00:23:51 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 4/9; ; 1/2; ; ; 1/2; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 10/3; 10/3; ; ; 31/10; ; 10/3; ; ; ; 3; ; 16/5; ; ; 10/3; ; ; ; ; ; ; ; ; ; 12/5; ; 
North Ferriby Utd; 5; 4; ; ; 6; ; 11/2; ; ; ; 9/2; ; 5; ; ; 5; ; ; ; ; ; ; ; ; ; 27/20; ; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-19 04:22:35 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 1/2; 1/2; ; ; 9/20; ; 1/2; ; ; ; 4/9; ; 1/2; 4/9; ; 1/2; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; 10/3; 10/3; ; ; 16/5; ; 10/3; ; ; ; 3; ; 16/5; 3; ; 10/3; ; ; ; ; ; ; ; ; ; 11/4; ; 
North Ferriby Utd; 5; 4; ; ; 6; ; 11/2; ; ; ; 9/2; ; 5; 5; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-19 08:24:05 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 1/2; 1/2; ; ; 9/20; ; 9/20; ; 1/2; ; 4/9; ; 1/2; 4/9; ; 4/9; 10/21; ; 4/9; 5/11; ; ; 5/11; ; ; 2/5; ; 
Draw; 10/3; 10/3; ; ; 10/3; ; 17/5; ; 10/3; ; 3; ; 16/5; 3; ; 10/3; 33/10; ; 3; 57/17; ; ; 16/5; ; ; 11/4; ; 
North Ferriby Utd; 5; 4; ; ; 6; ; 6; ; 5; ; 9/2; ; 5; 11/2; ; 11/2; 94/19; ; 26/5; 53/10; ; ; 21/4; ; ; 23/5; ; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-19 12:23:53 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 1/2; 1/2; ; 2/5; 9/20; ; 9/20; ; 1/2; ; 4/9; 4/9; 12/25; 4/9; 8/15; 4/9; 10/21; 5/11; 4/9; 10/21; 8/15; ; 5/11; ; ; 4/9; ; 
Draw; 10/3; 10/3; ; 11/4; 16/5; ; 17/5; ; 3; ; 3; 3; 16/5; 3; 16/5; 10/3; 33/10; 3; 3; 33/10; 10/3; ; 16/5; ; ; 5/2; ; 
North Ferriby Utd; 5; 4; ; 6; 6; ; 11/2; ; 21/4; ; 9/2; 5; 21/4; 11/2; 9/2; 11/2; 67/13; 5; 26/5; 67/13; 6; ; 21/4; ; ; 4; ; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-19 16:24:59 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 1/2; 1/2; ; 1/2; 1/2; 17/40; 1/2; ; 1/2; 1/2; 4/9; 4/9; 12/25; 4/9; 1/2; 1/2; 10/21; 5/11; 4/9; 10/21; 8/15; 5/11; 5/11; ; ; 4/9; 4/9; 
Draw; 10/3; 3; ; 16/5; 10/3; 3; 16/5; ; 3; 16/5; 3; 3; 16/5; 14/5; 16/5; 16/5; 16/5; 3; 3; 16/5; 10/3; 33/10; 16/5; ; ; 14/5; 3; 
North Ferriby Utd; 5; 5; ; 11/2; 11/2; 19/4; 11/2; ; 21/4; 11/2; 9/2; 5; 21/4; 5; 5; 5; 21/4; 5; 26/5; 21/4; 6; 47/10; 21/4; ; ; 5; 26/5; 
META; english/non-league/national-league/north-ferriby-utd-v-lincoln; 2017-02-19 20:24:30 GMT+2; 2017-02-21 19:45; e70300-dr003
Lincoln; 9/20; 4/9; 40/85; 1/2; 9/20; 2/5; 4/9; 4/9; 4/9; 10/21; 4/9; 4/9; 9/20; 4/9; 1/2; 4/9; 3/7; 5/11; 4/9; 3/7; 12/25; 5/11; 5/11; ; ; 4/9; 4/9; 
Draw; 7/2; 16/5; 31/10; 16/5; 10/3; 3; 17/5; 10/3; 10/3; 10/3; 3; 3; 10/3; 29/10; 16/5; 10/3; 57/17; 3; 3; 57/17; 7/2; 33/10; 16/5; ; ; 14/5; 3; 
North Ferriby Utd; 11/2; 11/2; 11/2; 11/2; 6; 5; 6; 5; 11/2; 11/2; 9/2; 5; 11/2; 6; 5; 11/2; 57/10; 5; 26/5; 57/10; 34/5; 47/10; 21/4; ; ; 11/2; 28/5; 
