META; english/non-league/national-league/aldershot-v-solihull-moors; 2016-10-03 20:24:35 GMT+3; 2016-10-08 15:00; e70300-dr003
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Solihull Moors; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-solihull-moors; 2016-10-04 00:23:05 GMT+3; 2016-10-08 15:00; e70300-dr003
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Solihull Moors; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-solihull-moors; 2016-10-04 04:22:55 GMT+3; 2016-10-08 15:00; e70300-dr003
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Solihull Moors; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-solihull-moors; 2016-10-04 08:23:53 GMT+3; 2016-10-08 15:00; e70300-dr003
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Solihull Moors; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/aldershot-v-solihull-moors; 2016-10-04 12:24:31 GMT+3; 2016-10-08 15:00; e70300-dr003
