META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-16 04:21:57 GMT+3; 2016-08-20 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-17 04:20:28 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-17 08:20:21 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Aldershot; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-17 12:21:17 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/10; ; ; ; ; ; 5/4; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Aldershot; 5/2; ; ; ; ; ; 23/10; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-17 20:22:20 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/10; 11/10; 11/10; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 11/10; ; 5/4; ; 11/10; ; ; 15/13; 11/10; 11/10; 11/10; ; 6/5; ; ; 1/12; ; 
Draw; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; ; 11/5; ; 9/4; ; ; 9/4; 9/4; 21/10; 9/4; ; 12/5; ; ; 21/10; ; 
Aldershot; 5/2; 11/5; 12/5; 11/5; 9/4; 23/10; 12/5; 11/5; 12/5; 23/10; ; 7/4; ; 49/20; ; ; 11/5; 23/10; 11/5; 23/10; ; 34/13; ; ; 1/12; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-18 04:20:24 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 23/20; 11/10; 11/10; 11/10; ; 5/4; 11/10; 11/10; 21/20; ; 15/13; 11/10; 11/10; 11/10; 11/10; 6/5; ; ; 20/21; ; 
Draw; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; ; 11/5; 11/5; 9/4; 11/5; ; 9/4; 9/4; 21/10; 9/4; 9/4; 12/5; ; ; 21/10; ; 
Aldershot; 5/2; 11/5; 12/5; 11/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; ; 7/4; 23/10; 49/20; 23/10; ; 9/4; 23/10; 11/5; 23/10; 40/17; 34/13; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-18 08:20:12 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 23/20; 11/10; 11/10; 11/10; ; 5/4; 11/10; 11/10; 21/20; ; 15/13; 11/10; 11/10; 11/10; 11/10; 6/5; ; ; 20/21; ; 
Draw; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; ; 11/5; 11/5; 9/4; 11/5; ; 9/4; 9/4; 21/10; 9/4; 9/4; 12/5; ; ; 21/10; ; 
Aldershot; 5/2; 11/5; 12/5; 11/5; 23/10; 23/10; 12/5; 11/5; 12/5; 23/10; ; 7/4; 23/10; 49/20; 23/10; ; 9/4; 23/10; 11/5; 23/10; 40/17; 34/13; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-18 12:26:13 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 6/5; 11/10; 5/4; 5/4; 11/10; 21/20; 13/10; 11/10; 6/5; ; 13/10; 5/4; 11/10; 6/5; ; ; 15/13; 11/10; 11/10; 11/10; 15/13; 6/5; ; ; 23/20; ; 
Draw; 9/4; 9/4; 41/20; 2; 23/10; 11/5; 9/4; 9/4; 23/10; ; 11/5; 11/5; 11/5; 9/4; ; ; 9/4; 9/4; 21/10; 9/4; 9/4; 12/5; ; ; 21/10; ; 
Aldershot; 23/10; 11/5; 43/20; 2; 23/10; 23/10; 85/40; 9/4; 23/10; ; 21/10; 7/4; 23/10; 11/5; ; ; 11/5; 23/10; 11/5; 23/10; 23/10; 34/13; ; ; 7/4; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-18 16:22:33 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 7/5; 11/8; 13/10; 5/4; 7/5; 13/10; 7/5; 7/5; 7/5; 5/4; 29/20; 27/20; ; 11/8; 13/10; 7/5; 6/5; 23/20; 23/17; 23/17; ; ; 27/20; ; 
Aldershot; 2; 19/10; 19/10; 19/10; 2; 9/5; 2; 2; 2; 9/5; 19/10; 7/4; 9/5; 39/20; ; 39/20; 2; 9/5; 2; 11/5; 37/19; 43/19; ; ; 9/5; ; 
Draw; 11/5; 21/10; 21/10; 15/8; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 12/5; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-18 20:20:44 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 7/5; 11/8; 7/5; 5/4; 7/5; 13/10; 7/5; ; 7/5; 5/4; 29/20; 7/5; ; 11/8; 11/8; 7/5; 6/5; ; 23/17; 31/21; ; ; 7/5; 7/5; 
Aldershot; 2; 19/10; 19/10; 19/10; 19/10; 9/5; 2; 2; 2; ; 19/10; 7/4; 9/5; 19/10; ; 39/20; 15/8; 9/5; 2; ; 19/10; 39/19; ; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 21/10; 15/8; 11/5; 21/10; 9/4; 11/5; 11/5; ; 9/4; 11/5; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 11/5; 12/5; ; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-19 00:21:27 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 7/5; 11/8; 7/5; 5/4; 7/5; 13/10; 7/5; 7/5; 7/5; 5/4; 29/20; 7/5; ; 11/8; 11/8; 7/5; 6/5; ; 23/17; 31/21; 23/17; ; 7/5; 7/5; 
Aldershot; 2; 19/10; 19/10; 19/10; 19/10; 9/5; 2; 2; 2; 9/5; 19/10; 7/4; 9/5; 19/10; ; 39/20; 15/8; 9/5; 2; ; 19/10; 39/19; 19/10; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 21/10; 15/8; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; ; 11/5; 12/5; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-19 04:20:41 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 7/5; 11/8; 7/5; 5/4; 7/5; 13/10; 7/5; ; 7/5; 29/20; 29/20; 7/5; 11/8; 11/8; 11/8; 7/5; 6/5; ; ; 31/21; 23/17; ; 7/5; 7/5; 
Aldershot; 2; 19/10; 19/10; 19/10; 19/10; 9/5; 2; 2; 2; ; 19/10; 2; 9/5; 19/10; 15/8; 39/20; 15/8; 9/5; 2; ; ; 39/19; 19/10; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 21/10; 15/8; 11/5; 21/10; 9/4; 11/5; 11/5; ; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; ; ; 12/5; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-19 08:21:00 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 7/5; 11/8; 7/5; 5/4; 7/5; 13/10; 7/5; ; 7/5; 29/20; 29/20; 7/5; 11/8; 11/8; 11/8; 7/5; 6/5; ; ; 31/21; 23/17; ; 7/5; 7/5; 
Aldershot; 2; 19/10; 19/10; 19/10; 19/10; 9/5; 2; 2; 2; ; 19/10; 2; 9/5; 19/10; 15/8; 39/20; 15/8; 9/5; 2; ; ; 39/19; 19/10; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 21/10; 15/8; 11/5; 21/10; 9/4; 11/5; 11/5; ; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; ; ; 12/5; 40/17; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-19 12:20:44 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 29/20; 11/8; 7/5; 5/4; 29/20; 13/10; 7/5; 7/5; 7/5; 29/20; 29/20; 7/5; ; 11/8; 11/8; 7/5; 6/5; 7/5; ; 31/21; 7/5; ; 7/5; 7/5; 
Aldershot; 2; 19/10; 19/10; 19/10; 19/10; 9/5; 19/10; 2; 2; 9/5; 19/10; 2; 9/5; 19/10; ; 39/20; 15/8; 9/5; 2; 9/5; ; 39/19; 9/5; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 21/10; 15/8; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; ; 11/5; 11/5; 11/5; 21/10; 11/5; ; 12/5; 12/5; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-19 16:21:32 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 11/8; 7/5; 29/20; 13/10; 7/5; 5/4; 6/4; 13/10; 7/5; ; 7/5; 29/20; 5/4; 7/5; ; 11/8; 11/8; 7/5; 6/5; 7/5; 23/17; 8/5; 7/5; ; 7/5; 7/5; 
Aldershot; 2; 19/10; 15/8; 17/10; 19/10; 9/5; 15/8; 2; 2; ; 19/10; 2; 21/10; 19/10; ; 39/20; 15/8; 9/5; 2; 9/5; 19/10; 24/13; 9/5; ; 19/10; 19/10; 
Draw; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 9/4; 11/5; 11/5; ; 9/4; 11/5; 12/5; 11/5; ; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 27/11; 68/29; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-19 20:22:03 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 6/4; 7/5; 6/4; 7/5; 7/5; 5/4; 29/20; 13/10; 6/4; 7/5; 6/4; 6/4; 5/4; 7/5; ; 6/4; 11/8; 7/5; 6/5; 7/5; 7/5; 8/5; 7/5; ; 6/4; 7/5; 
Aldershot; 9/5; 19/10; 9/5; 13/8; 15/8; 9/5; 15/8; 2; 15/8; 9/5; 9/5; 19/10; 21/10; 19/10; ; 7/4; 15/8; 9/5; 2; 9/5; 24/13; 24/13; 9/5; ; 15/8; 19/10; 
Draw; 11/5; 21/10; 41/20; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 12/5; 11/5; ; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 27/11; 68/29; ; 11/5; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-20 00:22:22 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 6/4; 7/5; 6/4; 7/5; 29/20; 5/4; 31/20; 7/5; 6/4; ; 6/4; 31/20; 5/4; 29/20; ; 6/4; 7/5; 7/5; 6/5; ; 6/4; 28/17; 7/5; ; 6/4; 6/4; 
Aldershot; 9/5; 19/10; 9/5; 13/8; 9/5; 9/5; 9/5; 9/5; 9/5; ; 9/5; 15/8; 21/10; 9/5; ; 7/4; 15/8; 9/5; 2; ; 9/5; 25/14; 9/5; ; 9/5; 9/5; 
Draw; 11/5; 21/10; 41/20; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; ; 11/5; 11/5; 12/5; 11/5; ; 9/4; 11/5; 11/5; 21/10; ; 11/5; 27/11; 68/29; ; 11/5; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-20 04:22:23 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 6/4; 6/4; 6/4; 7/5; 29/20; 5/4; 31/20; 7/5; 6/4; 7/5; 6/4; 31/20; 5/4; 29/20; ; 6/4; 16/11; 7/5; 6/5; 7/5; 6/4; 28/17; 7/5; ; 6/4; 6/4; 
Aldershot; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 21/10; 9/5; ; 7/4; 9/5; 9/5; 2; 9/5; 9/5; 25/14; 9/5; ; 15/8; 9/5; 
Draw; 11/5; 21/10; 41/20; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 12/5; 11/5; ; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 27/11; 68/29; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-20 08:21:28 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 6/4; 8/5; 6/4; 7/5; 29/20; 5/4; 31/20; 7/5; 6/4; 7/5; 6/4; 31/20; 5/4; 29/20; ; 6/4; 16/11; 7/5; 6/5; 7/5; 6/4; 28/17; 7/5; ; 6/4; 6/4; 
Aldershot; 9/5; 17/10; 9/5; 13/8; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 21/10; 9/5; ; 7/4; 9/5; 9/5; 2; 9/5; 9/5; 25/14; 9/5; ; 15/8; 9/5; 
Draw; 11/5; 21/10; 41/20; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 12/5; 11/5; ; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 27/11; 68/29; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-20 12:21:17 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 8/5; 8/5; 33/20; 6/4; 8/5; 7/5; 17/10; 6/4; 13/8; 8/5; 6/4; 17/10; 17/10; 13/8; ; 13/8; 8/5; 8/5; 7/5; 8/5; 17/11; 7/4; 8/5; ; 13/8; 13/8; 
Aldershot; 13/8; 17/10; 33/20; 8/5; 13/8; 8/5; 13/8; 8/5; 13/8; 8/5; 7/4; 17/10; 17/10; 13/8; ; 17/10; 8/5; 8/5; 7/4; 8/5; 17/10; 25/14; 8/5; ; 7/4; 13/8; 
Draw; 23/10; 21/10; 41/20; 21/10; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; ; 21/10; 11/5; 11/5; 2; 11/5; 11/5; 23/10; 23/10; ; 21/10; 2; 
META; english/non-league/national-league/braintree-town-v-aldershot; 2016-08-20 16:22:07 GMT+3; 2016-08-20 15:00; e70300-dr003
Braintree Town; 6/4; 6/4; 31/20; 29/20; 6/4; 7/5; 31/20; 7/5; 6/4; 8/5; 6/4; 31/20; 17/10; 6/4; ; 6/4; 6/4; 8/5; 7/5; 8/5; 6/4; 7/4; 52/35; ; 13/8; 6/4; 
Aldershot; 7/4; 7/4; 7/4; 7/4; 7/4; 8/5; 9/5; 7/4; 9/5; 8/5; 15/8; 9/5; 17/10; 7/4; ; 7/4; 7/4; 8/5; 7/4; 8/5; 9/5; 25/14; 7/4; ; 9/5; 7/4; 
Draw; 23/10; 11/5; 41/20; 19/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; ; 9/4; 11/5; 11/5; 2; 11/5; 21/10; 23/10; 23/10; ; 21/10; 19/10; 
