META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-19 16:27:05 GMT+2; 2017-03-25 15:00; e70300-dr003
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 00:22:05 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 6/19; 4/11; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; 15/4; 31/10; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 8; 8; 7; 15/2; 33/4; 13/2; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 04:21:35 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 6/19; 4/11; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; 15/4; 31/10; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 8; 8; 7; 15/2; 33/4; 13/2; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 08:19:32 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; ; 4/11; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; ; 31/10; 10/3; 19/5; 19/5; 17/5; 17/5; ; 17/5; ; ; 3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 8; 8; 7; 15/2; ; 13/2; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 12:22:15 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 10/29; 10/29; ; 10/29; ; ; 3/10; 
Draw; 7/2; 10/3; 17/5; 19/5; 18/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 17/2; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 17/2; 13/2; 8; 17/2; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 20:24:27 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 4/11; ; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 19/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 7/2; ; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 33/4; 13/2; 8; 33/4; 44/5; 39/5; ; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 00:25:11 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; ; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 4/11; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 18/5; 10/3; 19/5; 7/2; 7/2; ; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 7/2; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 7; 15/2; 15/2; 17/2; 11/2; 17/2; 15/2; 15/2; ; 15/2; 15/2; 8; 8; 15/2; 8; 33/4; 13/2; 8; 33/4; 44/5; 39/5; 8; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 04:23:50 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 4/11; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 18/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 7/2; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 33/4; 13/2; 8; 33/4; 44/5; 39/5; 8; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 12:22:08 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 4/11; 4/11; 1/3; 4/11; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 1/3; 3/10; 4/11; 1/3; 3/10; 2/5; 6/17; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 7/2; 19/5; 19/5; 10/3; 19/5; 7/2; 19/5; 15/4; 18/5; 16/5; 15/4; 15/4; 4; 4; 50/13; 31/10; 10/3; 50/13; 19/5; 62/17; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 7; 8; 15/2; 17/2; 11/2; 9; 15/2; 8; 17/2; 8; 8; 10; 17/2; 15/2; 8; 17/2; 13/2; 8; 17/2; 44/5; 77/10; 8; ; 8; ; ; 17/2; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 16:19:15 GMT+2; 2017-03-25 15:00; e70300-dr003
Tranmere; 3/10; 1/3; 1/3; 4/11; 1/3; 4/11; 3/10; 3/10; 1/3; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 1/3; 2/7; 4/11; 1/3; 2/7; 7/20; 6/17; 10/29; ; 10/29; ; ; 4/11; 
Draw; 15/4; 18/5; 7/2; 19/5; 19/5; 10/3; 4; 7/2; 19/5; 15/4; 18/5; 10/3; 15/4; 19/5; 4; 7/2; 75/19; 31/10; 10/3; 75/19; 43/10; 62/17; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 10; 8; 8; 15/2; 9; 11/2; 19/2; 8; 8; 17/2; 17/2; 15/2; 10; 9; 15/2; 17/2; 9; 13/2; 8; 9; 19/2; 77/10; 8; ; 8; ; ; 48/5; 
