META; english/non-league/national-league/wrexham-v-york; 2016-08-28 00:23:03 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; ; 10/11; ; ; 1; ; 1; ; ; ; ; 4/5; 11/10; ; ; ; 19/20; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/20; ; 
York; ; 5/2; ; ; 12/5; ; 13/5; ; ; ; ; 13/5; 15/8; ; ; ; 5/2; ; ; ; ; ; ; ; ; 11/10; ; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-28 04:20:57 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; ; 10/11; ; ; 20/21; ; 20/21; ; ; ; ; 4/5; 11/10; ; ; ; 19/20; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; 
York; ; 5/2; ; ; 5/2; ; 11/4; ; ; ; ; 13/5; 15/8; ; ; ; 5/2; ; ; ; ; ; ; ; ; 11/10; ; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-28 08:21:05 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; ; 10/11; ; ; 1; ; 1; ; ; ; ; 4/5; 11/10; ; ; ; 19/20; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; ; 21/10; ; 
York; ; 5/2; ; ; 12/5; ; 13/5; ; ; ; ; 13/5; 15/8; ; ; ; 5/2; ; ; ; ; ; ; ; ; 23/20; ; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-28 12:21:25 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 5/4; 10/11; ; ; 23/20; ; 23/20; ; 6/5; ; ; 4/5; 11/10; ; ; ; 15/13; ; ; ; 5/4; 13/10; ; ; ; 8/13; ; 
York; 7/4; 5/2; ; ; 2; ; 9/4; ; 2; ; ; 13/5; 15/8; ; ; ; 2; ; ; ; 24/13; 41/18; ; ; ; 10/9; ; 
Draw; 5/2; 5/2; ; ; 5/2; ; 5/2; ; 13/5; ; ; 12/5; 23/10; ; ; ; 5/2; ; ; ; 28/11; 5/2; ; ; ; 21/10; ; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-28 16:21:42 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 19/20; 10/11; ; 1; 21/20; 19/20; 1; 1; 21/20; 21/20; 21/20; 4/5; 11/10; 1; ; 1; 19/20; 21/20; 11/10; 21/20; 21/20; 15/13; 1; ; ; 5/6; ; 
York; 13/5; 5/2; ; 11/5; 12/5; 11/5; 5/2; 23/10; 12/5; 12/5; 12/5; 13/5; 11/5; 49/20; ; 12/5; 5/2; 12/5; 37/19; 12/5; 12/5; 33/13; 23/10; ; ; 6/4; ; 
Draw; 13/5; 5/2; ; 12/5; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 5/2; 12/5; 23/10; 5/2; ; 13/5; 5/2; 23/10; 12/5; 23/10; 40/17; 13/5; 27/10; ; ; 11/5; ; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-28 20:21:54 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 19/20; 21/20; 21/20; 1; 21/20; 19/20; 1; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 1; 1; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 15/13; 1; ; ; 10/9; 21/20; 
York; 13/5; 12/5; 47/20; 11/5; 12/5; 11/5; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 11/5; 49/20; 23/10; 12/5; 12/5; 12/5; 37/19; 12/5; 12/5; 33/13; 23/10; ; ; 9/4; 9/4; 
Draw; 13/5; 12/5; 47/20; 12/5; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 5/2; 5/2; 23/10; 5/2; 12/5; 13/5; 12/5; 23/10; 12/5; 23/10; 40/17; 13/5; 27/10; ; ; 23/10; 9/4; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-29 00:21:26 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 19/20; 21/20; 21/20; 1; 21/20; 19/20; 1; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 1; 1; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 15/13; 1; 21/20; ; 11/10; 21/20; 
York; 13/5; 23/10; 12/5; 23/10; 12/5; 11/5; 5/2; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 49/20; 5/2; 12/5; 12/5; 12/5; 37/19; 12/5; 27/11; 33/13; 23/10; 23/10; ; 12/5; 9/4; 
Draw; 13/5; 5/2; 47/20; 23/10; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; 12/5; 23/10; 12/5; 23/10; 40/17; 13/5; 27/10; 23/10; ; 12/5; 9/4; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-29 04:20:48 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 19/20; 21/20; 21/20; 20/21; 21/20; 19/20; 1; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 1; 1; 1; 1; 21/20; 11/10; 21/20; 21/20; 15/13; 1; 21/20; ; 11/10; 21/20; 
York; 13/5; 23/10; 12/5; 12/5; 12/5; 11/5; 13/5; 23/10; 12/5; 12/5; 12/5; 12/5; 9/4; 49/20; 5/2; 12/5; 12/5; 12/5; 37/19; 12/5; 27/11; 33/13; 23/10; 23/10; ; 12/5; 9/4; 
Draw; 13/5; 5/2; 47/20; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; 5/2; 23/10; 12/5; 23/10; 12/5; 13/5; 27/10; 23/10; ; 12/5; 9/4; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-29 08:20:55 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 19/20; 21/20; 21/20; 1; 21/20; 19/20; 21/20; 1; 21/20; 1; 21/20; 11/10; 21/20; 1; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 15/13; 15/14; 21/20; ; 21/20; 21/20; 
Draw; 13/5; 5/2; 47/20; 11/5; 12/5; 12/5; 5/2; 12/5; 5/2; 11/5; 12/5; 5/2; 12/5; 49/20; 9/4; 13/5; 12/5; 11/5; 12/5; 11/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 9/4; 
York; 13/5; 23/10; 12/5; 23/10; 12/5; 11/5; 5/2; 23/10; 12/5; 13/5; 12/5; 12/5; 9/4; 49/20; 12/5; 12/5; 12/5; 13/5; 37/19; 13/5; 27/11; 33/13; 23/10; 11/5; ; 12/5; 9/4; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-29 12:21:11 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 21/20; 21/20; 21/20; 1; 21/20; 19/20; 11/10; 1; 21/20; 1; 11/10; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 15/13; 12/11; 21/20; ; 10/9; 21/20; 
York; 12/5; 23/10; 47/20; 23/10; 12/5; 11/5; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 37/19; 12/5; 27/11; 33/13; 9/4; 11/5; ; 12/5; 9/4; 
Draw; 5/2; 5/2; 23/10; 11/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 12/5; 40/17; 13/5; 5/2; 5/2; ; 12/5; 9/4; 
META; english/non-league/national-league/wrexham-v-york; 2016-08-29 16:21:13 GMT+3; 2016-08-29 15:00; e70300-dr003
Wrexham; 21/20; 21/20; 21/20; 21/20; 21/20; 19/20; 11/10; 1; 21/20; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 1; 11/10; 1; 11/10; 1; 21/20; 13/11; 13/12; 21/20; ; 23/20; 21/20; 
York; 12/5; 23/10; 47/20; 9/4; 12/5; 11/5; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 37/19; 12/5; 27/11; 32/13; 9/4; 11/5; ; 12/5; 12/5; 
Draw; 5/2; 5/2; 23/10; 11/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 40/17; 13/5; 5/2; 5/2; ; 5/2; 12/5; 
