META; english/non-league/national-league/dagenham-redbridge-v-macclesfield; 2016-10-16 00:26:04 GMT+3; 2016-10-22 15:00; e70300-dr003
Dagenham & Redbridge; ; 5/6; ; ; 20/21; ; 20/21; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; 11/4; ; ; 11/4; ; 14/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-macclesfield; 2016-10-16 04:22:33 GMT+3; 2016-10-22 15:00; e70300-dr003
Dagenham & Redbridge; ; 5/6; ; ; 20/21; ; 20/21; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; 11/4; ; ; 11/4; ; 14/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-macclesfield; 2016-10-16 08:23:14 GMT+3; 2016-10-22 15:00; e70300-dr003
Dagenham & Redbridge; ; 5/6; ; ; 20/21; ; 37/40; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; 11/4; ; ; 11/4; ; 29/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-macclesfield; 2016-10-16 12:24:27 GMT+3; 2016-10-22 15:00; e70300-dr003
Dagenham & Redbridge; ; 5/6; ; ; 1; ; 37/40; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; 11/4; ; ; 13/5; ; 29/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-macclesfield; 2016-10-16 16:23:35 GMT+3; 2016-10-22 15:00; e70300-dr003
