META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-23 16:23:21 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; ; 21/10; ; 85/40; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-23 20:23:59 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; ; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; ; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-24 00:23:05 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; ; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; ; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-24 04:23:06 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; ; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; ; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-24 08:23:34 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; ; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; ; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-24 12:23:58 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-24 16:24:02 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-24 20:24:52 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-25 00:23:31 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-25 04:23:40 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-25 08:23:44 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; 6/5; ; ; ; ; ; ; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; 21/10; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-25 12:25:00 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; 6/5; ; 6/5; ; ; ; 6/5; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 2; ; 21/10; ; ; ; ; 11/5; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 9/4; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-25 16:24:07 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; 6/5; ; 6/5; ; ; ; 6/5; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 85/40; ; 21/10; ; ; ; ; 11/5; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 23/10; ; 9/4; ; ; ; ; 9/4; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-25 20:24:21 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 5/4; ; 6/5; ; 6/5; ; ; ; 6/5; ; ; 1/50; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; ; 85/40; ; 21/10; ; ; ; ; 11/5; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; 1/50; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; ; 23/10; ; 9/4; ; ; ; ; 9/4; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-26 00:22:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; 6/5; 5/4; ; 6/5; ; 5/4; ; ; 6/5; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; ; 1/20; ; 
Solihull Moors; 21/10; ; ; 21/10; 21/10; ; 85/40; 21/10; 85/40; ; 21/10; ; 21/10; ; ; 11/5; 21/10; 21/10; ; 21/10; 21/10; ; ; 21/10; ; ; 1/20; ; 
Draw; 12/5; ; ; 21/10; 12/5; ; 12/5; 23/10; 23/10; ; 9/4; ; 23/10; ; ; 12/5; 9/4; 23/10; ; 23/10; 9/4; ; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/braintree-town-v-solihull-moors; 2016-10-26 04:22:49 GMT+3; 2016-10-29 15:00; e70300-dr003
Braintree Town; 5/4; ; ; 6/5; 5/4; ; 5/4; 6/5; 5/4; ; 6/5; ; 5/4; ; ; 6/5; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; ; 1/20; ; 
